"id","text","rating","afinn","lsd","vader","sums"
209,"As Canadian leaders debated, Trump was producing the wildest show in politics http://t.co/MejxXpzG1V #US #USA #USpoli #GOP #GOPdebate",-1,0,0,0,0
213,"Charlie how did ",-1,0,0,0,0
216,"#GOPDebates Trump has air of Boris Yeltsin of Russia, nd he became President of Russia!!!",-1,0,0,0,0
219,"Someone has something to say to @LindseyGrahamSC ",-1,0,0,0,0
223," @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. ",-1,0,0,0,0
224," @ChakerKhazaal: ",-1,0,0,0,0
226,"Advice to ",-1,0,0,0,0
228," @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton ",-1,0,0,0,0
230,"@ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!#RedNationRaising #GOPDebates",-1,0,0,0,0
231," @dominionIN: Blimey! #GOPDebate #Foxnews @FoxNews @piersmorgan http://t.co/GtXRtJ8yBN",-1,0,0,0,0
232," @Bipartisanism: When watching the #GOPDebate remember that ""Jose didn't take your job, Goldman Sachs did. http://t.co/ChHZB49T0W",-1,0,0,0,0
237," @saradmahmoud: ",-1,0,0,0,0
240,"I hear the rumbling beneath the FEDRAL TRIANGLE WHICH HOUSES THE EPA...THE REAGAN BUILDING ",-1,0,0,0,0
243," @lmahoneybee: ",-1,0,0,0,0
245," @GretchenCarlson: ""Take a bottle of white out with me to Pres Obamas policies"" @GovernorPerry #GOPDebate @FoxNews @foxnewspolitics",-1,0,0,0,0
254,"Chris Christie, shown here swallowing a fly during Thursday's #GOPDebate #OhGodMakeItStop2015 http://t.co/z2VX3CRiDr",-1,0,0,0,0
255," @ericstonestreet: Trump has Cam hands. ",-1,0,0,0,0
258," @RWSurferGirl: So @megynkelly posed for adult pictures.should we bring that up? ",-1,0,0,0,0
259,"Carly Fiorina wrote an op-ed for us at IJReview after her performance last night.  http://t.co/LdQE8KG2ZW ",-1,0,0,0,0
269," @ericstonestreet: Trump has Cam hands. ",-1,0,0,0,0
271," @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ",-1,0,0,0,0
272,"Walker Emerges as Leading Candidate to Run Enterprise Rent-A-Car Branch http://t.co/X6QA8MUTa7 ",-1,0,0,0,0
274," @Popehat: ",-1,0,0,0,0
277,"Moving on from the ",-1,0,0,0,0
282," @alilihay: I would also prefer that my uterus isn't registered with Washington ",-1,0,0,0,0
283," @GogoAleee: IG Deleted DD Account after we participated in the ",-1,0,0,0,0
284,"Notes on the Republican Debate (gibberish) http://t.co/j7zipvpTxK ",-1,0,0,0,0
287," @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. ",-1,0,0,0,0
289," @goldietaylor: Huckabee. ",-1,0,0,0,0
293,"@jamiaw @realDonaldTrump ",-1,0,0,0,0
294,"Scientific Studies and ",-1,0,0,0,0
297," @KyleAlexLittle: ""A movement back to the 1800's"" #GOPDebates",-1,0,0,0,0
298,"Catching up on my ",-1,0,0,0,0
301," @MarthaMartinMe: ",1,0,0,0,0
307," @JewhadiTM: Early Nielsen ratings suggest Thursday's ",1,0,0,0,0
308,"Where can I watch the ",1,0,0,0,0
311,"I guess yesterday's ",1,0,0,0,0
315," @hilderestad: Republican strategist @FrankLuntz 's focus group during ",1,0,0,0,0
316," @patriotmom61: Rick Santorum at The Des Moines Register soapbox https://t.co/hfqVXAiqPh A boatrocker who got things done. ",1,0,0,0,0
320," @megynkelly: Tune in! ",1,0,0,0,0
322,"In ",1,0,0,0,0
328," @JohnKasich: SMALLER GOVT: Ohio government payroll is smaller than it's been in 3 decades. http://t.co/IGfIF4J1TT ",1,0,0,0,0
330,"Looking at @Wonkette's liveblog from the ",1,0,0,0,0
339," @ericstonestreet: Trump has Cam hands. ",1,0,0,0,0
345,"The second most-retweeted presidential candidate Tweet of the ",1,0,0,0,0
346,"This ",1,0,0,0,0
348,"Trumptastic ",1,0,0,0,0
352," @sampuzzo: @Progress4Ohio @DavidJWhite640 my take on the ",1,0,0,0,0
356,"The only commentary needed for last night's ",1,0,0,0,0
358,"Lets face it - this debate is really about ",1,0,0,0,0
359,"@megynkelly Did @CandyCrowley coach you for last nights ",1,0,0,0,0
361," @mtranquilnight: ",1,0,0,0,0
362," @Sweetpea593: ",1,0,0,0,0
377," @goldietaylor: Commercial break! ",1,0,0,0,0
379,"As usual, @Peggynoonannyc very insightful on the #GOPDebate candidates: http://t.co/4yp5VfABjq",1,0,0,0,0
385,"Donated to @PPact in @JebBush name during the ",1,0,0,0,0
389,"Ghana got swag  ' &amp; DL' ",1,0,0,0,0
393,"Babara Boxer running a CHECK on Carly Fiorina and her record in Calif. Outsourcing jobs, lining her pockets w/$$$, corp welfare #GOPDebate",1,0,0,0,0
397," @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ",1,0,0,0,0
400," @TeamRickPerry: .@GovernorPerry has a plan to end sanctuary cities ",1,0,0,0,0
402," @VotingFemale: ",1,0,0,0,0
406,"FEEL THE BERN @SenSanders : ) ",1,0,0,0,0
415," @Beem_Skeem: ",1,0,0,0,0
416," @b140_tweet: Does this remind  you of ",1,0,0,0,0
417,".@BorowitzReport assesses Walker's #GOPDebate performance, via @NewYorker: http://t.co/87P5EeW8W7",1,0,0,0,0
420,"Why's THIS the most retweeted comment of the ",1,0,0,0,0
423," @ericstonestreet: Trump has Cam hands. ",1,0,0,0,0
426," @renomarky: This picture taken during ",1,0,0,0,0
428,"@BruceBartlett @JesseLaGreca  ",1,0,0,0,0
431,"@carlyfiorina ",1,0,0,0,0
435," @Torchie123: This guy got the real shaft in the #GopDebate tonight.WHY IS THAT? # http://t.co/zw8jUPqP11",1,0,0,0,0
440,"http://t.co/ys2n1uflHT#GOPDebate wrapup. @tgradous @marylene58 @LLMajer @larryvance47 @JVER1 @LVNancy @qnoftherealm @usvetram @FreeLion7",1,0,0,0,0
443,"@ThePaleAlewife I was thinking ",1,0,0,0,0
449," @ericstonestreet: Trump has Cam hands. ",1,0,0,0,0
453," @jamalraad: Trump immigration strategy https://t.co/QZMfehR8VF ",1,0,0,0,0
457,"Why did I have to be at a campground on the day of the first ",1,0,0,0,0
458,"@rushlimbaugh You are so ",1,0,0,0,0
464," @DemsRRealRacist: Trump keeps trying to make definitive statements when the ",1,0,0,0,0
477," @MediaBoobs: ",1,0,0,0,0
481,"Cracking up at @theskimm summary of the ",1,0,0,0,0
483," @ericstonestreet: Trump has Cam hands. ",1,0,0,0,0
486,"The only person in ",1,0,0,0,0
492," @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton ",1,0,0,0,0
503,"Ben Carson at last night's ",1,0,0,0,0
504," @JimKilbane: ",1,0,0,0,0
506,"Trump can't say when he became Conservative because HES NOT ",1,0,0,0,0
507,"@realDonaldTrump on point with response to @megynkelly ""When did you become a Republican? "" #GOPDebate",1,0,0,0,0
510,"@marthamaccallum @billhemmer ",1,0,0,0,0
512,"After the undercard debates I'd say only two should stay in the race are:  Carly Fiorina and Bobby Jindal.  ",1,0,0,0,0
513,"bottom line is that i will vote for any of the candidates last night over @HillaryClinton ",1,0,0,0,0
520,"2016 PREDICTION: Clinton 43.0% Bush 37.5% Trump 18.9% (millions don't vote b/c Bush is a RINO)https://t.co/BDSp6iG77V#GOPDebate",1,0,0,0,0
522," @richarddeitsch: .@FrankBruni on ",1,0,0,0,0
523," @rmuench22: This. Is. EVERYTHING. ",1,0,0,0,0
535,"@sallykohn @megynkelly Megyn you are now officially charted on the Moonbat Hit Parade.  #MegynKelly #GOPDebate",1,0,0,0,0
539,"GmaDawny:  RhondaWatkGwyn: ",1,0,0,0,0
550,"@AlyonaMink is unpacking the ",1,0,0,0,0
556," @Sanddragger: ",1,0,0,0,0
558," @ericstonestreet: Trump has Cam hands. ",1,0,0,0,0
564,"@RealBenCarson and a few others aren't getting any time to debate. In a real debate everybody gets involved. ",1,0,0,0,0
567," @KennedyNation: ",1,0,0,0,0
568,"Jeb Bush and Rand Paul were the only ones to see their odds rise during the ",1,0,0,0,0
569," @NickSylian: From today to the time the next president has one year in office ",1,0,0,0,0
578,"Donald Trump is John Galt. Chew on it. ",1,0,0,0,0
580," @FWD_us: ",1,0,0,0,0
584," @slaboe: [VIDEO] http://t.co/taPH65klje@CarlyFiorina Rocks the 1st Round of #GOPDebate #Carly2016 http://t.co/3L7YiMjXDL",1,0,0,0,0
591," @ericstonestreet: Trump has Cam hands. ",1,0,0,0,0
592,"This @PFTcommenter troll job of last night's ",1,0,0,0,0
594," @louvice: Donald Will Go Independent! RubioNever Shows up 4 Work! ",1,0,0,0,0
595," @ericstonestreet: Trump has Cam hands. ",1,0,0,0,0
600,"@FoxNews ",1,0,0,0,0
