"token","lsd","n"
"rack",0,1
"radio",0,1
"rainy",0,1
"rapid",0,1
"rapidly",0,1
"rarely",0,1
"rash",-1,1
"rashes",-1,1
"ratchet",0,1
"ratchets",0,1
"rated.nnyes",0,1
"ratings",0,1
"reaches",0,1
"readily",0,1
"readings.nnbased",0,1
"readings.nof",0,1
"readjusted",0,1
"readnit",0,1
"reads",0,1
"reapplying",0,1
"rear",0,1
"rebend",0,1
"reccomend",0,1
"receivers",0,1
"receiving",0,1
"recent",0,1
"receptacles",0,1
"recomend",0,1
"record",0,1
"rectangle",0,1
"rectify",1,1
"recycled",0,1
"red",0,1
"redistributing",0,1
"ref'd",0,1
"referenced",0,1
"refers",0,1
"refills",0,1
"reflect",0,1
"refused",-1,1
"regarse",0,1
"regrettable",-1,1
"regularity",1,1
"reheat",0,1
"relation",0,1
"relatives",0,1
"relaxing",1,1
"relay",0,1
"releasing",0,1
"reliability",1,1
"reliably",1,1
"remembered",0,1
"removal",0,1
"removed",0,1
"remover",0,1
"renders",0,1
"rented",0,1
"reorder",0,1
"repacement",0,1
"repairable",0,1
"repaired",1,1
"repetitively",0,1
"replaces",0,1
"reply",0,1
"reported",0,1
"represent",0,1
"reptile",0,1
"reputation",0,1
"requested",0,1
"requires",0,1
"requiring",0,1
"reservoir",0,1
"residences",0,1
"residing",0,1
"resin",0,1
"resistant",0,1
"resistor",0,1
"resize",0,1
"resoldered",0,1
"resolved",1,1
"respected",1,1
"respond.nnother",0,1
"responds",0,1
"restarts",0,1
"rested",0,1
"restricted",-1,1
"resultados",0,1
"resulted",0,1
"resulting",0,1
"results.npros:nthe",0,1
"resuscitate",0,1
"retailers",0,1
"retain",0,1
"retainer",0,1
"retainers",0,1
"retaining",0,1
"retracting",0,1
"returnable",0,1
"returns",0,1
"reusing",0,1
"reversed",0,1
"revising",0,1
"rework",0,1
"ribber",0,1
"rid",0,1
"ring",0,1
"rinse",0,1
"ripped",-1,1
"ripping",-1,1
"rise",0,1
"rite",0,1
"rj",0,1
"rj11",0,1
"rj14",0,1
"rk",0,1
"rochester",0,1
"rock",0,1
"rocks",0,1
"rod",0,1
"roof",0,1
"roses",0,1
"rotaryn",0,1
"roughly",0,1
"router",0,1
"rover",0,1
"row",0,1
"rows",0,1
"rt",0,1
"rubbed",0,1
"rugs",0,1
"run.ni",0,1
"runny",0,1
"rust",0,1
"rusting",0,1
"ry",0,1
"sacrificing",0,1
"sad",-1,1
"safely",1,1
"safer",1,1
"same.nnreview",0,1
"sample",0,1
"san",0,1
"sanded",0,1
"sander.nni'm",0,1
"sanders",0,1
"sanding",0,1
"sandy",0,1
"sat",0,1
"satellite",0,1
"satisfying",1,1
"saver",0,1
"saves",0,1
"savings",0,1
"savvy",1,1
"sawdust",0,1
"saws",0,1
"scale",0,1
"scare",-1,1
"scheme",0,1
"school",0,1
"schools",0,1
"scratch",0,1
"scratches",0,1
"screwgun",0,1
"screwsn",0,1
"screwy",-1,1
"scrubs",0,1
"se",0,1
"sealing",0,1
"seats",0,1
"secured",1,1
"securing",1,1
"seeps",0,1
"selector",0,1
"sells",0,1
"sensative",0,1
"sensitive",1,1
"sensor",0,1
"separate",0,1
"separating",0,1
"september",0,1
"serial",0,1
"serrated",0,1
"serve",0,1
"servers",0,1
"serviced",0,1
"servicing",0,1
"sets",0,1
"settings",0,1
"severe",-1,1
"shaking",-1,1
"shaky",-1,1
"shallow",-1,1
"shank",0,1
"shared",0,1
"sharper",0,1
"shattered",-1,1
"shear",0,1
"sheared",0,1
"sheath",0,1
"shell",-1,1
"shifted",0,1
"shim",0,1
"shiped",0,1
"shock",-1,1
"shoe",0,1
"shoes",0,1
"shooting",0,1
"shorted",0,1
"shorter",0,1
"shortly",0,1
"shortwave",0,1
"shot",0,1
"should.nnthis",0,1
"should've",0,1
"shrink",0,1
"shut.ni",0,1
"shutdowns",0,1
"sided",0,1
"sierra",0,1
"sight",0,1
"signalnmay",0,1
"silicones",0,1
"silly",0,1
"similares",0,1
"simpler",0,1
"sinc",0,1
"since.nthe",0,1
"singular",0,1
"sinister",-1,1
"sit",0,1
"sits",0,1
"size.n3",0,1
"sizing",0,1
"skiing",0,1
"skip",0,1
"skull",0,1
"skylake",0,1
"skylights",0,1
"slams",-1,1
"slap",-1,1
"sleeper",0,1
"sleeves",0,1
"slicker",0,1
"sliders",0,1
"sliding",0,1
"slim",0,1
"slipped",0,1
"slipping",0,1
"slop",-1,1
"slope",0,1
"slot",0,1
"slots",0,1
"slower",0,1
"slowly",0,1
"smalll",0,1
"smart",1,1
"smashed",-1,1
"smelled",0,1
"smells",0,1
"smile",1,1
"smother",-1,1
"snag",0,1
"snapped",0,1
"snapping",0,1
"snot",0,1
"snouts",0,1
"snug",1,1
"snugged",1,1
"so.nit",0,1
"soaking",0,1
"soap",0,1
"sobre",0,1
"socal",0,1
"sofa",0,1
"softer",0,1
"sol",0,1
"sold",0,1
"soldered",0,1
"soldering",0,1
"solutions",0,1
"solved",0,1
"son's",0,1
"sonicaire",0,1
"sooo",0,1
"soooo",0,1
"sorely",-1,1
"sorta",0,1
"sounding",0,1
"sounds",0,1
"spacer",0,1
"spade",0,1
"spaghetti",0,1
"spandex",0,1
"sparks",0,1
"sparse",0,1
"spay",0,1
"spec",0,1
"speeds",0,1
"spikes",0,1
"spilled",-1,1
"spilling",-1,1
"spin",0,1
"spitting",-1,1
"spizter",0,1
"split",0,1
"splitter's",0,1
"spoiled",-1,1
"spots.nni",0,1
"spp6",0,1
"sprayed",0,1
"spreads",0,1
"springing",0,1
"sprinkler",0,1
"spritz",0,1
"squares",0,1
"squaring",0,1
"squat",0,1
"squeaks",0,1
"squeezed",0,1
"squeezing",0,1
"squished",0,1
"stability",1,1
"stabilize",1,1
"stabilizes",1,1
"stabilizing",1,1
"stable.nnbuy",0,1
"stack",0,1
"standardize",0,1
"standards",0,1
"standing",0,1
"stanley",0,1
"stapling",0,1
"starrets",0,1
"starting",0,1
"starts",0,1
"stat",0,1
"staying",0,1
"steal",-1,1
"steamfast",0,1
"steaming",0,1
"steps",0,1
"stickers",0,1
"sticking",-1,1
"stink",-1,1
"stip",0,1
"stone",0,1
"stoner",0,1
"stoning",0,1
"stoppers",0,1
"stopping",0,1
"storage.nnthis",0,1
"story",0,1
"straightforward",1,1
"strain",-1,1
"stranded",0,1
"strands",0,1
"streams",0,1
"strenght",0,1
"stretch",0,1
"stretches",0,1
"stripped",0,1
"strongly",0,1
"students",0,1
"studied",0,1
"studs",0,1
"stuffs",0,1
"stunned",-1,1
"subjective",0,1
"submit",0,1
"substantial",0,1
"substitute",0,1
"substitution",0,1
"successfully",1,1
"sucked",-1,1
"sucure",0,1
"sufficient",1,1
"sufficiently",1,1
"suitcase",0,1
"suite",0,1
"suits",0,1
"sum",0,1
"sunlight",0,1
"suns",0,1
"supco",0,1
"superb",1,1
"superficie",0,1
"superglue",0,1
"suppliers",0,1
"supported",1,1
"supporting",1,1
"suppose",0,1
"supposedly",0,1
"supposeed",0,1
"surefire",0,1
"surely",0,1
"surpass",0,1
"surpasses",0,1
"surprising",0,1
"surprisingly",0,1
"survived",1,1
"suspect",-1,1
"suspenders",0,1
"sweep",0,1
"swell",0,1
"swimming",0,1
"swing",0,1
"switched",0,1
"swith",0,1
"swivel",0,1
"swivels",0,1
"tab",0,1
"tabs",0,1
"tangled",0,1
"taping",0,1
"targeting",0,1
"task",0,1
"tasks",0,1
"tasted",0,1
"te'll",0,1
"teaching",0,1
"technologies",0,1
"technology",0,1
"teenaged",0,1
"telephone",0,1
"tell.nworks",0,1
"telling",0,1
"temples",0,1
"tension",-1,1
"tensions",-1,1
"term",0,1
"terminated",0,1
"terms",0,1
"terrain",0,1
"terribly",-1,1
"terrifically",1,1
"testers",0,1
"texture",0,1
"thees",0,1
"them.nthe",0,1
"themal",0,1
"themed",0,1
"thennails",0,1
"therapy",0,1
"thermodynamics",0,1
"these.n",0,1
"theses",0,1
"theyve",0,1
"thickens",0,1
"thinking",0,1
"thinly",0,1
"thinner",0,1
"thisi",0,1
"thou",0,1
"thread",0,1
"throwing",0,1
"thumb",0,1
"tickle",1,1
"tickley",1,1
"tiende",0,1
"ties",0,1
"til",0,1
"tiled",0,1
"tilt",0,1
"tilted",0,1
"tilting",0,1
"timely",0,1
"timenhanging",0,1
"timer",0,1
"tin",0,1
"tinctures",0,1
"tinker",0,1
"tinkered",0,1
"tint",0,1
"tinted",0,1
"title",0,1
"tle",0,1
"tmi",0,1
"toast",0,1
"today's",0,1
"toggle",0,1
"tolerances",1,1
"tones",0,1
"too.nni've",0,1
"toothbrush.nmy",0,1
"toothbrushes",0,1
"toothpastes",0,1
"toothpick",0,1
"tops",0,1
"torn",-1,1
"toss",0,1
"totally",0,1
"toy",0,1
"toyhauler",0,1
"trails",0,1
"train",0,1
"training",0,1
"transferred",0,1
"transformer",0,1
"transparent",0,1
"trashed",-1,1
"traveler",0,1
"traveling",0,1
"triceps",0,1
"trickle",0,1
"trip",0,1
"triumph",1,1
"troubleshoot",-1,1
"trys",0,1
"tuck",0,1
"tuner's",0,1
"tuning",0,1
"turbo",0,1
"turlen",0,1
"turning.nadhesive",0,1
"twisted",0,1
"types",0,1
"ubiquitously",0,1
"ugh",-1,1
"uh",0,1
"uhh",0,1
"uld",0,1
"uline",0,1
"ultimate",0,1
"ultrascope",0,1
"ultrasonic",0,1
"unacceptable",-1,1
"unclip",0,1
"uncompressed",0,1
"uncontrollably",-1,1
"understatement",0,1
"underwhelmed",0,1
"undo",-1,1
"uneven",-1,1
"unfinished",-1,1
"unfortunate",-1,1
"universal",0,1
"university",0,1
"unknown",-1,1
"unload",0,1
"unlock",0,1
"unpainted",0,1
"unplug",0,1
"unplugged",0,1
"unplugging.n",0,1
"unreadable",-1,1
"unreal",-1,1
"unreliable",-1,1
"unscientific",0,1
"unusable",-1,1
"unused",0,1
"update",0,1
"updated",0,1
"upgrading",0,1
"uprights",1,1
"ups",0,1
"upstairs",0,1
"use.n",0,1
"used:n",0,1
"usenquality",0,1
"usesless",0,1
"uv",0,1
"v6",0,1
"vacation",0,1
"vaccum",0,1
"vacs",0,1
"vacuuming",0,1
"valuable",1,1
"valve",0,1
"van",0,1
"variable",0,1
"vault",0,1
"ve",0,1
"vent",0,1
"ventilated",0,1
"verify",0,1
"veritity",0,1
"versatile",1,1
"versatility",1,1
"versus",0,1
"vibrated",0,1
"vibrating",0,1
"vice",-1,1
"vicinity",0,1
"videos",0,1
"virtually",0,1
"viscous",0,1
"visibility",0,1
"vision",1,1
"visit",0,1
"visited",0,1
"voltages",0,1
"volume",0,1
"volumes",0,1
"voluntarily",0,1
"vote",0,1
"vulnerability",-1,1
"vw",0,1
"walgreens",0,1
"walk",0,1
"walmart",0,1
"walmartnwould",0,1
"warning",-1,1
"warranty",0,1
"wartenburg",0,1
"washers",0,1
"watched",0,1
"watering",0,1
"waterproof",0,1
"watt",0,1
"wax",0,1
"waxed",0,1
"wearing",0,1
"weary",-1,1
"weave",0,1
"websites",0,1
"wedding",0,1
"wedged.nnthis",0,1
"weekend",0,1
"weekly",0,1
"welds",0,1
"werent",0,1
"whatsoever",0,1
"wheeled",0,1
"wheeling",0,1
"whistles",0,1
"wider",0,1
"width",0,1
"wiggled",0,1
"willndonate",0,1
"wimpy",-1,1
"winch",-1,1
"windows",0,1
"wing",0,1
"winter",0,1
"wipe",0,1
"wire.nnas",0,1
"withe",0,1
"withstand",0,1
"woks",0,1
"women",0,1
"wonderfully",1,1
"wonders",0,1
"woodcarvings",0,1
"wooden",0,1
"woods",0,1
"woodwork",0,1
"worded",0,1
"words",0,1
"wore",0,1
"work.nthat",0,1
"workbench",0,1
"workout",0,1
"worksnall",0,1
"world",0,1
"worths",0,1
"wound",-1,1
"woven",0,1
"wrapped",0,1
"wrapping",0,1
"wrist",0,1
"write",0,1
"writing",0,1
"wrongly",-1,1
"wrote",0,1
"wwii",0,1
"x17",0,1
"ya",0,1
"yesterday",0,1
"yesteryear",0,1
"yet.nralph",0,1
"yhis",0,1
"yourself.nnthe",0,1
"youtube",0,1
"yrs",0,1
"yucky",-1,1
"zipper",0,1
