"token","lsd","n"
"concentrating",0,3
"conclusions",0,3
"concur",1,3
"confuse",-1,3
"conscience",1,3
"conscious",0,3
"consequential",0,3
"considerations",1,3
"constitutions",0,3
"constraints",-1,3
"consulting",0,3
"consumer",0,3
"contest",0,3
"continuation",0,3
"continuity",1,3
"contractors",0,3
"contributed",0,3
"conversations",0,3
"counties",0,3
"courage",1,3
"coverage",0,3
"crack",0,3
"creates",0,3
"criticise",-1,3
"crossed",0,3
"crossrail",0,3
"cruelty",-1,3
"cultural",0,3
"curat",0,3
"curious",1,3
"currency",0,3
"curve",0,3
"cycle",0,3
"damaged",-1,3
"damaging",-1,3
"databases",0,3
"dealers",0,3
"dear",1,3
"decides",0,3
"declaration",0,3
"declared",0,3
"declined",0,3
"decommissioning",0,3
"defeat",-1,3
"defeated",-1,3
"defending",1,3
"denies",-1,3
"dependants",0,3
"dependent",-1,3
"deprivation",-1,3
"deregulation",0,3
"describe",0,3
"design",0,3
"desperate",-1,3
"detection",0,3
"determines",1,3
"developing",0,3
"device",0,3
"dignity",1,3
"diminution",0,3
"dinner",0,3
"directors",0,3
"disability",-1,3
"disagreed",-1,3
"disagrees",-1,3
"discrimination",-1,3
"disdain",-1,3
"disfranchise",0,3
"disillusioned",-1,3
"dismiss",-1,3
"disorder",-1,3
"disparities",0,3
"disservice",-1,3
"dissolve",0,3
"distance",0,3
"distribution",0,3
"district",0,3
"dog",0,3
"dogs",0,3
"dominated",0,3
"doors",0,3
"doorstep",0,3
"dozen",0,3
"dragged",-1,3
"drink",0,3
"dudley",0,3
"dumfries",0,3
"earn",0,3
"easier",1,3
"eastbourne",0,3
"ecj",0,3
"edge",0,3
"educated",1,3
"efficiency",1,3
"efficient",1,3
"eileanan",0,3
"elapsed",0,3
"embarrassing",-1,3
"embryonic",0,3
"emissions",0,3
"employee",0,3
"emulate",0,3
"enacted",0,3
"encountered",0,3
"endless",0,3
"engaging",0,3
"enhanced",1,3
"enormously",0,3
"enshrined",0,3
"entering",0,3
"entirety",0,3
"epsom",0,3
"equivalents",0,3
"errors",-1,3
"escalator",0,3
"ewell",0,3
"examination",0,3
"excellence",1,3
"exciting",1,3
"executive's",0,3
"exempt",0,3
"expansion",0,3
"expects",0,3
"explaining",0,3
"explanation",0,3
"explanatory",0,3
"export",0,3
"exports",0,3
"extends",0,3
"facilitate",0,3
"fairer",1,3
"fashion",0,3
"favours",0,3
"fearful",-1,3
"feature",0,3
"feet",0,3
"fein",0,3
"fencing",0,3
"filled",0,3
"financing",0,3
"findings",0,3
"fix",0,3
"flood",0,3
"forceful",1,3
"forgive",1,3
"formal",0,3
"formally",0,3
"foul",-1,3
"fresh",1,3
"frivolous",-1,3
"frozen",-1,3
"fulfil",0,3
"fundraising",0,3
"gained",0,3
"galloway",-1,3
"gang",-1,3
"gaps",0,3
"gcse",0,3
"gcses",0,3
"gdp",0,3
"glass",0,3
"glorifying",0,3
"goal",0,3
"god",0,3
"grace",1,3
"graduate",0,3
"grammar",0,3
"grandparents",0,3
"grip",0,3
"grubby",-1,3
"guaranteeing",0,3
"guillotines",0,3
"habit",0,3
"hallam",0,3
"hampshire",0,3
"handled",0,3
"harpenden",0,3
"harsh",-1,3
"haven",0,3
"hazardous",-1,3
"headed",0,3
"heading",0,3
"healthy",1,3
"hearts",1,3
"helens",0,3
"heritage",0,3
"hesitate",-1,3
"hitchin",0,3
"holds",0,3
"honesty",1,3
"honourable",1,3
"honoured",1,3
"hopes",1,3
"horses",0,3
"horsham",0,3
"hostile",-1,3
"huddersfield",0,3
"hugely",0,3
"humble",0,3
"hunt",0,3
"hunting",0,3
"hypocrisy",-1,3
"hypothetical",0,3
"iar",0,3
"icc",0,3
"icy",-1,3
"ideologically",0,3
"illiberal",0,3
"illness",-1,3
"illustrates",0,3
"immense",0,3
"implementation",0,3
"imposing",0,3
"inadvertently",0,3
"inappropriate",-1,3
"incarcerated",0,3
"inclusion",0,3
"incoherence",-1,3
"incomplete",-1,3
"inconsistent",-1,3
"incredible",0,3
"indirect",0,3
"inflated",0,3
"injuries",-1,3
"injustice",-1,3
"inspiration",1,3
"instruments",0,3
"intends",0,3
"inter",0,3
"internet",0,3
"intervened",0,3
"intervening",0,3
"interviews",0,3
"investing",0,3
"invitation",0,3
"iran",0,3
"iraq",0,3
"irrational",-1,3
"islanders",0,3
"islington",0,3
"isolation",-1,3
"it.the",0,3
"itchen",0,3
"ivf",0,3
"january",0,3
"juncture",0,3
"kilmarnock",0,3
"kindly",1,3
"kingston",0,3
"laden",0,3
"lambert",0,3
"lasting",0,3
"laundry",0,3
"leads",0,3
"leaked",-1,3
"leeds",0,3
"legislatures",0,3
"leisure",1,3
"lengthy",0,3
"lesbian",0,3
"lesson",0,3
"library",0,3
"lighting",0,3
"likelihood",0,3
"limiting",-1,3
"limits",-1,3
"litigation",0,3
"lived",0,3
"livestock",0,3
"livingston",0,3
"lloyd",0,3
"locations",0,3
"loudoun",0,3
"loyalty",1,3
"magnificent",1,3
"malicious",-1,3
"manageable",1,3
"manipulation",0,3
"marketplace",0,3
"meantime",0,3
"measured",0,3
"memories",0,3
"midnight",0,3
"minimis",0,3
"ministry",0,3
"mobility",0,3
"mod",0,3
"modest",1,3
"monetary",0,3
"monitored",0,3
"montgomeryshire",0,3
"mossbourne",0,3
"mothers",0,3
"murdered",-1,3
"murderers",-1,3
"museums",0,3
"music",0,3
"muslim",0,3
"na",0,3
"named",0,3
"nationalisation",0,3
"nationalism",0,3
"nationality",0,3
"nationally",0,3
"natural",0,3
"naturally",0,3
"negative",-1,3
"negotiated",0,3
"neighbourhoods",0,3
"neighbouring",0,3
"netherlands",0,3
"neutral",1,3
"newspaper",0,3
"nominated",0,3
"nos",0,3
"notwithstanding",0,3
"numerical",0,3
"nursing",0,3
"observe",0,3
"obstacles",-1,3
"occurs",0,3
"offensive",-1,3
"oldham",0,3
"olympics",0,3
"online",0,3
"openly",1,3
"operates",0,3
"opinions",0,3
"opponents",-1,3
"opt",0,3
"opted",0,3
"optimistic",1,3
"oral",0,3
"orderly",1,3
"originally",0,3
"outline",0,3
"outlines",0,3
"outlining",0,3
"outstanding",1,3
"overnight",0,3
"overwhelming",-1,3
"owners",0,3
"paints",0,3
"panel",0,3
"parole",0,3
"passages",0,3
"passion",1,3
"patience",1,3
"peerages",0,3
"penalty",-1,3
"pending",0,3
"pensioners",0,3
"performing",0,3
"permitted",0,3
"peroration",0,3
"persistent",0,3
"persuasive",1,3
"pertinent",1,3
"petition",0,3
"petty",-1,3
"philosophical",0,3
"physical",0,3
"physically",0,3
"pig",0,3
"pity",-1,3
"plainly",0,3
"planes",0,3
"plant",0,3
"pocket",0,3
"pockets",0,3
"pool",0,3
"postmaster",0,3
"practicably",1,3
"praising",1,3
"pray",0,3
"precept",0,3
"precious",1,3
"precision",1,3
"predecessors",0,3
"predicted",0,3
"pregnancy",0,3
"premium",0,3
"prescriptive",0,3
"preserve",0,3
"pressing",0,3
"pressures",0,3
"prisoner",-1,3
"privatise",0,3
"pro",0,3
"probe",0,3
"profit",0,3
"profits",0,3
"promoted",0,3
"pronounce",0,3
"propaganda",0,3
"property",0,3
"prosperity",1,3
"protocol",0,3
"proven",0,3
"prudent",1,3
"pubs",0,3
"punishment",-1,3
"pupil",0,3
"pursuit",0,3
"quangos",0,3
"quarters",0,3
"quiet",0,3
"race",0,3
"raft",0,3
"raises",0,3
"random",-1,3
"rare",0,3
"rational",1,3
"reaching",0,3
"reaction",0,3
"reads",0,3
"reasonableness",1,3
"reasoned",0,3
"reassert",0,3
"rebuild",0,3
"reception",0,3
"recessions",0,3
"recidivism",0,3
"recognises",0,3
"recognising",0,3
"reconsidered",0,3
"recorded",0,3
"refuses",-1,3
"regarded",0,3
"regulate",0,3
"rehabilitation",0,3
"rejected",-1,3
"relationships",0,3
"released",0,3
"relevance",0,3
"relies",0,3
"reoffend",0,3
"replied",0,3
"replies",0,3
"republican",0,3
"requests",0,3
"resident",0,3
"resigning",-1,3
"resisting",0,3
"resolutions",1,3
"responses",0,3
"restored",1,3
"restraint",0,3
"restriction",-1,3
"restructuring",0,3
"resulted",0,3
"retaining",0,3
"retrospective",0,3
"returned",0,3
"revisit",0,3
"ring",0,3
"rises",0,3
"rising",0,3
"roll",0,3
"rotherham",0,3
"rubbish",0,3
"rushed",0,3
"russia",0,3
"salaries",0,3
"saturday",0,3
"saved",0,3
"scenario",0,3
"scenes",0,3
"scientists",0,3
"scrap",-1,3
"scrapping",-1,3
"sections",0,3
"secular",0,3
"separation",0,3
"session",0,3
"settle",0,3
"sexual",0,3
"ships",0,3
"shore",0,3
"shut",0,3
"siblings",0,3
"sickness",-1,3
"sight",0,3
"signs",0,3
"silent",0,3
"simpler",0,3
"simplify",1,3
"sinn",0,3
"sixpence",0,3
"sized",0,3
"slough",0,3
"slow",0,3
"smith",0,3
"smoke",0,3
"smoking",0,3
"socially",0,3
"soldiers",0,3
"sole",0,3
"solent",0,3
"solicitor",0,3
"solutions",0,3
"solving",0,3
"southwark",0,3
"space",0,3
"spare",0,3
"specialism",0,3
"spectre",0,3
"spelling",0,3
"spouses",0,3
"spurious",0,3
"ssrb",0,3
"stafford",0,3
"staggering",0,3
"stealth",0,3
"stimulate",1,3
"stimulus",0,3
"stopping",0,3
"stops",0,3
"straight",0,3
"strategies",0,3
"stretford",0,3
"stroud",0,3
"structures",0,3
"subsidise",0,3
"successor",0,3
"suffering",-1,3
"suitable",1,3
"sunday",0,3
"supermarkets",0,3
"supposed",0,3
"supranational",0,3
"surbiton",0,3
"surplus",0,3
"surrendered",-1,3
"surrey",0,3
"surveillance",0,3
"survive",1,3
"suspected",-1,3
"suspended",0,3
"suspension",-1,3
"sutherland",0,3
"swimming",0,3
"symptoms",0,3
"syrian",0,3
"tackled",0,3
"talent",1,3
"tangible",0,3
"task",0,3
"teaching",0,3
"tears",-1,3
"technically",0,3
"technique",0,3
"telegraph",0,3
"tempted",0,3
"ten",0,3
"tender",1,3
"terrifying",-1,3
"that.the",0,3
"themes",0,3
"therapeutic",1,3
"thirds",0,3
"tobacco",0,3
"tolerance",1,3
"tomorrow's",0,3
"tool",0,3
"tools",0,3
"tooth",0,3
"tooting",0,3
"tougher",-1,3
"traditions",0,3
"trafficking",0,3
"tragic",-1,3
"transferable",0,3
"transform",0,3
"transitional",0,3
"travellers",0,3
"travelling",0,3
"treatments",0,3
"triggered",0,3
"trouble",-1,3
"turnover",0,3
"tv",0,3
"tyne",0,3
"types",0,3
"uk's",0,3
"ulster",0,3
"unanimous",0,3
"unaware",-1,3
"undemocratic",0,3
"underlines",0,3
"undermining",-1,3
"underpinned",0,3
"undertakings",0,3
"undesirable",-1,3
"unduly",0,3
"unease",-1,3
"unfortunate",-1,3
"unilateral",0,3
"unique",1,3
"unity",1,3
"unmarried",0,3
"unprecedented",-1,3
"unsafe",-1,3
"unsustainable",0,3
"upset",-1,3
"upstairs",0,3
"urmston",0,3
"vaccine",0,3
"variability",0,3
"variation",0,3
"vary",0,3
"versus",0,3
"vexatious",-1,3
"viable",1,3
"vibrant",1,3
"vigour",1,3
"villages",0,3
"violations",-1,3
"visas",0,3
"wake",0,3
"wall",0,3
"wandering",0,3
"wards",0,3
"warmly",1,3
"wash",0,3
"weak",-1,3
"weapon",0,3
"wednesday",0,3
"western",0,3
"whatsoever",0,3
"wheel",0,3
"whichever",0,3
"wholeheartedly",0,3
"wilshire",0,3
"winding",0,3
"window",0,3
"wise",1,3
"wisely",1,3
"witnesses",0,3
"woefully",-1,3
"wrongs",-1,3
"wrote",0,3
"york",0,3
"youngsters",0,3
"youths",0,3
"1,000",0,2
"1.3",0,2
"10th",0,2
"112",0,2
"126",0,2
"14,000",0,2
"17th",0,2
"18,000",0,2
"1920s",0,2
"1943",0,2
"1946",0,2
"1948",0,2
"1951",0,2
"1960s",0,2
"1975",0,2
"1991",0,2
"1994",0,2
"2,000",0,2
"20p",0,2
"222",0,2
"250,000",0,2
"28th",0,2
"3,000",0,2
"3.5",0,2
"300",0,2
"300,000",0,2
"34",0,2
"35",0,2
"352",0,2
"37",0,2
"44",0,2
"45,000",0,2
"56",0,2
"6,000",0,2
"61",0,2
"616",0,2
"64",0,2
"65",0,2
"650",0,2
"66",0,2
"666",0,2
"67",0,2
"7.5",0,2
"700",0,2
"73",0,2
"75,000",0,2
"79",0,2
"80,000",0,2
"800",0,2
"80s",0,2
"81",0,2
"84",0,2
"94",0,2
"abide",0,2
"abilities",0,2
"abject",-1,2
"ably",0,2
"absurdity",-1,2
"abundantly",1,2
"abusing",-1,2
"academics",0,2
"accede",1,2
"acceptance",1,2
"accompanied",0,2
"accuracy",1,2
"accurate",1,2
"acquiescence",1,2
"acquittal",0,2
"acted",0,2
"activism",0,2
"acute",0,2
"ad",0,2
"addicted",-1,2
"addicts",-1,2
"adjourn",0,2
"adjudicate",0,2
"adjusted",0,2
"admirable",1,2
"admired",1,2
"admissions",0,2
"adoption",1,2
"advances",1,2
"advancing",1,2
"advert",0,2
"advertisements",0,2
"advising",0,2
"advisory",0,2
"affirmative",1,2
"afloat",1,2
"africa",0,2
"aged",0,2
"agents",0,2
"aggravated",-1,2
"aggressive",-1,2
"agricultural",0,2
"ah",0,2
"aired",0,2
"airguns",0,2
"airlines",0,2
"align",0,2
"alive",1,2
"all.i",0,2
"alley",0,2
"ally",1,2
"amazing",1,2
"ambivalent",-1,2
"americans",0,2
"amnesty",1,2
"anaemia",0,2
"ancient",0,2
"anglican",0,2
"annoyance",-1,2
"anomalies",0,2
"answerable",0,2
"answering",0,2
"anticipate",0,2
"apologies",1,2
"apologised",1,2
"appearing",0,2
"appleby",0,2
"applicant's",0,2
"apposite",1,2
"appreciated",1,2
"approaching",0,2
"aptitude",1,2
"ardent",1,2
"argues",-1,2
"arithmetic",0,2
"armagh",0,2
"arrears",0,2
"arrogant",-1,2
"artificial",-1,2
"asbos",0,2
"ash",0,2
"ashford",0,2
"asperger's",0,2
"aspirations",1,2
"assaults",-1,2
"asserted",1,2
"assess",0,2
"assessments",0,2
"assistants",0,2
"associate",0,2
"associating",0,2
"astonished",0,2
"astonishing",0,2
"astray",-1,2
"attach",1,2
"attached",0,2
"attainment",1,2
"attendant",0,2
"attracted",1,2
"attributed",0,2
"auld",0,2
"automatic",0,2
"avid",1,2
"avon",0,2
"avowed",0,2
"award",1,2
"awareness",1,2
"azelle",0,2
"baccalaureate",0,2
"backlog",-1,2
"bacon",0,2
"badenoch",0,2
"badges",0,2
"bag",0,2
"balanced",1,2
"balancing",0,2
"ballet",0,2
"ballots",0,2
"banbury",0,2
"band",0,2
"banff",0,2
"bangladesh",0,2
"banter",0,2
"barnier",0,2
"barrister",0,2
"bath",0,2
"bbc2",0,2
"bears",0,2
"beast",-1,2
"beggars",-1,2
"begging",0,2
"begun",0,2
"behave",0,2
"behaving",0,2
"beliefs",0,2
"belt",0,2
"bemused",-1,2
"beneficiary",1,2
"bengalis",0,2
"bereft",-1,2
"bermondsey",0,2
"betrayed",-1,2
"bevan",0,2
"bexhill",0,2
"bid",0,2
"bill.i",0,2
"bind",0,2
"binding",0,2
"bishop",0,2
"bits",0,2
"bizarrely",-1,2
"blanket",0,2
"bleeding",0,2
"blight",0,2
"blind",-1,2
"bma",0,2
"boat",0,2
"bonds",0,2
"bone",0,2
"bones",0,2
"bonus",0,2
"borley",0,2
"borne",0,2
"boy",0,2
"boyce",0,2
"boys",0,2
"brakes",0,2
"brand",0,2
"breaches",0,2
"breakdown",-1,2
"breaks",0,2
"bridges",0,2
"broadband",0,2
"broadcasting",0,2
"bromley",0,2
"bromsgrove",0,2
"brough",0,2
"browne",0,2
"brushed",0,2
"brutal",-1,2
"buchan",0,2
"buffers",0,2
"builds",0,2
"bully",-1,2
"bullying",-1,2
"bureaucrats",0,2
"burglary",-1,2
"burgled",0,2
"bursaries",0,2
"bypass",0,2
"caithness",0,2
"campaigns",0,2
"cancelled",0,2
"candidacy",0,2
"capped",0,2
"carer",1,2
"carers",0,2
"caring",1,2
"carnage",0,2
"carriers",0,2
"carries",0,2
"carshalton",0,2
"case.the",0,2
"casting",0,2
"castleford",0,2
"catches",0,2
"catching",0,2
"cats",0,2
"caution",0,2
"cautious",1,2
"caveat",0,2
"cbi",0,2
"cease",0,2
"ceased",0,2
"cells",0,2
"celtic",0,2
"centralised",0,2
"centred",0,2
"certificate",0,2
"certification",0,2
"certified",0,2
"chairs",0,2
"chancellors",0,2
"chances",0,2
"channel",0,2
"characterised",0,2
"characteristically",0,2
"chastisement",-1,2
"cheapest",1,2
"checked",0,2
"chemistry",0,2
"chesterfield",0,2
"chichester",0,2
"chiefs",0,2
"childish",-1,2
"chingford",0,2
"chislehurst",0,2
"chooses",0,2
"chortling",0,2
"christian",0,2
"churchill",0,2
"circulate",0,2
"cites",0,2
"civilised",1,2
"clarke",0,2
"clean",1,2
"cleaning",1,2
"clearing",1,2
"cloning",0,2
"closes",0,2
"closest",0,2
"cloud",-1,2
"cock",-1,2
"cohesive",1,2
"cohort",0,2
"collaboration",0,2
"collateral",0,2
"collect",0,2
"colonsay",0,2
"colony",0,2
"colour",0,2
"combine",0,2
"commented",0,2
"commodity",0,2
"communicator",0,2
"commute",0,2
"commuting",0,2
"comparable",0,2
"compare",0,2
"compassionate",1,2
"compatibility",1,2
"complacency",1,2
"complain",-1,2
"complained",-1,2
"complaining",-1,2
"complementarity",1,2
"completion",0,2
"composition",0,2
"comprehensively",1,2
"compromising",0,2
"conceivable",0,2
"concepts",0,2
"concession",0,2
"concessionary",0,2
"concessions",0,2
"concludes",0,2
"concrete",0,2
"condemned",-1,2
"confer",0,2
"confess",-1,2
"confidential",0,2
"confidentiality",0,2
"confine",0,2
"confirming",1,2
"confirms",1,2
"conflated",0,2
"conflation",0,2
"conflicts",-1,2
"confronted",-1,2
"confusing",-1,2
"congestion",0,2
"congratulations",1,2
"congress",0,2
"connection",0,2
"consequent",0,2
"consists",0,2
"consolation",1,2
"consolidation",1,2
"conspiracy",-1,2
"consternation",-1,2
"constrained",-1,2
"construed",0,2
"contained",0,2
"contentious",-1,2
"contested",-1,2
"continent",0,2
"contractor",0,2
"contradiction",-1,2
"contradicts",-1,2
"contributing",0,2
"controversy",-1,2
"conundrum",0,2
"convention's",0,2
"conventional",0,2
"conventions",0,2
"conversion",0,2
"convey",0,2
"cooking",0,2
"corollary",0,2
"coroner's",0,2
"correctly",1,2
"corruption",-1,2
"countering",0,2
"counting",0,2
"counts",0,2
"coupled",0,2
"court.the",0,2
"covering",0,2
"covers",0,2
"crammed",-1,2
"credits",1,2
"cricket",0,2
"criticising",-1,2
"critics",-1,2
"crocodile",0,2
"cromwell",0,2
"croquet",0,2
"crucially",0,2
"crunch",0,2
"csi",0,2
"culling",0,2
"cultures",0,2
"curtail",0,2
"cyclical",0,2
"cynicism",-1,2
"cyprus",0,2
"damn",-1,2
"dates",0,2
"dawn",0,2
"day.i",0,2
"decades",0,2
"decentralise",0,2
"deciding",0,2
"dedicated",1,2
"deem",0,2
"defective",-1,2
"defense",0,2
"defer",0,2
"deficiencies",-1,2
"degradation",-1,2
"degrees",0,2
"delayed",-1,2
"delete",0,2
"demanding",0,2
"demands",0,2
"dems",0,2
"denmark",0,2
"departure",0,2
"dependency",-1,2
"depends",0,2
"deplore",-1,2
"depriving",-1,2
"derby",0,2
"derivatives",0,2
"designing",0,2
"despair",-1,2
"destructive",-1,2
"detain",0,2
"detained",0,2
"deterioration",-1,2
"detract",-1,2
"detriment",0,2
"devil",-1,2
"devolutionary",0,2
"diabetics",0,2
"diamond",0,2
"die",-1,2
"differences",0,2
"differentials",0,2
"digest",0,2
"digital",0,2
"dilute",0,2
"diminished",0,2
"directed",0,2
"disappeared",0,2
"disclosing",0,2
"disclosure",0,2
"disconnect",-1,2
"discovered",1,2
"disgracefully",-1,2
"disgusting",-1,2
"disorders",-1,2
"displayed",0,2
"displaying",0,2
"disposal",0,2
"disposed",-1,2
"disproportionately",-1,2
"disputes",-1,2
"disrepute",0,2
"dissident",0,2
"distances",0,2
"distant",0,2
"distinguish",0,2
"distortions",-1,2
"distracted",-1,2
"distress",-1,2
"divorce",-1,2
"doctrine",0,2
"documentary",0,2
"don",0,2
"donaldson",0,2
"doncaster",0,2
"donors",0,2
"dovetail",0,2
"drastic",0,2
"dressed",0,2
"drew",0,2
"drift",0,2
"drives",0,2
"drowning",-1,2
"dumped",-1,2
"dying",-1,2
"dynamism",0,2
"dysfunctional",-1,2
"earners",0,2
"earning",0,2
"ease",1,2
"easter",0,2
"eastleigh",0,2
"ecclesiastical",0,2
"echoed",0,2
"economics",0,2
"edgware",0,2
"educate",1,2
"edward",0,2
"efficacy",1,2
"efficiencies",1,2
"efficiently",1,2
"electricity",0,2
"electronic",0,2
"elephant",0,2
"embassies",0,2
"embassy",0,2
"embrace",1,2
"emerge",0,2
"empirical",0,2
"employ",0,2
"employer",0,2
"enact",0,2
"enactments",0,2
"encompasses",0,2
"encouragement",1,2
"encroachment",-1,2
"encrypted",0,2
"endure",0,2
"enemies",-1,2
"energise",0,2
"enforcing",0,2
"engine",0,2
"engineering",0,2
"enjoyable",1,2
"enjoyed",1,2
"enlarge",0,2
"enlighten",1,2
"ensured",1,2
"entails",0,2
"entertain",1,2
"entity",0,2
"episode",0,2
"equalise",0,2
"equate",0,2
"equipped",0,2
"equitable",1,2
"era",0,2
"erg",0,2
"erskine",0,2
"esher",0,2
"estates",0,2
"eternal",0,2
"ethic",1,2
"ethically",1,2
"ethnic",0,2
"eu.i",0,2
"eu's",0,2
"evaluating",0,2
"evening's",0,2
"everybody's",0,2
"eviction",-1,2
"evident",0,2
"evil",-1,2
"evolution",0,2
"evolve",0,2
"exam",0,2
"exceed",0,2
"exceptions",0,2
"exchange",0,2
"exclude",-1,2
"exclusively",0,2
"exercising",0,2
"exiting",0,2
"experiencing",0,2
"expertly",1,2
"expire",0,2
"expires",0,2
"explains",0,2
"explicit",0,2
"exploitation",-1,2
"explore",0,2
"expose",0,2
"exposed",0,2
"expresses",0,2
"extensively",0,2
"external",0,2
"extradition",0,2
"extraordinarily",0,2
"famously",1,2
"fare",0,2
"fascinating",1,2
"favourite",1,2
"female",0,2
"fetter",0,2
"fiddles",0,2
"fiddling",0,2
"fife",0,2
"fiji",0,2
"fijians",0,2
"filibusters",0,2
"film",0,2
"financially",0,2
"fines",0,2
"finger",0,2
"finished",0,2
"firearms",0,2
"firefighters",0,2
"firmer",0,2
"fist",0,2
"flap",0,2
"flats",0,2
"flaw",-1,2
"floods",0,2
"focusing",0,2
"fond",1,2
"foolish",-1,2
"footman",0,2
"footprint",0,2
"foreigners",0,2
"forests",0,2
"forgiven",1,2
"formulating",0,2
"fortnight",0,2
"fortnum",0,2
"fortune",0,2
"fossil",0,2
"foundations",0,2
"fourth",0,2
"fox",0,2
"fragmentation",0,2
"frankness",1,2
"freeing",1,2
"fringe",0,2
"frustrated",-1,2
"fsa",0,2
"fuller",0,2
"fun",1,2
"fuss",-1,2
"gaining",0,2
"gainsborough",0,2
"games",0,2
"gardner",0,2
"gates",0,2
"gender",0,2
"genetic",0,2
"genewatch",0,2
"genius",1,2
"genocide",0,2
"geo",0,2
"geographical",0,2
"germane",1,2
"germans",0,2
"gifts",1,2
"gigantic",0,2
"gloom",-1,2
"gloucestershire",0,2
"goals",0,2
"goodness",1,2
"gordon",0,2
"governed",0,2
"governmental",0,2
"graded",0,2
"graduates",0,2
"grand",1,2
"grave",-1,2
"greek",0,2
"greenwich",0,2
"grew",0,2
"grimsby",-1,2
"grows",0,2
"guaranteed",0,2
"guarantees",0,2
"guardian",1,2
"guide",0,2
"guinea",0,2
"guineans",0,2
"gulf",0,2
"gum",0,2
"guns",0,2
"guts",1,2
"gypsies",0,2
"hairs",0,2
"ham",0,2
"hamilton",0,2
"hamster",0,2
"handful",0,2
"hanging",0,2
"hangs",0,2
"happiness",1,2
"harassment",-1,2
"harmed",-1,2
"harrogate",0,2
"hastings",0,2
"hazard",-1,2
"headline",0,2
"headlines",0,2
"heal",1,2
"hearings",0,2
"heath",0,2
"heavily",-1,2
"hedge",0,2
"heinous",-1,2
"hell",-1,2
"henry",0,2
"heterosexual",0,2
"hide",-1,2
"highlands",0,2
"highlight",0,2
"highlighting",0,2
"highlights",0,2
"him.i",0,2
"hindu",0,2
"historic",0,2
"hmrc",0,2
"hoc",0,2
"hole",0,2
"holidays",1,2
"holloway",-1,2
"homophobes",-1,2
"homosexuality",0,2
"honiton",0,2
"horrific",-1,2
"horror",-1,2
"horse",0,2
"hounslow",0,2
"household",0,2
"howard",0,2
"hoyle",0,2
"huguenots",0,2
"humanity",0,2
"hurdles",0,2
"hurt",-1,2
"hypothecated",0,2
"icty",0,2
"ideal",1,2
"identical",0,2
"identifies",0,2
"ignores",-1,2
"iii",0,2
"ill",-1,2
"illuminating",1,2
"illustrate",0,2
"image",0,2
"imagined",0,2
"imbalances",-1,2
"impacted",0,2
"impartial",1,2
"imperative",0,2
"impinges",-1,2
"implementing",0,2
"implicated",-1,2
"implication",-1,2
"implicit",0,2
"imported",0,2
"impressed",1,2
"improper",-1,2
"incentives",1,2
"incidents",0,2
"incitement",0,2
"inciting",0,2
"incompatibility",-1,2
"incompatible",-1,2
"incompetent",-1,2
"inconceivable",-1,2
"inconsistencies",-1,2
"incorrect",-1,2
"incurred",0,2
"indeterminate",-1,2
"indicators",0,2
"indulged",0,2
"inequities",0,2
"inexorably",0,2
"infertile",0,2
"infertility",0,2
"inflate",0,2
"influencing",0,2
"influential",0,2
"informs",0,2
"initial",0,2
"initiatives",0,2
"injunctions",-1,2
"insidious",-1,2
"insistence",0,2
"insists",0,2
"instinct",0,2
"instincts",0,2
"instructions",0,2
"insulting",-1,2
"intense",0,2
"interfere",-1,2
"interfered",-1,2
"internally",0,2
"interrupt",-1,2
"intolerance",-1,2
"introduces",0,2
"intrusive",-1,2
"invested",0,2
"investigating",0,2
"invited",0,2
"inviting",1,2
"involvement",0,2
"irrelevant",-1,2
"irritated",-1,2
"isleworth",0,2
"isolated",-1,2
"israel",0,2
"item",0,2
"items",0,2
"jigsaw",0,2
"jobcentre",0,2
"johnston",0,2
"jordan",0,2
"journalists",0,2
"joy",1,2
"juliet",0,2
"jump",0,2
"jumping",0,2
"jumps",0,2
"kangaroo",0,2
"kawa",0,2
"kent",0,2
"kettering",0,2
"kilbride",0,2
"killing",-1,2
"kin",0,2
"kirkcaldy",0,2
"knaresborough",0,2
"korea",0,2
"kowtowing",0,2
"krugman",0,2
"lacking",-1,2
"lacks",-1,2
"lanarkshire",0,2
"landed",0,2
"landlord",0,2
"landscape",0,2
"lang",0,2
"languages",0,2
"launched",0,2
"lawful",1,2
"lawrence",0,2
"leap",0,2
"leicester",0,2
"lend",0,2
"leominster",0,2
"letting",0,2
"lever",0,2
"lewisham",0,2
"lex",0,2
"lichfield",0,2
"lie",0,2
"lifeblood",0,2
"lift",0,2
"lightly",0,2
"likes",1,2
"likewise",0,2
"lined",0,2
"lining",0,2
"linking",0,2
"linlithgow",0,2
"literally",0,2
"litre",0,2
"llandudno",0,2
"lobbying",0,2
"located",0,2
"location",0,2
"locking",0,2
"london's",0,2
"londonderry",0,2
"londonwide",0,2
"loophole",0,2
"loser",-1,2
"losses",-1,2
"lottery",0,2
"loved",1,2
"loving",1,2
"loyal",1,2
"ludlow",0,2
"luxembourg",0,2
"lyon",0,2
"maastricht",0,2
"machine",0,2
"madrid",0,2
"maginot",0,2
"mails",0,2
"males",0,2
"mandates",0,2
"mandelson",0,2
"manifested",0,2
"manslaughter",-1,2
"map",0,2
"margaret",0,2
"margin",0,2
"marine",0,2
"maritime",0,2
"marker",0,2
"marriages",0,2
"maryhill",0,2
"mason",0,2
"massed",0,2
"masses",0,2
"master",0,2
