"token","afinn","n"
"ote1v",0,1
"otis",0,1
"ourmachinery",0,1
"out1v",0,1
"outdoor",0,1
"outotec",0,1
"outstanding",1,1
"overlaid",0,1
"overshadowed",0,1
"oversupply",0,1
"overtime",0,1
"overview",0,1
"ovi",0,1
"ownership",0,1
"owns",0,1
"pagamentos",0,1
"painful",0,1
"paldiski",0,1
"palm",0,1
"panel",0,1
"papermaker",0,1
"par",0,1
"paradoxical",0,1
"parallel",0,1
"parnu",0,1
"partially",0,1
"participated",0,1
"parties",0,1
"patented",0,1
"pathological",0,1
"patja",0,1
"patricia",0,1
"paul",0,1
"pavara",0,1
"pave",0,1
"paying",0,1
"payments",0,1
"pearl",0,1
"peer",0,1
"pellet",0,1
"pellets",0,1
"peltola",0,1
"pence",0,1
"periods",0,1
"perkonoja",0,1
"personalized",0,1
"peter",0,1
"petition",0,1
"petitions",0,1
"peugeot",0,1
"pharmacies",0,1
"pharmacokinetic",0,1
"phoenix",0,1
"phosphate",0,1
"physical",0,1
"pick",0,1
"pietarsaari",0,1
"pioneer",0,1
"pipette",0,1
"pipettes",0,1
"pirkka",0,1
"pisa",0,1
"pit",0,1
"pitching",0,1
"plasterboard",0,1
"players",0,1
"plot",0,1
"plummeted",0,1
"plunged",0,1
"plyland",0,1
"pocketable",0,1
"poh1s",0,1
"pohjolan",0,1
"police",0,1
"policies",0,1
"policy",0,1
"polya",0,1
"polyolefin",0,1
"polytechnics",0,1
"pond",0,1
"ponzi",0,1
"populated",0,1
"portal",0,1
"portion",0,1
"portsmouth",0,1
"possibility",0,1
"possibly",0,1
"post",0,1
"postimees",0,1
"posting",0,1
"potential",0,1
"potentially",0,1
"powerless",-1,1
"poy",0,1
"pre",0,1
"preference",0,1
"premier",0,1
"prepaid",0,1
"preparation",0,1
"prepared",1,1
"preserved",0,1
"printed",0,1
"procedural",0,1
"proceed",0,1
"procurement",0,1
"producers",0,1
"produces",0,1
"producing",0,1
"productional",0,1
"productive",0,1
"produkt",0,1
"profiling",0,1
"programs",0,1
"prohaska",0,1
"projected",0,1
"projections",0,1
"promise",1,1
"promised",1,1
"promising",0,1
"proportion",0,1
"proposal",0,1
"proposes",0,1
"prosition",0,1
"prosperous",1,1
"protalix",0,1
"proven",0,1
"proves",0,1
"psoriasis",0,1
"publisher",0,1
"publishing",0,1
"purpose",0,1
"pursue",0,1
"pursues",0,1
"pushed",0,1
"pushers",0,1
"pvt",0,1
"q2",0,1
"q3",0,1
"qpr",0,1
"quantity",0,1
"quarterended",0,1
"quickly",0,1
"ra",0,1
"raiffeisen",0,1
"railway",0,1
"raivv",0,1
"ranging",0,1
"rank",0,1
"ranked",0,1
"ranking",0,1
"ranks",0,1
"rapidly",0,1
"rating",0,1
"ratio",0,1
"rationalize",0,1
"reaching",1,1
"reactors",0,1
"realistic",0,1
"rebound",0,1
"rebuild",0,1
"rebuilds",0,1
"reception",0,1
"recognize",0,1
"recommencing",0,1
"recommendation",0,1
"recommendations",0,1
"recovery",0,1
"recruit",0,1
"recruitment",0,1
"recycled",0,1
"redevelopment",0,1
"reducing",0,1
"refinance",0,1
"refinancing",0,1
"refinery",0,1
"reflectors",0,1
"regal",0,1
"regional",0,1
"regions",0,1
"register",0,1
"regulated",0,1
"rehabilitation",0,1
"reijo",0,1
"reisholz",0,1
"rejected",-1,1
"relationship",0,1
"relaunch",0,1
"released",0,1
"relocated",0,1
"relocation",0,1
"remained",0,1
"remarked",0,1
"remote",0,1
"renewed",0,1
"renovate",0,1
"rentakran",0,1
"reopen",0,1
"repaid",0,1
"repairs",0,1
"repay",0,1
"repeated",0,1
"repeating",0,1
"repeats",0,1
"replace",0,1
"replaced",0,1
"repo",0,1
"reporters",0,1
"repositioning",0,1
"represent",0,1
"represents",0,1
"required",0,1
"reserves",0,1
"resettlement",0,1
"reshuffled",0,1
"residues",0,1
"resort",0,1
"resorts",0,1
"respecta",0,1
"rest",0,1
"restarting",0,1
"resulting",0,1
"retailers",0,1
"retain",0,1
"retaining",0,1
"retiring",0,1
"retrieves",0,1
"retrofit",0,1
"revealed",0,1
"revised",0,1
"rewarded",1,1
"rf",0,1
"rheumatoid",0,1
"rhine",0,1
"riga",0,1
"rihko",0,1
"rim",0,1
"rinkuskiai",0,1
"risfelt",0,1
"risto",0,1
"rival",0,1
"river",0,1
"rk",0,1
"rmb8",0,1
"roadmap",0,1
"roadshow",0,1
"robot",0,1
"roce",0,1
"rocketed",0,1
"roger",0,1
"role",0,1
"rosen",0,1
"roughly",0,1
"routes",0,1
"royalty",0,1
"rs310",0,1
"rtg",0,1
"rubber",0,1
"rubles",0,1
"rugby",0,1
"ruled",0,1
"rutav",0,1
"ruutana",0,1
"ryobi",0,1
"ryymin",0,1
"saarijarvi",0,1
"sabbatical",0,1
"safety",1,1
"saigon",0,1
"sains",0,1
"saint",0,1
"sakari",0,1
"salaried",0,1
"salminen",0,1
"salo",0,1
"salomon",0,1
"saltonstall",0,1
"samuel",0,1
"sanayi",0,1
"sandwich",0,1
"sanitas",0,1
"sanomat",0,1
"sap",0,1
"satisfactorily",0,1
"saudi",0,1
"savcor",0,1
"saved",1,1
"saving",0,1
"savo",0,1
"sawmills",0,1
"scaffolding",0,1
"scala",0,1
"scale",0,1
"scandinavian",0,1
"scheme",0,1
"schindler",0,1
"schools",0,1
"schulte",0,1
"sciences",0,1
"scopi",0,1
"scoring",0,1
"scotts",0,1
"se",0,1
"sealed",0,1
"seasonal",0,1
"seawind",0,1
"seb",0,1
"secretary",0,1
"section",0,1
"seek",0,1
"seikku",0,1
"seinajoki",0,1
"sek6",0,1
"sel",0,1
"selected",0,1
"sells",0,1
"sense",0,1
"seoul",0,1
"sep",0,1
"separate",0,1
"separation",0,1
"sepp",0,1
"seppanen",0,1
"server",0,1
"ses",0,1
"seudun",0,1
"seventeen",0,1
"sfi",0,1
"sh",0,1
"shanghai",0,1
"shape",0,1
"shareholding",0,1
"sharply",0,1
"shedding",0,1
"sheets",0,1
"shipbuilder",0,1
"shipyards",0,1
"shops",0,1
"shrank",0,1
"sign",0,1
"signaling",0,1
"significance",1,1
"significantly",0,1
"signs",0,1
"sihvo",0,1
"silja",0,1
"silva",0,1
"simon",0,1
"simply",0,1
"simultaneously",0,1
"single",0,1
"sintra",0,1
"sister",0,1
"site",0,1
"sitronics",0,1
"situated",0,1
"skog",0,1
"skogberg",0,1
"sky",0,1
"slice",0,1
"slide",0,1
"slitting",0,1
"slogan",0,1
"slowing",0,1
"slumped",0,1
"smart",1,1
"smartphones",0,1
"smith",0,1
"smoking",0,1
"smooth",0,1
"sna",0,1
"snow",0,1
"snowfall",0,1
"snp",0,1
"soapstone",0,1
"soared",0,1
"softball",0,1
"solel",0,1
"solely",0,1
"solidium",0,1
"solteq",0,1
"somaxon",0,1
"sotkamo",0,1
"sound",0,1
"spa",0,1
"spanning",0,1
"sparks",0,1
"sparsely",0,1
"speaks",0,1
"special",0,1
"specialised",0,1
"specialize",0,1
"speed",0,1
"spending",0,1
"spin",0,1
"spokeswoman",0,1
"sport",0,1
"spot",0,1
"spraying",0,1
"srv",0,1
"stackers",0,1
"stadtverwaltung",0,1
"staffers",0,1
"stage",0,1
"standardised",0,1
"standards",0,1
"standing",0,1
"starts",0,1
"startup",0,1
"stationery",0,1
"statistical",0,1
"stay",0,1
"steady",0,1
"stealing",0,1
"steelmaker",0,1
"stemming",0,1
"sterling",0,1
"sterv",0,1
"stoppage",0,1
"storey",0,1
"stranded",0,1
"strategically",0,1
"stream",0,1
"streamline",0,1
"strengthened",1,1
"strengthens",1,1
"strengths",0,1
"stressful",0,1
"strictly",0,1
"strips",0,1
"struggled",-1,1
"struggling",-1,1
"stuck",-1,1
"students",0,1
"subcontractor",0,1
"subject",0,1
"subordinated",0,1
"subsequent",0,1
"subsidiaries",0,1
"substantial",1,1
"substantially",1,1
"substations",0,1
"suburban",0,1
"successfully",0,1
"suffered",0,1
"suffering",-1,1
"sufficient",0,1
"suitable",0,1
"suitor",0,1
"summed",0,1
"summit",0,1
"sun",0,1
"sunnuntai",0,1
"supercalendered",0,1
"supermarkets",0,1
"supervisory",0,1
"supplemented",0,1
"suppliers",0,1
"supplies",0,1
"supported",1,1
"supporting",1,1
"supports",1,1
"surfeit",0,1
"surmises",0,1
"surprise",0,1
"suspected",-1,1
"suspend",-1,1
"sustainability",0,1
"suur",0,1
"suv",0,1
"suy1v",0,1
"sveza",0,1
"svyturys",0,1
"swaps",0,1
"swedbank",0,1
"swiftly",1,1
"switch",0,1
"switzerland",0,1
"swoope",0,1
"symbian",0,1
"synergies",0,1
"systeemitiimi",0,1
"systemhaus",0,1
"tablets",0,1
"tacked",0,1
"tackle",0,1
"tahdet",0,1
"tahko",0,1
"tailored",0,1
"takes",0,1
"talentum",0,1
"talermo",0,1
"talk",0,1
"tallink",0,1
"talo",0,1
"talotekniikka",0,1
"taloustutkimus",0,1
"tamglass",0,1
"tamminen",0,1
"tanker",0,1
"tanqia",0,1
"tap",0,1
"targeted",0,1
"targeting",0,1
"tarmo",0,1
"tasks",0,1
"tass",0,1
"tauras",0,1
"tauro",0,1
"tb",0,1
"teams",0,1
"tec1v",0,1
"technically",0,1
"technoparks",0,1
"tecnopolis",0,1
"tecnotree",0,1
"tectia",0,1
"tel",0,1
"telecoms",0,1
"telecomworldwire",0,1
"telemig",0,1
"telephone",0,1
"telling",0,1
"tenants",0,1
"tender",1,1
"terminal",0,1
"terminals",0,1
"terminate",0,1
"tero",0,1
"tetroxide",0,1
"textiles",0,1
"thebault",0,1
"therapeutic",0,1
"thermal",0,1
"thesecond",0,1
"thieves",0,1
"thinner",0,1
"thorwoste",0,1
"threat",-1,1
"threatening",-1,1
"thyssenkrupp",0,1
"ticaret",0,1
"ticket",0,1
"tie1v",0,1
"tied",0,1
"tight",0,1
"till",0,1
"timberjack",0,1
"tlsn",0,1
"tm",0,1
"toivola",0,1
"tolerated",0,1
"tomorrow",0,1
"ton",0,1
"tool",0,1
"topped",0,1
"tornio",0,1
"totals",0,1
"tough",0,1
"tougher",0,1
"towers",0,1
"toxic",0,1
"traces",0,1
"trademark",0,1
"trader",0,1
"train",0,1
"trainers",0,1
"transactions",0,1
"traveler",0,1
"trends",0,1
"trh1v",0,1
"triggered",0,1
"trip",0,1
"trojan",0,1
"trouble",-1,1
"troubles",-1,1
"truck",0,1
"trucks",0,1
"tubes",0,1
"tuija",0,1
"tulevaisuus",0,1
"tunnel",0,1
"turntable",0,1
"tusa",0,1
"tutkimuksen",0,1
"tv",0,1
"tver",0,1
"tvo",0,1
"tvs",0,1
"twelve",0,1
"tyo",0,1
"tyred",0,1
"tyrv",0,1
"u.k",0,1
"uae",0,1
"ubs",0,1
"ulitsa",0,1
"unbanked",0,1
"unbelievably",0,1
"uncertain",-1,1
"uncertainty",0,1
"unchanged",0,1
"uncommonly",0,1
"underlying",0,1
"underperf",0,1
"understand",0,1
"underweight",0,1
"unibrew",0,1
"unified",1,1
"unimilk",0,1
"unique",0,1
"uniting",0,1
"universiti",0,1
"university",0,1
"unlimited",0,1
"unnamed",0,1
"unprofitable",0,1
"unsecured",-1,1
"updating",0,1
"upload",0,1
"upm1v",0,1
"uponor",0,1
"ups",0,1
"upstream",0,1
"usd4",0,1
"users",0,1
"usp",0,1
"ustjug",0,1
"utah",0,1
"utenos",0,1
"utilise",0,1
"utilizing",0,1
"uutiset",0,1
"uutislehti",0,1
"va",0,1
"vacancy",0,1
"vacon",0,1
"vaisala",0,1
"validation",0,1
"valkeakoski",0,1
"values",0,1
"van",0,1
"vantaan",0,1
"vap",0,1
"variety",0,1
"varkaus",0,1
"vashi",0,1
"vauramo",0,1
"ve",0,1
"veidekke",0,1
"veliky",0,1
"vendor",0,1
"vendors",0,1
"venture",0,1
"veracel",0,1
"verifying",0,1
"version",0,1
"viable",0,1
"vibrocompactors",0,1
"victoria",0,1
"vietnam",0,1
"viewed",0,1
"views",0,1
"village",0,1
"virala",0,1
"virsuliskes",0,1
"vologda",0,1
"volotinen",0,1
"volvo",0,1
"von",0,1
"vtb24",0,1
"vuorenmaa",0,1
"wafer",0,1
"wafers",0,1
"warned",-1,1
"warrant",0,1
"warrants",0,1
"wartsila",0,1
"wastes",0,1
"wat1s",0,1
"watching",0,1
"weakened",0,1
"weakness",-1,1
"weaknesses",0,1
"weather",0,1
"website",0,1
"weert",0,1
"weight",0,1
"welding",0,1
"welfare",0,1
"west",0,1
"western",0,1
"westphalia",0,1
"westward",0,1
"wet",0,1
"wholly",0,1
"wide",0,1
"widened",0,1
"wider",0,1
"wilson",0,1
"win",1,1
"winter",0,1
"wipes",0,1
"wireless",0,1
"withdrawn",0,1
"worse",-1,1
"www.mosmetro.ru",0,1
"xfn",0,1
"xns1v",0,1
"xvi",0,1
"ya",0,1
"yamskogo",0,1
"yards",0,1
"yield",0,1
"yliopistonrinne",0,1
"yvonne",0,1
"zip",0,1
"zloty",0,1
"zte",0,1
