"id","motion_party","party","text","rating","afinn","lsd","vader"
481,"labour","conservative","One problem last month in my local hospital, the Princess Royal university hospital, was the lack of space, and ambulances were backed up. It is not just a staffing problem; it is a spatial problem. Does the Secretary of State agree that if we had more space in A and E departments, we could get people off the streets?",-1,-0.2,-0.6,-0.778
482,"conservative","labour","Is it not the case that some of the staunchest Brexiteers, including the Secretary of State himself, have always defended parliamentary sovereignty, but when it comes to a meaningful vote on the deal, they seem to ignore it?",-1,0.1,0.5,-0.077
483,"conservative","conservative","Thank you, Madam Deputy Speaker, for calling me to make my maiden speech, and I congratulate you on your new position. I also congratulate my hon Friend the Member for Wolverhampton South West  on his excellent maiden speech earlier. Today is an Opposition day, so there are even more Labour Members than usual on the Opposition Benches. I am therefore more grateful than colleagues who made their maiden speeches in earlier debates that it is a tradition of the House to listen to a maiden speech without interruption or intervention. I am also pleased to see several fellow black country Members. I am incredibly proud to be black country born and bred. In fact, I could not be more proud of the area I have always called home. As the new Member for Dudley South, I thank my predecessor, Ian Pearson, for his service to my constituency and its residents. From the moment that I was selected in September 2007, Mr Pearson was always courteous towards me-so courteous that in February this year he announced he would not contest the general election against me. Mr Pearson was elected in a by-election in December 1994 in Dudley West, and went on to hold several ministerial posts between 2002 and 2010. If I may say so, Graham Postles fought a valiant campaign for the Conservatives in 1994, but so much in politics is down to timing, and Dudley West was Tony Blair's first by-election as leader of the Labour party. It was therefore the first significant victory of the new Labour era, when Labour Members declared that they were the political wing of the British people. As they left the country on the verge of bankruptcy, that claim now has a hollow ring. I also wish to pay tribute to the former Conservative Member for Dudley West, Dr John Blackburn, who sadly died following a heart attack in the Palace of Westminster in October 1994. I never had the pleasure of meeting John, but I know that he was widely admired by his constituents and even by his political foes. He was a hard-working local MP, and I intend to conduct myself during my time in this Chamber very much in the same manner. John's widow, Marjorie, is a supporter to this day and has been extremely kind to me during my time as the candidate in her late husband's old constituency. If I may, I wish to pay tribute to the late former Member for Coventry South-West, John Butcher, or Butch as I knew him. If I won my seat, Butch and I were due to have dinner to celebrate and to discuss what he called the pitfalls of being an MP. Sadly, we never had the opportunity to dine together in this place. Dudley South lies between Birmingham and Wolverhampton on the western fringe of the west midlands conurbation. We local people are fiercely proud of Dudley's own distinctive identity and heritage. The constituency is situated to the west of Dudley town centre and largely consists of residential suburbs and some rural fringes on the border of glorious south Staffordshire countryside. Wards include Brierley Hill; Brockmoor and Pensnett; Kingswinford North and Wall Heath; Kingswinford South; Netherton, Woodside and St Andrews; and Wordsley. Within my constituency, we have the Merry Hill shopping centre, now managed by Westfield, as well as the largest secure trading estate in Europe in the Pensnett estate, along with dozens of smaller trading estates employing many thousands of people in small and medium-sized businesses. The businesses of Dudley South are the backbone of the British economy and typically employ no more than a dozen people each. It is the creativity and ingenuity of so many of my constituents-making, designing, building and fabricating myriad goods-that is so important to the viability of the British economy. I come from a business background and can see all around my constituency that the entrepreneurial spirit of local people is undimmed by 13 years of red tape, bureaucracy and increased taxation. Many families in Dudley South are football households. The vast majority of my residents support either the Baggies-West Bromwich Albion, for those who do not know-or Wolves, as I do. In fact, I went to my first game at Molineux when we were in the old fourth division, and three of the four stands were then crumbling wrecks. Many of my constituents know me as a businessman from a well-known local company, headquartered literally in the shadows of the Hawthorns. However, for those constituents who are not Albion fans, I should add that the business also employs people in Kingswinford. Not only am I proud of my constituency and my area, I am proud of my country. I am fortunate to have travelled extensively, but no matter how exotic or cosmopolitan the destination I have always yearned for England. Part of that is the people. The people of my borough are decent people who strive to do the right thing by society and, most importantly, by their families. As they told me during the general election, they get frustrated when they see others ahead of them who have not ""done the right thing"". Their sense of fairness was seriously challenged by the last Government. I am pleased to see this coalition Government restoring that sense of fairness and balance while addressing the scale of the deficit and debts bequeathed to us. That sense of fairness has been severely tested over the last 13 years as we have seen neighbouring Sandwell metropolitan borough council receiving far more per head from Whitehall than Dudley metropolitan borough council. That massive disparity cannot be fair, and my constituents have also expressed their unhappiness in large numbers about many of the local government funded quangos with questionable track records of productivity and efficiency, and a democratic deficit, when my constituents struggle to make ends meet and pay their council and personal tax bills. I was born in 1978 under James Callaghan, but I am a child of Thatcher. I was honoured to receive letters from the former Prime Minister both during and after the election, and they now hang proudly on my wall. Baroness Thatcher truly is a guiding inspiration. She comprehensively proved that one person can make a positive difference. My political interest began at the age of 14, when I wrote to the  Express and Star, still the largest circulation local paper in the country, about the increase in the entry fee at the local swimming baths. I then joined the Conservative party in 1996 at the age of 18 when I arrived at university in Headington in Oxford, to be greeted by the beaming faces of my hon Friends the Members for Huntingdon  and for North Swindon . The former was at that time the Conservative prospective parliamentary candidate for Oxford East, and the latter was the chairman of the university Conservative society. In 1996, who would have believed that, come 2010, Justin Tomlinson and I would join Jon Djanogly, who has been an MP for nine years already, on the Government Benches? It is a huge honour to represent Dudley South in this Chamber, and I will work tirelessly to get a fair deal for my residents.",-1,0.21,0.413,0.998
484,"labour","conservative","On a point of order, Mr. Deputy Speaker. The Minister has just said that he did not get time in the earlier stages of the Bill to discuss some of the amendments that the Government have accepted, and which he is now detailing. Perhaps he did not get time because the Government had imposed a timetable on those proceedings, which meant that discussion was not allowed. Surely it is an abuse for the Minister to start going through those measures now.",-1,-0.2,-0.333,-0.701
485,"labour","labour","I am struggling to think of concrete examples of behaviour that would be caught by the Bill. If someone were to wear a T-shirt, for example, with a picture of Osama bin Laden and underneath the words, ""Osama needs you"", would that fall within the ambit of the Bill?I am interested in how the legislation would operate in practice. This business about the Taoiseach is a complete diversion. Will my hon Friend comment on the concrete example given by the Home Secretary earlier, when he said that context would be all-important? If a group of people were parading with placards that said, ""Free Kashmir now"", which is a legitimate aspiration, and there happened to be bombings in Kashmir the day after, could those demonstrators be caught under the legislation after the bombing, even if they had been doing something completely legitimate before the bombing?",-1,0.067,0.111,0.787
486,"labour","conservative","On a point of order, Madam Deputy Speaker. Given that the Office for National Statistics has confirmed this afternoon that four fifths of new jobs have been created outside London, and given that the Leader of the Opposition may inadvertently have misled the House by saying that the number of people waiting more than four hours in A and E has risen by over 300% when this is not accurate, may I take your advice on how the Leader of the Opposition may be brought before the House to retract these inaccuracies and apologise?",-1,-0.2,-0.25,0.599
487,"labour","conservative","I am grateful to the right hon Gentleman for giving way. Before thirsting to reduce local authority autonomy in such a way as to allow him to pursue his redistributionist agenda, it is incumbent on him first to consider the efficacy or otherwise of existing policy. In that context, will he oblige the House by telling us what assessment he has made of the effect of the change in the rules on the use of capital receipts from the sale of council houses in the last Parliament on the size of interest repayments on local authority debt?Where is it?It is always a particular pleasure to joust with the Minister but the endless tergiversations and chameleon-like behaviour of the Liberal Democrats could readily absorb all the time available for debate today, and it does not seem very profitable for us to allow that to happen. The question that I would like answered is the question that I did ask, not that which I did not. Can the right hon Gentleman simply tell me on a non-partisan basis what assessment he has made of the effect of the change made in the previous Parliament on policy towards the use of capital receipts from the sale of council houses on the level of interest repayments on local authority debt?Unfortunately, the right hon Gentleman's position will not do; it is as perverse as his appetite for nationalisation of local decision making seems insatiable. Does he not at least concede that where a local authority has substantial debts and some resources from the sale of council houses, it has a responsibility to use the latter to pay off the former, before benefiting from other councils' legitimately acquired funds?",-1,0.16,0.444,0.914
488,"labour","labour","The right hon Gentleman is talking about advice. It has been made clear that this is not advice but a management assessment of risks relating to the Bill and the reorganisation. It is not about policy or advice, which is why it is important that it is released.",-1,0.067,0,0.09
489,"labour","labour","Does my hon Friend agree that one group suffers particularly badly from the way in which council tax is devised? By definition, housing association tenants do not benefit from the open market value increase of their property, so it is extremely unfair that they should be expected to pay towards that increase.I think there was an inadvertent slip in what the hon Lady said. The timetable was not in the local government Bill or the Act passed by this House. The timetable for revaluation was chosen by the National Assembly Government, and the Liberal Democrats were in coalition with the Labour party in that Government at the time.The hon Gentleman should also point the finger at himself. Is it not also true that neither Plaid Cymru nor the Conservatives opposed the process that was set in train by the Liberal Democrat and Labour Administration in Cardiff?",-1,-0.05,-0.111,-0.52
490,"conservative","labour","I am sorry to disappoint the hon Member for Christchurch , but I shall not support his amendment. I disagree with it first and foremost because no provision was made in any party's manifesto for this version of the alternative vote. When the Labour party said it wanted a referendum on the alternative vote system, we certainly meant a full alternative vote system in which people could continue to express their preference, as long as there was a preference still to be expressed. Originally, the Liberal Democrats' manifesto had nothing to do with the alternative vote, but if they had proposed a form of the alternative vote it would have been, as we saw in their negotiations with the Conservative and Labour parties after the general election and as was commonly understood, that under AV the voter was allowed to express a preference all through the system. The hon Member for Christchurch might object that AV was not in his party's manifesto in any shape or form. That is why I have a slight suspicion that his amendment is intended more as a wrecking amendment, although to be generous I shall suggest it is a probing amendment. The hon Gentleman and the hon Member for Epping Forest -in rather elegant turquoise, if I may say so-said that AV gives some people two or even three votes. That is not the case. People have one vote, but are allowed to keep on expressing it as a preference while the process continues.No, not at all. If the hon Gentleman read the clauses and schedules carefully, he would see that they make it absolutely clear what information must be provided to the voter-whether voting by post or in person. The Bill provides not just for an advisory referendum but an enacting one, so it will happen if there is a yes vote. The provisions make it clear that voters can continue to express their preference for as long as they wish-or, indeed, they can stop expressing it if they wish to. They can simply say, ""My first preference is exhibit A"" and subsequently make no further preferences. In the Labour leadership contest, which used the alternative vote-the votes of all Labour MPs were published-quite a few Labour Members voted just for their first preference and chose not to exercise their second, third or fourth preference at all. Some chose to go right down the list-whether it was so that they could say that they had voted for all five candidates, who knows? There is only one vote, but this brings us to a key question raised by the Minister yesterday: under the system intended to be used, will the winning candidate always have received 50% plus one of the votes?I gave way rather too soon, as that was precisely the point I was about to make. If people decide not to cast a second or third preference, it is perfectly possible that the winner will not have achieved 50% plus one of the total number of votes originally cast. The winner will have acquired 50% plus one of the votes of those still expressing a preference at that stage, whereas under the hon Member for Christchurch's proposal more often the individual elected would not have got even close to 50% plus one of the total number of votes cast. That is why I disagree with the system he proposes. I fully understand the point made about the term ""alternative"". I am one of those irritating people who regularly objects when the word ""less"" is used when ""fewer"" is meant. I am annoyed when Marks and Spencer uses it-a pretty depressing state of affairs. I have noticed, however, that although I keep on saying this and correcting people, it wins me no friends-it just irritates people; it has not changed anybody's practice. It is absolutely true that in Latin-most of us do not speak it much of the day, although the Mayor of London might-alternative means one or the other out of two. Sometimes in places such as Wales there are just two candidates-Labour and Plaid Cymru-but for the most part the number of candidates is considerably higher. There have not been many unopposed elections for many years, either. If we end up with an alternative vote system, whereby people can express their preferences on a full list, the number of candidates standing will probably increase. There will probably be candidates standing for parties that do not expect to win, but they may be able to persuade their voters by saying, ""Well, it is all right to give me your first preference, but when you want to plump for the person you would most like to win, as opposed to the person most likely to win, you can do so"". I understand that this is not the view of all Opposition Members or indeed of the majority of Government Members, but to my mind that would have a positive effect on British politics, enabling more people to engage in the political system.rose-I would like to ask you, Ms Primarolo, whether you view this as constituting a stand part debate as well.I do not consider this to be a stand part debate because the amendment is very narrow. Members should be aware of that: if they push the margins too widely, it will lead to sacrificing debate later.Fine. I just wanted to give notice that we would like a stand part debate when the debate on this amendment has concluded. My hon Friend the Member for Middlesbrough  is wrong. In theory, it might seem possible to cast seven preferences if there were seven candidates; however, a preference would be expressed only six times, as at the end it is a choice between the sixth and seventh candidates. It is unlikely that that would happen very often in practice.I am tempted to make a partisan comment about the hon Gentleman's own political party appealing to extremist views, but I have decided not to. I do not think that that opinion can be genuinely held. Undoubtedly all politicians presenting themselves for election try to secure the largest number of votes. What I think that AV will do-and here I agree with the Deputy Prime Minister-is put an end to safe seats. I say that as one who represents a seat that many people would probably consider to be historically safe.A significant difference is that in Australia voting is compulsory. Exactly the same argument could be used about Chile, but it also has more political parties taking part in elections, and consequently ends up with a rather broader way of doing politics.Lord Plant is a very eminent and splendid man who has contributed much to the Labour party and to the movement, but I do not think that the policy that we advocated before the 1997 general election necessarily binds us in this evening's vote.   I note that the Minister of State, Department of Health, the hon Member for Chelmsford  is worried about people standing by commitments that they made in 1996. His party cannot even stand by commitments that it made earlier this year, so I am not sure that he is one to talk. My simple point is that I think it likely that if Britain ends up with an alternative vote system, not as recommended in the amendment but as recommended in the Bill, we will end up with fewer safe seats in the sense in which many people understand it. It may well be that the historical reality of safe seats is changing anyway because many more voters now adopt a pick-and-mix approach.I said at the outset that I knew that my personal support for the alternative vote was not necessarily shared by all those sitting behind me. I am glad that my hon Friend-my knighted hon Friend-has given himself an opportunity to put on record his scepticism about the policy being advocated. I am only sorry that he does not agree with me, but I know that he agrees with me about many other matters.rose-I am very grateful, Ms Primarolo. I should have thought that the views of the parliamentary Labour party were slightly relevant to the debate-certainly when it comes to the vote-but obviously I do not seek to challenge your ruling. I merely say to my hon Friend the Member for Walsall North  that I do not think that anyone has fully tested the precise views held, and there are many respects in which I think he is wrong. For instance, I think that the vast majority of us in the parliamentary Labour party want to change the electoral system, so that registration can be improved throughout the land and the 3 million people who are currently not on the register can be included. I merely wished to make a few simple points. If it is certain that we are to have a clause stand part debate, I will reserve some of the other points that I wish to make until then.I believe that the hon Gentleman is opposed to the use of AV, full stop, and will argue for a ""no"" vote in the referendum. I should have thought, therefore, that it would make more sense for him to ensure, according to a sort of Maoist principle, that the question on the ballot paper is the one that he can most easily attack.rose-The Minister is absolutely right. In the present system, in multi-member wards in local government elections, if there are three seats to be filled, voters can put three crosses, if they want. Quite often, they do not use all three. That may be because they do not know that they are able to use all three, or it may be that they choose not to use all three-who knows? It is not for us to guess, but allowing voters a degree of freedom is a good idea.The most important element of the clause is the fact that it turns an advisory referendum into an implementing referendum. In one sense, it is one of the most important clauses in the Bill. Indeed, if there is a yes vote, it will directly change the voting system and several elements of it. I have a series of questions that I hope the Minister will be able to answer. First, subsection  of the clause, on page 5 and on the subject of how votes are to be cast, states: ""A voter votes by marking the ballot paper with...the number 1 opposite the name of the candidate who is the voter's first preference ...if the voter wishes, the number 2 opposite"" and so on. In relation to the discussion we have just had, I wonder whether if somebody marked the ballot paper with a cross against their first preference, which would clearly be an indication that that was the only way that they were choosing to vote, that would not be counted as a valid vote.Perhaps the Minister will be able to respond when he replies to the debate, because I have a few other questions in this vein. It would be my feeling that that should be the case, although I am not sure whether in law it is necessary for us to put it on the face of the Bill. I could not see it anywhere else in the schedule that pertains to this measure and consequently I presume that at some point we might need to put it into the Bill through some form of amendment. Obviously, it is important that we get this right now, because once the Bill has gone through, it will be far more complicated after the referendum-if it is successful and there is a yes vote-for us to go back to it. Secondly, on page 5 it also says that if one candidate has more votes than the others put together, that is the determining factor, rather than achieving 50% plus one of the total votes cast. Will the Minister clarify why we are using that process? I presume it is because at each subsequent stage one would not be able to guarantee that anybody was going to achieve more than the 50% plus one of the total number of votes cast, including those that were spoilt and all the rest of it. I would be grateful if the Minister could reply on that point. The section of the clause that I am more troubled by-I hope that the Minister might be able to alleviate my concerns-is subsection  on page 6, which states: ""The Minister may by order make any amendments to primary or secondary legislation  that are consequential on amendments made by this section or Schedule 6."" The clause, which will be that section, and the schedule comprise a large number of substantial issues. I believe that if they were ever to be amended, they should be amended by primary legislation and not by secondary legislation. It seems on the face of it that the Bill gives an enormous power to the Minister to effect a change. For instance, I presume that this means that, if the Minister wanted to, he would be able to bring forward an order to change the provision on how votes are counted or, indeed, on how votes are to be given. For instance, one might only be able to have the system that the debate on the amendment tabled by the hon Member for Christchurch  prompted. It seems to me that that would be an inappropriate amount of power to be giving to the Minister to exercise through secondary legislation. I note of course that subsections , ,  and  make other provisions in relation to this matter, such as: ""An order...may not be made unless a draft of the order has been laid before, and approved by a resolution of, each House of Parliament""- I understand that-and: ""Before making an order...the Minister must consult the Electoral Commission."" However, those are not very firm locks. I know that the Minister and the Deputy Leader of the House, in the previous Parliament, much deprecated in the previous Parliament the fact that secondary legislation is unamendable and that the debate goes on only for a fixed amount of time. If we are talking about changing the electoral system, that should not be something that is brought about by secondary legislation. The Minister might be able to assuage my concerns, but our commitment was that we would come forward with an advisory referendum. The clause makes it into an implementing referendum, and we are still very unhappy about elements of this. I shall not rehearse the arguments about the date of the referendum-as the Minister knows, we disagree with that. We disagree with the combination of the polls and we also disagree with the process that is being adopted, whereby amendments are being brought forward. I have great hesitations about this clause standing part of the Bill. It changes the nature of what was promised, so I would be grateful to hear what the Minister has to say.I am sure the Minister will say this in a moment, but provision is made for that in schedule 6, which states that a lot will be drawn.The difficulty is with the way in which the Bill has been constructed to have some elements of the provisions in the schedule and some in the clause. What will happen if someone puts a cross against a name and puts a 1 against another name?Let me ask a brief question. If there were a by-election for a parliamentary seat next year, after a yes vote, which system would pertain?I think we have discovered another problem in the clause, have we not, in relation to what the Minister just said. He said that the Minister would not be bringing AV forward so that it affected any by-elections next year. However, clause 7 is the implementing element of the Bill and it hangs on clause 6, which says that the Minister must put all of this into operation by virtue of an order; and he is now saying that it is not stated anywhere in the Bill that that would happen at the next general election, rather than immediately. Let us say that there is a yes vote in May 2011 and there is a by-election at the end of May or in June or July, which is perfectly possible-or for that matter several by-elections-the Minister's decision as to whether or not to bring in the order would almost certainly end up being challenged in the courts, because it is nowhere explicit in the Bill. So I am afraid that I do not find his answers sufficient. For that matter, I know he is relying on the word consequential in rule 45B, which states that the amendments have to be consequential. However, I know from our own time in government that the word consequential can be something of a weasel word, and some people try to slip larger things in than perhaps they should. I agreed with him when he used to condemn such matters.No, I do not think the Minister was, because he is relying on what happens in the rest of the Bill. Anyway, we are not convinced by the Minister's presentation of his case on the clause, so we will be pressing the clause to a vote.  ",-1,0.212,0.358,1
491,"conservative","labour","Does my right hon Friend agree that it is clear that Government Members are ashamed of this terrible Bill as there is hardly anyone on the Government Benches to link themselves with it?",-1,-0.15,0.2,0.273
492,"labour","conservative","Mr Evans, thank you so much for calling me. It has been enlightening, educational and a real honour to listen to this debate since we last divided the House some hours ago. I have listened to some fine speeches. The hon Member for Bassetlaw  put his case with such pith and moment that I was almost persuaded to vote against my own side. The spectre that arose before us was one so terrifying and so fearful that we quaked in our Tory boots; it was the spectre of clause 9 leading us to proportional representation. The fear that came upon me was that as a result of setting a number so precise and clear that it could not be questioned even by the great and good of the Boundary Commission, we could face proportional representation. And I saw other right hon and hon Members struck with fear at the thought, and I saw them feeling that they would move towards supporting greater flexibility. My hon Friend the Member for Cleethorpes  offered us an amendment that would meet almost every objective of Her Majesty's Government but would still have flexibility-that great aspect of the British constitution, which has served us well since Alfred the Great, who was a Somerset man. I debate with my hon Friend the Member for Somerton and Frome  whether Alfred is more my constituent or his; I think, in fairness, that he would belong more to the Deputy Leader of the House. This constitutional flexibility is something that has been of great benefit to us. I feel that my hon Friend the Member for Cleethorpes got it right in saying that it is useful for there to be some degree to which one can go outside the boundaries, without being too prescriptive. On the subject of today's speeches, what a fantastic history lesson we had from the hon Member for Stoke-on-Trent Central . To think that this was supposedly the least discussed reform of Parliament since the Rump Parliament, when Cromwell decided to send in the troops-the only man to send troops into the predecessor building to this House to enforce debate and Divisions. Some of us may think that the Whips are tough, aggressive and forceful, but even in my experience they have not used force, or pikes, to make sure that I go in the right direction. Oliver Cromwell did indeed do that; he prevented people from voting in that forceful way. The shadow Minister returned us to these matters again and again, and spoke for at least 50 glorious minutes-minutes that felt to me like days, but days of such pleasure, joy and rejoicing in spirit that I hope we will have another 50 minutes from him in due course, or on another occasion, or perhaps tomorrow, if we should be so lucky. Let us return to the specifics of numbers. Should it be 650, or perhaps 649? Should it be 648 or 647?My hon Friend would like to have more-perhaps it is a ""points mean prizes"" occasion. However, I think that 600 is not too bad a number. One hon Lady suggested 666-the number of the beast. It is worth being careful about the number 666, because if we read our Bible carefully there is always a footnote saying that other ancient authorities refer to 616. I am glad that my hon Friend the Member for Cleethorpes set his limit at 612, clearly aware of the dangers of going as high as 616 and thereby finding that we inadvertently had in this House the number of seats that was the number of the beast. We know what that would mean: it would be deeply terrifying-almost as terrifying as the threat of proportional representation. We had great discussions about the great and noble historical counties, and the wickedness of Humberside and suchlike. I would like to add that Avon was even worse than Humberside. Avon was an abomination-a foul creature disgusting in all respects, destroyed, I am glad to say, by the noble father of my hon Friend the Member for Ipswich . In the numerical aspect, it is important to look at the hon Member for Somerton and Frome in representing so many Somersetshire constituents. It seems important that the people of Somerset should have as much representation as the people of Rhondda-indeed, I think rather more, because we are from Somerset and they are from Wales. A few extra seats should be especially included, to give Somerset the representation that that wonderful county needs. I will say just one final thing about seats, because time is getting on. In the Parliament of, I believe, 1392-let me just check that in my notes-no, the Parliament of 1362, one Member, a Mr John Wonard, represented two seats in Devonshire and two in Cornwall. It seems to me that the flexibility that the history of our nation allows ensures that the number will always come out right in the end. A right and suitable number we shall have, a fine and good number, a lucky number, perhaps a number that the-  Debate interrupted .  The Chair put forthwith the Question already proposed from the Chair , That the amendment be made.",-1,0.27,0.371,0.999
493,"labour","conservative","The Minister says that the Bill was improved in Committee and on the Floor of the House. While I am sure that that is the case for most of the Bill, he is well aware that we did not have the opportunity to scrutinise Government new clauses on extradition, or discuss the amendments tabled by my hon Friend the Member for Esher and Walton  and 28 other hon Members from across the House. How confident is the Minister that we are providing protections that British citizens have lacked in the past?",-1,0.4,0.75,0.89
494,"conservative","labour","I would like to add my concerns to those expressed by other hon Members. I speak as someone who represents three seaside towns on the south-west coast of Scotland, and who hopes to represent even more seaside towns there in future. If the Minister has not visited Ayrshire, I can certainly recommend it to him. It certainly does not rain there has much as it does in Kirkcaldy. When it does rain, however, family amusement centres are an important mechanism for supporting tourism and small businesses in those towns. I recently visited Girvan, which is currently part of the constituency of my right hon Friend the Member for Carrick, Cumnock and Doon Valley , to remind myself of what family amusement centres are like. It is some years since I frequented them, but in common with other hon Members, I enjoyed the experience and it did not do me any lasting damage. As other hon Members have said, the fact that there is not any evidence that category D machines are harmful is significant. When I went to Girvan I could not think of a logical reason for the Government's proposal to ban children from traditional games such as ""grab a toy"", penny falls, ticket redemption games and Derby races, all of which seemed to be quite harmless. However, I draw Members' attention to the briefing from the Methodist Church, in which it draws a distinction between different category D games: ""Category D machines, which can be played by children, include the harmless teddy-bear grabber machines and ""penny falls"", but also include certain fruit-machines."" That sheds light on the reasons for the Government's proposals. We have all had a great laugh this evening about ""grab a teddy"", but that does not necessarily reflect the views of the Government or the Churches. We all accept that some games are harmless, but the Churches are concerned about children playing fruit machines, and we should not ignore or discount those concerns. We all want to do everything that we can to protect children.I agree, and I hope that the Government will take that into account when the Bill goes to the Lords. I hope that the Minister will give us such an assurance tonight. I am merely trying to shed light on people's concerns, and on why the Government have introduced the measure. Finally, I think that I am right in saying that everyone who has spoken on the amendment tonight is concerned about clause 58. I do not think that anyone was in favour of it. I am reassured by what the Minister has said, and I wait to see what happens when the Bill goes to the Lords.",-1,0.209,0.484,0.997
495,"labour","conservative","The right hon Gentleman is right to laud club sport; it is very important and it largely happens outwith school. Will he therefore acknowledge the changes to lottery rules under this Government that mean that 20% of lottery receipts will now go to sport, unlike under his Government where that withered?",-1,0.4,0.6,0.272
496,"labour","conservative","May I congratulate the Lord Chancellor on his courage in adding his name and that of his right hon Friend to our amendment? It has support on both sides of the House, and many people will be delighted at what he has done this afternoon. We accept entirely that the wording may have to be altered, and we will give him every support in doing so.As I am sure the right hon Gentleman is well aware, the Conservative party has held several open primaries to select candidates. They have been very successful and produced excellent candidates, who will be excellent MPs.",-1,0.467,1,0.989
497,"labour","conservative","I have been in the House for the entire debate, and one point has not been made which will be of considerable importance to hon Members on both sides of the House. The British Horseracing Board has made it absolutely clear that it opposes the Bill because of the effect that a hunting ban would have on point-to-point racing, on other racing and on other countryside activities that are of considerable importance to jobs and that have nothing whatever to do with hunting.",-1,0.15,-1,0.597
498,"conservative","conservative","I echo the point made by the right hon Member for Blackburn  that the amendment only requires the House of Commons to think about a poor turnout and how to respond to the result under such circumstances rather than automatically triggering a small yes vote with a low turnout and a new voting system. Does the Minister not recognise the irony of his position? Here we are looking at a referendum that might introduce a new voting system under which a Member elected to this House will be required to get 50% of the votes cast, yet we cannot even put in a threshold to require a 40% turnout to give credibility to the result of a referendum. What serious constitution around the world does not have some form of threshold and why should we not introduce one in this case?",-1,-0.133,0,-0.461
499,"conservative","conservative","I took part in the basement tour yesterday. It was made clear to us that a significant amount of the asbestos had been removed over the past few years, adequately and safely, while we remained here and while members of the public were able to use the building safely. Does that not illustrate the fact that significant repairs can be carried out while we are here, safe and well protected?",-1,0.2,1,0.955
500,"labour","conservative","Does the hon Lady not accept that, whereas it is easy to predict that some conditions are likely to recur, the problem with depression is its unpredictability? That is the mischief that the Lords were trying to tackle. Is she really satisfied that what she has said so far would tackle the problem? It does not seem to me that it would.",-1,-0.033,-0.5,-0.799
501,"labour","labour","The hon Gentleman brought them.",1,0,0,0
502,"labour","labour","Further to that point of order, Mr Deputy Speaker. Other members of the Health Committee are also affected. The hon Member for Bristol North West  has openly leaked the private considerations of the Committee. What action can be taken immediately?",1,-0.2,0,-0.44
503,"labour","labour","I agree with my hon Friend. Does she agree that given that we have achieved zero tolerance of violence against women, children deserve the same?",1,-0.067,0.5,0.649
504,"labour","labour","I am incredibly pleased to follow the first two Back-Bench contributions to this debate. I hope that my contribution will be of the same incredibly high order, because it is that high level of debate that our armed forces want to hear from this Chamber, not the yah-boo politics that we heard from the Front Benches. The military covenant is about the duty of care and the principles of that duty. It must set out the responsibilities of the Government and the country to those who serve and have risked their lives, just as the father of my hon Friend the Member for Bolton North East  did and as the hon Member for Milton Keynes North  has done. The military covenant is about people who do not have a choice over where they go or what they are called on to do-people who have no right to strike or raise objections; people who have no voice. The military covenant should give a voice to those voiceless, and it must be enshrined in law. Why must the military covenant be enshrined in law? At the moment, our military is suffering from insecurity and instability. Morale is at an all-time low. Everyone in the Chamber has talked to military families. They will have had military families come to their surgeries who are concerned about how they will weather the strategic defence and security review, the cuts in allowances that have suddenly come upon them and the job losses, whether they are civil servants, many of whom are ex-military, or serving military personnel. There are pressures and tensions everywhere across our armed forces. The sacking of personnel by e-mail has sent shock waves through the armed forces. The failure to follow through on the training commitment to those young people-many were hours away from completing four years of training to achieve a qualification that would have carried them through the rest of their lives-has devastated families and young people. Why has the British Legion taken the unusual step of writing to Members of Parliament to ask that the military covenant be endorsed in law? This is a matter of trust, but I do not think that we demonstrate a tremendous amount of trust when we descend into making party political points about the military covenant. I am sorry to say that the Conservatives and Liberal Democrats have already become the parties of broken promises and broken commitments-  I have to say that promises have also been broken by my party. All of us have a duty to make the highest level of commitment to our armed forces, and we should be judged by our actions. We can all make a list of the things we have done and the things we have failed to do, but what we really need to do is think of the consequences in our communities, because families can be devastated by the decisions that come out of this Chamber. Young people's futures can be destroyed when their dreams of serving their country are thrown away, after they have read about the decision in a national newspaper. The military covenant must not be simply a concept or a philosophy; it must be something that people can hold in their hands and feel secure about. It must be something that we, as a country, stand up to and stand by. Our armed forces and their families need to know that, whatever Government are in power, we will stand strongly by our commitments to them and that we will honour those commitments. As I have handed over veterans badges across my constituency over the past few years, I have seen the pride that people still felt about their years of service. They felt that those were the best years of their lives, and the times when they were most alive. We must honour those people, and make a commitment to them in law. If we are to have only a report, there must at the very least be a commitment to a free vote on the covenant for every Member of the House.",1,0.067,0.184,0.992
505,"conservative","labour","Rather than praising the Lords for the number of amendments they have passed, would it not be more in line with Labour party philosophy and views to say that they have gone way beyond their constitutional remit in trying to overturn not only the decision of the electorate but the decisions of both the Labour party and Conservative party manifestos, which together received 82% to 84% of the vote at the last general election?",1,0.6,0,0.885
