"id","text","rating","afinn","lsd","vader"
539,"@FoxNews @realDonaldTrump best line of the night ","Negative",0.6,1,0.637
540,"RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the ","Neutral",0,0,0
541,"","Negative",0,0,0
542,"Some of the funniest reactions to ","Negative",0,1,0.557
543,"We need to put someone to debate against HRC like @marcorubio. -@JedediahBila on ","Positive",0.4,0,0.361
544,"RT @NickSylian: From today to the time the next president has one year in office ","Positive",0,0,0
545,"I should have taken a speed reading course to keep up with my timeline tonight. ","Neutral",0,0,0
546,"RT @goldietaylor: Huckabee. ","Negative",0,0,0
547,"I missed the #GOPDebate, but I'm amazed that Trump is somehow considered in the lead.
https://t.co/Qzmg96pf75","Positive",0,1,0.572
548,"RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton ","Neutral",0,0,0
549,"RT @JbthomJohn: Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/tQXw14qzZB","Positive",-0.4,0,0.026
550,"""The purpose of the military is to kill people and break things"" @GovMikeHuckabee #GOPDebates  might be the quote of the night","Positive",-0.6,-1,-0.691
551,"I guess yesterday's ","Positive",0,0,0
552,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0
553,"Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang","Positive",0.2,-0.333,0.477
554,"I actually agree with @AndreaTantaros on something. She said @realDonaldTrump didn't hurt himself in ","Positive",-0.1,0,0.646
555,"It is just me or can anyone else not wait for SNL this weekend for the debate coverage? ","Negative",0,1,0
556,"Ben Carson and he's standing out RIGHT NOW! ","Neutral",0,1,0
557,"@realDonaldTrump lives to fight another day. Odds seem to ever be in his favor. ","Positive",0.1,-1,0.026
558,"RT @moneyries: The 2 most-retweeted presidential candidate Tweets of the ","Neutral",0,0,0
559,"It's Huge... It's a F","Negative",0.2,0,0.318
560,"RT @mddems: Print out your Bingo Cards! @GOP ","Neutral",0,0,0
561,"You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? ","Positive",0,1,0
562,"@Marisol_Bello @LindseyGrahamSC @etammykim @rhondalevaldo Thanks for this source on Dodd-Frank. ","Negative",0.4,1,0.44
563,"RT @BeachPeanuts: Jeb is so pro-life he made the Stand Your Ground law possible. ","Neutral",0,0,0
564,"I wonder what kind of progressive views Mike Huckabee has on transgendered people. ","Negative",0.4,1,0
565,"vicenews: Here's what happened at last night's #GOPDebate. Yes, realDonaldTrump was there: http://t.co/5Sgveo7r8n http://t.co/ASdsfke513","Neutral",0.2,0,0.402
566,"RT @TheRunster: Confirmed: @FoxNews did not ask ONE SINGLE QUESTION about ","Neutral",0,1,0
567,"No expectation of ever being Prez. Rehearsal reaching for wallets when someone else will pick up the tab ","Neutral",0,0,-0.103
568,"RT @Wilberforce91: One of my favorite things about the ","Positive",0.4,1,0.459
569,"Three best performance in the #GOPDebates (in no order), IMHO:  Carly Fiorina &amp; Ben Carson &amp; Marco Rubio.""","Positive",0.2,1,0.459
570,"RT @Wilberforce91: One of my favorite things about the ","Neutral",0.4,1,0.459
571,"Fox is over this. Turning this into breaking news. ","Negative",0,-1,0
572,"Oh good lord... ","Negative",0.6,1,0.44
573,"OK Trump you're the one who brought immigration to national stage sure lets go with that makes sense ","Positive",0,1,0.663
574,"They obviously didn't get the memo about ","Negative",0,0,0
575,"Yeah all the candidates are going to repel Obamacare and replace it with something! Go GOP! ","Positive",0.2,-1,0.418
576,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates","Positive",-0.2,0,-0.432
577,"Mike Huckabee and Bartles &amp; Jaymes would like to thank you for your support. ","Negative",0.4,1,0.772
578,"@JayandSteve
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut","Neutral",-0.4,0,-0.25
579,"RT @LiberalMmama: I watched the #GOPDebate and all I can say is Pres Obama was right,he WOULD win again! #FourMoreYears","Positive",0.8,1,0.624
580,".@WMUR9_Politics Before running for POTUS, GOP candidates praised @HillaryClinton's Sec Of State Tenure  https://t.co/J9oEBXYGof #gopdebates","Neutral",0.6,1,0.494
581,"","Neutral",0,0,0
582,"RT @shawnsBrain66: ""Ultimately, liberals were unhappy, which means the GOP did something right"" #gopDebate http://t.co/08nrvGEsrA","Neutral",-0.4,0,-0.421
583,"The winners of the GOP Debates: Kasich,  Fiorina, Clinton, Sanders, O'Donnell, and Kelly. #GOPDebate","Negative",0,1,0.477
584,"RT @PhillyD: I went to a gay wedding. 
""Applause""
And there were black people there too!
""Standing ovation""
#GOPDebate","Positive",0.4,0,0.475
585,"and the tsunami of ","Neutral",0,0,0
586,"@slone @instapundit There are actually people angry that the candidates were asked real questions?  Seriously?
#GOPDebate","Positive",-0.6,-1,-0.655
587,"@RealBenCarson to @realDonaldTrump: Being a billionaire isn't exactly brain surgery though, is it? https://t.co/kGZnJmYKX7 #GOPDebate","Neutral",0,0,0
588,"RT @dave_gosh: ","Neutral",0,0,0
589,"RT @politicoroger: Trump: ""Our leaders are stupid; our politicians are stupid. The Mexican government is much smarter."" #GOPDebate","Positive",-0.133,-0.333,-0.586
590,"RT @RWSurferGirl: These debates will raise @realDonaldTrump 's ratings because Fox News is afraid of Trump and it shows. ","Positive",-0.4,-1,0
591,"RT @TheVGBlog: ","Negative",0,0,0
592,"RT @FWD_us: ","Positive",0,0,0
593,".@BorowitzReport assesses Walker's #GOPDebate performance, via @NewYorker: http://t.co/87P5EeW8W7","Positive",0,0,0
594,"RT @AnneBayefsky: ","Negative",0,0,0
595,"@ScottWalker Russia &amp; China know more about Hillary Clinton's emails than our own Congress! Boom!
#RedNationRaising #GOPDebates","Negative",0,0,0
596,"Rubio actually answering a question about immigration. Color me impressed ","Positive",0.6,1,0.477
597,"I'm psychic.

#GOPDebates http://t.co/WxAF0QVhI5","Neutral",0,0,0
598,"Ben Carson is caked up with the finest Black Radiance setting powder.
#GOPDebate #GopDebates #BNRDebate #debate","Positive",0,1,0.34
599,"Todd Palin &amp; Rand Paul have closed down a Senor Frogs in Puerto Vallarta together after a day of rigorous jet skiing ","Neutral",0.6,-1,-0.273
600,"RT @TexasForBernie: Stand w @BernieSanders against extremist GOP that feeds on violating fundamental rights ","Negative",-0.4,-0.5,-0.542
601,"RT @DemsRRealRacist: Trump keeps trying to make definitive statements when the ","Positive",0,0,0
602,"RT @catie__warren: ""Pack your swimsuit, Billy. Mama is taking you to the White House."" #GOPDebate http://t.co/6t2PWpyiX1","Neutral",0,0,0
603,"@realDonaldTrump can insult everyone &amp; call them stupid but then cries at @megynkelly tough but fair questions.","Positive",-0.2,-0.6,-0.691
604,"RT @mattgubser Didn't watch the ","Negative",0,0,0
605,"This makes me feel better about #Trump 
#GOPDebate RT https://t.co/NGdAxtuDrT","Negative",0.4,1,0.44
606,"","Neutral",0,0,0
607,"#GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN","Neutral",0,0,-0.262
608,"RT @Wilberforce91: One of my favorite things about the ","Positive",0.4,1,0.459
609,"Trump slams Megyn Kelly http://t.co/oBNQDPOemX via @worldnetdaily ","Positive",0,-1,0
610,"Language is beautiful http://t.co/GFyTi5ilVC ","Negative",0.6,1,0.599
611,"RT @megynkelly: .@RandPaul I want to collect more records from terrorists, but less records from innocent Americans #GOPDebate","Positive",0.2,0,0.045
612,"Rubio-Backed Insurance Market ""Covers 80 People"" -Obamacare Covers 1.6M in FL Alone http://t.co/WHgciD8Ee7 #GOPDebate http://t.co/Y1AWqcPfNW","Negative",-0.4,0,-0.25
613,"@hrkbenowen Tuned in to learn more about the other guys not named Trump and it turned into Megyn Kelly's Peoples Court ","Neutral",0,1,0
614,"RT @alexandraheuser: Liberals love her - very promoting -  just sayin'  ","Neutral",0.4,1,0.79
615,"Fact check on ","Neutral",0,0,0
616,"Candidate talk time. ","Neutral",0,0,0
617,"RT @JimmyJames38: Flat tax for the win ","Negative",0.8,1,0.586
618,"An assassination attempt  ...now GOP has to deal w/ th consequences ","Neutral",-0.6,-1,-0.599
619,"RT @alittlestats: Fox Failed Statistics in Explaining Its G.O.P. Debate Decision http://t.co/JBZchd34wa ","Negative",-0.4,-1,-0.511
620,"RT @RWSurferGirl: A big problem facing Democrats will be how to get Hillary sober long enough for her to debate? ","Negative",-0.1,0,-0.402
621,"RT @mydaughtersarmy: 4 different pictures. 4 different subjects. 
1 very obvious similarity. 

#GOPDebate 
http://t.co/N2yIXEoKoW","Negative",0,0,0
622,"LOL they're clapping for Carly. I think she won this debate too. ","Neutral",0.6,0,0.831
623,"Did @realDonaldTrump ever tell @megynkelly to go wait in the car? Her bad attitude suggests it. ","Positive",-0.6,-1,-0.542
624,"I took the temperature of DC's bars for all you who watched the ","Negative",0,0,0
625,"RT @SalMasekela: Is Kasich aware that he's making sense? ","Negative",0,1,0
626,"RT @4BillLewis: ","Neutral",0,0,0
627,"SMH. Trump's Twitter tirade: Megyn Kelly a 'bimbo,' Frank Luntz a 'clown' #gopdebate http://t.co/wyWLcGtcZR","Neutral",0,-0.333,-0.465
628,"@BenCarson2016 no such thing as a politically correct war. Amen. ","Negative",-0.3,0,-0.727
629,"Yes, and Moe was the smartest Stooge
#Democrats #GOPDebates @TheDemocrats https://t.co/Ucd675MRMY","Positive",0.3,1,0.772
630,"Cancelled ","Negative",-0.2,0,-0.25
631,"GOP Debate News - Trump Shocks GOP Faithful http://t.co/T0k3oOKwM0  ","Negative",0.1,0,0.077
632,"RT @Just_JDreaming: ""Listen...I AM REAGEN YOU FOOLS""  - Donald Trump #GOPDebates","Negative",-0.4,-1,-0.604
633,"Wouldn't this be refreshing?
@tedcruz @RealBenCarson #GOPDebate  #ThinkBeforeYouVote #Stand #WillNeverLie  https://t.co/Vgz4knFXK7","Positive",0,1,0
634,"","Neutral",0,0,0
635,"Let's just draw straws and replace everyone in DC from the top down with all these guys on stage besides Bush &amp; Christie? ","Neutral",0.4,0,0.202
636,"RT @OldRowOfficial: Who do you really want leading the country? ","Neutral",0.2,0,0.151
637,"No one summed it up better than ","Positive",0.1,1,0.178
638,"RT @b140_tweet: Rip MS ANN  .. U would be a welcome advisor tonight... ","Negative",0.4,0,0.459
639,"U.S. military spending vs other nations via @washingtonpost http://t.co/vBPXF8hqRF ","Neutral",0,0,0
640,"The real winner of last night's ","Neutral",0.8,1,0.586
641,"RT @SouthernHomo: The candidates to each other once the ","Negative",0,0,0
642,"One word for ","Neutral",0,0,0
643,"Overall @BobbyJindal was the big winner yesterday. I expect to see him in the prime time debates next ","Neutral",0.5,1,0.586
644,"THESE PEOPLE NEED TO HAVE A SEAT!! ","Neutral",0,0,0
645,"RT @nascarcasm: WHAT WE LEARNED: Ronda Rousey can knock someone out in less time than it takes for a politician to answer a question. ","Neutral",0,0,0
646,"Who won? Are more people talking about this picture w/ @HillaryClinton or the ","Neutral",0.6,1,0.572
647,"Am I the only one wondering if Rubio &amp; his wife play Marco Polo when they have sex? Except replace Polo with Rubio. ","Neutral",0,0,0.34
648,"This is an amazing degree of commitment to a running joke http://t.co/VpxxlxEvHi ","Positive",0.533,1,0.822
649,"Watching the ","Neutral",0,0,0
650,"RT @pacsgirl36: @rushlimbaugh yep @megynkelly sucked at ","Neutral",0,-1,-0.202
651,"At ","Neutral",0,0,0
652,"RT @GtownHeckler: Huckabee: ""I'm actually boys with G-d, and he's telling me he didn't say any of this to any of these guys."" #GOPDebate","Neutral",0,0,0
653,"BHeartland thoughts on ","Neutral",0,0,0
654,"","Neutral",0,0,0
655,"@juliaturner @Slate It's about time they admit to something. Truthfully if the didn't then we would call them out on it. ","Negative",-0.2,1,0.572
656,"Since @FoxNews wants to talk about campaign donations, let's talk.
@rupertmurdoch @realDonaldTrump
#GOPDebate http://t.co/7n0VLjf2sN","Negative",0,0,0
657,"EXCELLENT .@michellemalkin WOW ","Positive",0.7,1,0.874
658,"","Negative",0,0,0
659,"RT @aqv21: How ","Neutral",0,0,0
660,"RT @palmaceiahome1: The goal of ","Neutral",0,0,0
661,"RT @comcatholicgrl: ""When the government tries to invade the Church, it's time to resist"" -@RandPaul #GOPDebate","Positive",0,-1,0
662,"#Awkord is correct. What was that suppose to mean, ""Talk to the hand""?    @Cameron_Gray @writingdownpat #FoxDebate #GOPDebate","Negative",0,1,0.494
663,"#GOPDebate reassured of affinity Republicans have with Kurdish militants. If elected president Jindal said he'll ""arm the Kurds"" i.e. PYD.","Positive",0.2,1,0.402
664,"Unreleased footage of ","Negative",0,0,0
665,"#PlaybookBreakfast yesterday: ""What we'll see tonight is...on every issue they're all the same"" Was @davidbrockdc correct about #GOPDebate?","Neutral",0,1,0
666,"Yup! Bipartisan all the way! ","Neutral",0,0,0
667,"Wow ","Positive",0.8,0,0.586
668,"","Positive",0,0,0
669,"RT @BernardGoldberg: Does Donald EVER answer a direct question? ","Negative",0,0,0
670,"Anyone unhappy about last night's debate. This should cheer you up. ","Neutral",0,0,0.128
671,"@bkshelvesofdoom Alas, stating true facts does not always effectivley squelch stupid, bone-headed and moronic ideas. See Also: #GOPDebate","Neutral",-0.067,-0.2,-0.751
672,"RT @brianmrosenthal: ICYMI: At #GOPDebate, @RandPaul calls out Houston Mayor Annise Parker over #HERO controversy: http://t.co/qxB1edQOzN","Positive",0,-1,0.652
673,"It was truly amazing how derogatory the ","Neutral",0.8,0,0.772
674,"RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. ","Negative",0.3,0.333,0.153
675,"What would you say to a real life woman with rights and stuff? ","Neutral",0,1,0
676,"RT @kwrcrow: When will they learn? @FoxNews @megynkelly attack @realDonaldTrump and he wins @TIME &amp; @DRUDGE poll. ","Positive",0.3,0.333,0.153
677,"RT @goldietaylor: Closing statements! ","Negative",0,0,0
678,"RT @kwrcrow: Dr. Carson remark on DC having half a brain, best line #GOPDebates.","Positive",0.6,1,0.637
679,"I can't wait for Hillary Clinton to put the ","Negative",0,-1,0
680,"Martha MacCallum gets credit for asking whether Christians have a religious liberty double-standard for Muslims ","Negative",0,1,0.718
681,"Well that was.....amusing....now time for Project Runway Season 14!!! Yippie!!! ","Neutral",0,1,0.505
682,"RT @MelissaGracey: Credit for this joke goes to someone else but it is funny! ","Positive",0.6,1,0.761
683,"2 drinks -#Trump said ""great, great."" #GOPDebates","Positive",0.6,1,0.848
684,"RT @Sarhan_: So, @Tedcruz remarks about #Sisi in #GOPDebate will make the front page of every newspaper in #Egypt: https://t.co/5H5PRwi7jU","Neutral",0,0,0
685,"Great article about the craziness that was last night's ","Positive",0.6,0,0.361
686,"@InaMaziarcz Remember, kids. #jebbush is the ""smart"" brother.  #gopdebates","Neutral",0.2,1,0.402
687,"Advice to ","Negative",0,0,0
688,"Not Usually In To Politics...But This Is Good Entertainment ","Positive",0.6,1,0.691
689,"RT @jaret2113: Jeb could whoop Trumps ass in corn hole. ","Negative",-0.8,-1,-0.542
690,"RT @2DOPEANTIBHVR: so u want us to build a wall ","Negative",0.2,0,0.148
691,"RT @ericstonestreet: Trump has Cam hands. ","Positive",0,0,0
692,"RT @monaeltahawy: Has any candidate received a word from God?! Presidential hopefuls?! This is America?! Christian Brotherhood of America ","Neutral",0.2,1,0.545
693,"I bet Rand Paul consults Todd Palin on the best place to service his snowmobile when he visits AK ","Neutral",0.6,1,0.637
694,"RT @SalMasekela: Rand Paul should have gone with, 'I've got curly hair!' and dropped the mic. #GOPDebates","Negative",0,0,0
695,"RT @ChakerKhazaal: ","Negative",0,0,0
696,"RT @goodmanhere2: He was almost to Bitches &amp; hoes. ","Neutral",-1,-1,-0.561
697,"#DebateWithBernie #GOPDebates #FoxNews #FoxDebates Wish I'd seen Bernie's live-tweet and watched that, instead. http://t.co/7Qk0PEAecW","Neutral",0.2,0,0.402
698,"Now we are down to the real nitty-gritty how is GOD helping you candidates oh please tell us ","Neutral",0.267,1,0.746
699,"RT @Desdemona4U: It was unfathomable that @megynkelly would ask Wasserman-Schultz to do a postmortem on the ","Neutral",0,0,0
700,"This ","Positive",0,0,0
701,"I hope people aren't so reality tv exposed that they only love that Paul and Christi raised voices.  ","Negative",0.267,1,0.761
702,"No channel to watch now. #CNN is liberal,#FNC &amp; @megynkelly r #RNC hitman #crony . @realDonaldTrump dont join #GOPDebate anymore #GoTrump","Negative",0,1,-0.475
703,"GOP Debate News - Trump Shocks GOP Faithful - http://t.co/v4wnjcy9Sw - ","Negative",0.1,0,0.077
704,"FloridaMEP: RT IMPOmag: ","Neutral",0,0,0
705,"RT @DeenaZaruCNN: .@RealBenCarson: Thank you Megyn, I wasn't sure I was going to to get to talk again #GOPDebate http://t.co/GNnn9idoNs","Positive",0.4,1,0.138
706,"RT @goldietaylor: Huckabee. ","Negative",0,0,0
707,"So Trump uses the GOP stage as he wants but reserves the right to destroy GOP chances in 2016 at any time? Great GOP leadership. ","Neutral",0.133,0.333,0.477
708,"#ableg #gopdebate On how the #lgbtq community is careing, kind and hospitable and Christian faith is not ""hateful.""  http://t.co/MGsU7VMaIO","Negative",0.3,0.333,0.833
709,"RT @TrotAlex: Sorry @edhenry I was not offended by @realDonaldTrump ! As a woman I was offended by @megynkelly !!! ","Neutral",-0.333,-0.333,-0.407
710,"RT @SupermanHotMale: And the winner is... The Koch Brothers ","Neutral",0.8,1,0.586
711,"It's a wrestling match. ","Neutral",0,-1,0
712,"@RealAlexJones @libertytarian @JakariJax @LeeAnnMcAdoo Wether @realDonaldTrump is a trojan horse or not, is he worth a punt? #GOPDebate","Negative",0.4,1,-0.169
713,"Trump: Bush admin ""A catastrophe""and the audience tried to clap.  They didn't know what to do. #GOPDebates #GOPDebacle","Neutral",-0.6,-1,0
714,"RT @optibotimus: Know what's funny....the ","Positive",0.8,1,0
715,"Don't divide, unite because everybody rises with failed trickle down economics #GOPdebates","Neutral",-0.4,-0.333,-0.511
716,"@PoliSciUMN did Ted Cruz just misspeak when he said during his closing statement that he would ""persecute religious liberty?"" #GOPDebate","Negative",-0.4,-0.333,0.077
717,"Someone has something to say to @LindseyGrahamSC ","Negative",0,0,0
718,"Ghana got swag  RT' &amp; DL' ","Positive",0,0,0
719,"Twitter declares Carly Fiorina the ","Neutral",0,0,0
720,"RT @OhioBATs: yes we need to listen to this ","Negative",0.2,0,0.402
721,"Trump is going to claim God gave him a campaign contribution. ","Negative",0.2,1,0.273
722,"RT @kayleymelissa: ","Negative",0,0,0
723,"RT @NumbersMuncher: Donald Trump is the guy who flips the Risk board over once he realizes he can't overtake Asia. ","Neutral",-0.4,-1,-0.273
724,"nobamanoway: https://t.co/M2zI6acgnO RT AnneBayefsky: .GovMikeHuckabee: ","Negative",0,0,0
725,"This @PFTcommenter troll job of last night's ","Positive",0,0,0
726,"We can do better ","Negative",0.4,1,0.44
727,"Unborn can't yet speak but have more rights ","Neutral",0,1,0
728,"And China has as many mentions as Honduras. Priorities, man. #GOPDebates","Neutral",0,0,0
729,"Now that the dust is settling from last night, it's becoming clear that #JohnKasich won and helped himself the most. #GOPDebate #2016","Positive",0.4,1,0.743
730,"Carly Fiorina was the big winner tonight in my opinion.Seemed 2b coolest,most competent leader in both #GOPdebates. #TrumpFiorina #GOPDebate","Neutral",0.467,1,0.727
731,"@carlyfiorina ","Positive",0,0,0
732,"How sweet. @ChrisChristie has family who served. What does anything he is saying have to do with veterans? ","Positive",0.4,1,0.459
733,"You hear that, GOP candidates? Kasich said God wants America to succeed.  Too bad some of you, at least, wanted America to fail! #GOPDebates","Positive",-0.267,-0.5,-0.457
734,"Win and you know it Roger!!!! ","Neutral",0.8,1,0.716
735,"RT @NYMag: Hillary Clinton spent ","Negative",0,0,0
736,"RT @ReelQuinn: Pretty sure Ted Cruz was one of the Darrens from Bewitched. #GOPDebate
 #Derwood","Negative",0.2,1,0.67
737,"Told you! And he called @govsandoval ??? ","Negative",0,0,0
738,"@sallykohn Somebody has slept through the last few election cycles. Not to mention complete and utter lack of enthusiasm on left. ","Neutral",-0.4,0,0.146
739,"","Negative",0,0,0
740,"RT @Bipartisanism: When watching the #GOPDebate remember that ""Jose didn't take your job, Goldman Sachs did. http://t.co/ChHZB49T0W","Negative",0,0,0
741,"Catching up on my ","Negative",0,0,0
742,"RT @rebleber: Not mentioned in the #GOPdebate:
Voting rights
Climate change
Gun violence
Police shootings
Student debt
Inequality","Negative",-0.4,-0.5,-0.84
743,"RT @_HankRearden: Trump haters seem especially mad today. I wonder why lol? Whiny little bitches should get over it. ","Negative",-0.4,-1,-0.788
744,"RT @shannonrwatts: The ","Negative",0,0,0
745,"Steps to help you understand #KKKorGOP: 1) define rhetoric, 2) consume #GOPDebate rhetoric, 3) spot similarities. https://t.co/lkuHW2NRXs","Negative",0.4,1,0.402
746,"RT @louvice: Donald Will Go Independent! RubioNever Shows up 4 Work! ","Positive",0,0,0
747,"RT @iDXR: The Republicans are telling on America tonight. ","Neutral",0,0,0
748,"Kind of glad I didn't get to watch the ","Positive",0.5,1,0.403
749,"@ShawnSuth Don't be misled. It was like a 5/10 tweet party. The #GOPDebate, on the other hand, would have been incredible.","Positive",0.4,0,0.813
750,"RT @CamelotGypsy: @maddow So while everyone was watching ","Negative",0,0,0
751,"RT @OnceUponALiz: I'm about as Bernie Sanders as they come, but my god, HOW is Marco Rubio not ahead of his race by 40+ points? #GOPDebates","Positive",0.2,0,0.392
752,"Actually Trump, we live in the least violent time in human history. #GOPDebate","Positive",-0.6,-1,0.485
753,"","Neutral",0,0,0
754,"Jeb Bush and Rand Paul were the only ones to see their odds rise during the ","Positive",0,0,0
755,"hey look- the ","Negative",0,0,0
756,"RT @diegueno: what working people missed in the ","Negative",-0.4,0,-0.296
757,"Republicans: ""I have a black friend and a gay friend. They're the same person. I can only expand so much. 'Murica."" #GOPDebates","Neutral",0.2,1,0.827
758,"","Negative",0,0,0
759,"RT @ThePatriot143: You Don't have to support Trump to realize that every question was delivered in a Backhanded manner ","Neutral",0.4,1,-0.309
760,"Props to @FoxNews for the GREAT questions.  @megynkelly @BretBaier @FoxNewsSunday ","Positive",0.6,1,0.703
761,"","Negative",0,0,0
762,"RT @2noame: Oh God. ","Negative",0.2,0,0.273
763,"RT @ShawnDrurySC: Jeb: My father was...OH NEVERMIND. Parenting is so overrated. ","Negative",0,0,0
764,"RT @IDG375: 17 candidates, 2 debates, 1 Donald Trump and plenty to fact-check http://t.co/QFedZq4q5z via @PolitiFact #GOPFAIL #GOPDEBATE","Neutral",0,0,0
765,"A little history from yours truly re: immigration sparring in ","Neutral",0,0,0.44
766,"RT @ShunStrickland: When people tell you who they are, believe them. #GOPDebate","Negative",0,0,0
767,"Could the ""pundits"" be wrong? They usually are! http://t.co/NB3btm8FFd #GOPDebate #DeBaitandSwith #iTalkUS #WakeUpAmerica","Negative",-0.4,-1,-0.525
768,"During #FoxNews' #GOPDebate, #MegynKelly was suffering from delusions that she was a #Minnesota dentist, and #DonaldTrump was #CecilTheLion.","Positive",-0.4,-1,-0.477
769,"RT @RWSurferGirl: I'm really really really pissed off at FOX News for what they did to @realDonaldTrump ","Negative",-0.8,-1,-0.721
770,"RT @puddinstrip: who's up for a post debate fuck on the hood of my Chevy? ","Neutral",-0.8,-1,-0.542
771,"RT @ericstonestreet: Trump has Cam hands. ","Negative",0,0,0
772,"RT @Wilberforce91: One of my favorite things about the ","Neutral",0.4,1,0.459
773,"#GOPDebates - put all of those men on stage in one body and you still don't have one decent President. 
#IStandWithObama
#Hillary2016","Negative",0,1,0
774,"RT @KEEMSTARx: The black guy is smart as fuck! ","Negative",-0.3,0,-0.271
775,"I know someone has the finalized amount of time each candidate had to speak, send it to me pls!
#GOPDebate","Negative",0,0,0.151
776,"","Negative",0,0,0
777,"RT @GretchenCarlson: ""Take a bottle of white out with me to Pres Obamas policies"" @GovernorPerry #GOPDebate @FoxNews @foxnewspolitics","Negative",0,0,0
778,"After last night's #GOPDebate, I think it's clear that #JohnMcCain is the Aegon Targaryen of the #Republican Party.
#GameofThrones","Negative",0.2,0,0.649
779,"Ben Carson was right to be angry, but next to Rand Paul and Donald Trump, he was downright passive. #GOPDebate","Neutral",-0.4,0,0.013
780,"","Negative",0,0,0
781,"Fix New Jersey first @ChrisChristie ","Negative",0,0,0
782,".@brithume: ""I think we have a clear winner ... Carly Fiorina"" #GOPDebate #Carly2016 https://t.co/3JmYdIdcdf","Positive",0.5,1,0.751
783,"RT @DonnieWahlberg: Enjoyed the ","Neutral",0,1,0.511
784,"RT @KristinMCoppens: So uh, climate change, eh guys? #GOPDebate http://t.co/VNkJJiOQGJ","Negative",0,0,0
785,"Shorter @JohnKasich: ""I am proud to embrace the Obama agenda &amp; expand government in Ohio.""  #RINO #GOPDebate #tcot #teaparty @gop","Negative",0.267,1,0.772
786,"Biggest Loss ","Neutral",-0.6,-1,-0.318
787,"Mush? Bayonets? What is this, Walker? A Revolutionary War site or #GOPDebates","Neutral",-0.4,0,-0.664
788,"RT @_ciaradanix3: where's @wakaflocka during this presidential debate? ","Negative",0,0,0
789,"RT @BettyFckinWhite: So Donald Trump is Biff from Back to the Future 2? ","Negative",0,0,0
790,"RT @mashablegif: Ran Paul's eye roll is on point. ","Neutral",0,0,0
791,"RT @scrowder: Talking all things #GOPDebate. Specifically, the complete massacre that happened at the hands of Carly Fiorina. #LwC","Negative",0,-1,0
792,"RT @ericstonestreet: Trump has Cam hands. ","Neutral",0,0,0
793,"Tonight on @andersoncooper: my uncle @DrNickMorgan, communicator &amp; body language analyst extraordinaire versus #GOPDebate","Neutral",0,0,0
794,"RT @OnlyInBOS: My closing statement. ","Negative",0,0,0
795,"RT @SalMasekela: That moment you realize you're watching Fox News and your not in handcuffs. ","Negative",0,0,0
796,"RT @megynkelly: .@realDonaldTrump on giving to ","Positive",0,0,0.34
797,".@realDonaldTrump totally dominates @DRUDGE_REPORT and @TIME ","Positive",0,0,0.126
798,"RT @e_sibe: ","Neutral",0,0,0
799,"RT @Writeintrump: Anyone know why Megan Kelly was so pissed at me during the ","Neutral",-0.8,-1,-0.67
800,"Watching the #GOPDebate from last night. Ouf, it's tough hearing Donald Trump speak. Gonna be a long road to the Republican nomination.","Negative",0,-1,-0.128
801,"RT @funnyordie: It's not whether you win or lose, Donald. The only thing that matters in life is not winding up like you. #GOPDebate","Negative",0.467,0.333,-0.777
802,"Ack! Did the ","Neutral",0,0,0
803,"RT @rumpfshaker: BOOM. @GovernorPerry remark getting replayed that he would rather have @CarlyFiorina negotiating ","Neutral",0,0,0
804,"How is it Hollywood can't get Dr. Doom right once and foxnews got it right 10 times last night? ","Positive",-0.4,0.333,0.309
805,"Best part of the ","Neutral",0.6,1,0.637
806,"RT @RyanMauro: Arab columnist praises @realDonaldTrump ","Negative",0.6,1,0.527
807,"RT @lowrancc: ""We're borrowing $1M a minute. It's gotta stop somewhere."" #StandWithRand #GOPDebate http://t.co/s7ukcFcEfB","Positive",-0.2,0,-0.296
808,"@civilrightsorg Who's the real illegal alien ","Neutral",-0.6,-1,-0.557
809,"","Negative",0,0,0
810,"Twitter hype ranks down GOP 60min:
1 Kasich -3
2 Santorum -1
3 Bush -1
#GOPDebate
https://t.co/F687D6Objl
#potus2016","Negative",0,0,0
811,"After reading many articles, the general consensus is that the best performance came from Rubio, Kasich, and Cruz, in that order. #GOPDebate","Neutral",0.6,1,0.637
812,"RT @AmandaJoGomez: Me: *watches the #GOPDebate *
Me: *looks directly into the camera like I'm on The Office*","Neutral",0.4,1,0.361
813,"Orange is the new... President? :-) ","Neutral",0,0,0.318
814,".@CarlyFiorina Shows How to Push Back Against Matthews on @Hardball ","Positive",0,-1,0
815,"Ok goodbye ","Negative",0,0,0.34
