"token","afinn","n"
"recoup",0,1
"rectal",0,1
"recycle",0,1
"recycled",0,1
"redo",0,1
"reduces",0,1
"reducing",0,1
"referenced",0,1
"references",0,1
"refers",0,1
"reflection",0,1
"reflector",0,1
"refrigerator",0,1
"regularly",0,1
"regulations",0,1
"reheat",0,1
"relaxing",0,1
"released",0,1
"releases",0,1
"releasing",0,1
"reliable",0,1
"reliably",0,1
"remained",0,1
"remarked",0,1
"remedies",0,1
"remodels",0,1
"removed",0,1
"reordering",0,1
"repack",0,1
"repacked",0,1
"repairing",0,1
"repairs",0,1
"repaste",0,1
"repeated",0,1
"repeatedly",0,1
"reply",0,1
"report",0,1
"represent",0,1
"reputable",0,1
"reputation",0,1
"requesting",0,1
"requirements",0,1
"residence",0,1
"resin",0,1
"resistors",0,1
"resize",0,1
"resolved",1,1
"resources",0,1
"restarted",0,1
"rests",0,1
"resulting",0,1
"retailers",0,1
"retain",0,1
"retainer",0,1
"rethink",0,1
"retired",0,1
"returns",0,1
"reuse",0,1
"reused",0,1
"reverberated",0,1
"reverted",0,1
"reviewers",0,1
"reward",1,1
"rework",0,1
"ride",0,1
"ridges",0,1
"rigged",-1,1
"rigorous",1,1
"rim",0,1
"ringer",0,1
"rinse",0,1
"ripping",0,1
"rise",0,1
"risk",-1,1
"rivet",0,1
"rivets",0,1
"rochester",0,1
"rock",0,1
"rocks",0,1
"rod",0,1
"roller",0,1
"rotate",0,1
"rotated",0,1
"rotor",0,1
"roughly",0,1
"round",0,1
"route",0,1
"row",0,1
"rows",0,1
"rub",0,1
"rubbermaid",0,1
"ruler",0,1
"rv",0,1
"s10",0,1
"sacrificial",0,1
"sacrificing",0,1
"sadness",0,1
"saliva",0,1
"salon",0,1
"san",0,1
"saturday",0,1
"saver",0,1
"scales",0,1
"scapel",0,1
"scoop",1,1
"scotch",0,1
"scraped",0,1
"scratch",0,1
"screechy",0,1
"screen",0,1
"screwless",0,1
"screwy",0,1
"scrubby",0,1
"sealed",0,1
"sealer",0,1
"seals",0,1
"seams",0,1
"seated",0,1
"seatpost",0,1
"seats",0,1
"sec",0,1
"secured",1,1
"security",0,1
"seldom",0,1
"selected",0,1
"selector",0,1
"sells",0,1
"sentimental",0,1
"separate",0,1
"separated",0,1
"separately",0,1
"separation",0,1
"seperately",0,1
"serrated",0,1
"serve",0,1
"served",0,1
"serviced",0,1
"servicing",0,1
"settings",0,1
"settle",0,1
"settles",0,1
"shake",0,1
"shaken",0,1
"shampoo",0,1
"shank",0,1
"shanks",0,1
"shaped",0,1
"share",1,1
"shark",0,1
"sharpening",0,1
"shave",0,1
"shear",0,1
"sheath",0,1
"sheeting",0,1
"shell",0,1
"shelling",0,1
"sheryl",0,1
"shift",0,1
"shim",0,1
"shiped",0,1
"shirts",0,1
"shocked",-1,1
"shocks",-1,1
"shoddy",0,1
"shoes",0,1
"shoot",-1,1
"shooter",0,1
"shoots",0,1
"shortwave",0,1
"shoulda",0,1
"shrink",0,1
"shut",0,1
"sideways",0,1
"sierra",0,1
"sign",0,1
"signal",0,1
"signs",0,1
"sill",0,1
"silverado",0,1
"similarly",0,1
"simplify",0,1
"simultaneously",0,1
"singular",0,1
"site",0,1
"sites",0,1
"sized",0,1
"slather",0,1
"sleeves",0,1
"sli",0,1
"slicker",1,1
"slid",0,1
"slight",0,1
"slim",0,1
"slipping",0,1
"sliver",0,1
"slop",0,1
"slopes",0,1
"slots",0,1
"slowly",0,1
"smal",0,1
"smart",1,1
"smoker",0,1
"smoothing",0,1
"snip",0,1
"snot",0,1
"snow",0,1
"snug",0,1
"snuggly",0,1
"soak",0,1
"soaps",0,1
"soccer",0,1
"sodium",0,1
"software",0,1
"soggy",0,1
"soil",0,1
"soiled",0,1
"soiling",0,1
"solder",0,1
"someting",0,1
"sonicares",0,1
"sonoma",0,1
"sorta",0,1
"sounds",0,1
"spacers",0,1
"spaces",0,1
"spacing",0,1
"spaghetti",0,1
"span",0,1
"spare",0,1
"spares",0,1
"speak",0,1
"specifications",0,1
"speeds",0,1
"speedy",0,1
"spilled",0,1
"spills",0,1
"spin",0,1
"spinning",0,1
"spite",0,1
"splay",0,1
"splitter",0,1
"splitter's",0,1
"spoiled",0,1
"spotted",0,1
"sprays",0,1
"spreading",0,1
"sprinkler",0,1
"spritz",0,1
"sq",0,1
"squeeeek",0,1
"squeeking",0,1
"squeeky",0,1
"squeezing",0,1
"squirting",0,1
"squish",0,1
"squishy",0,1
"ss",0,1
"sssh",0,1
"stacked",0,1
"stacks",0,1
"staff",0,1
"stain",0,1
"stained",0,1
"stair",0,1
"stamping",0,1
"standards",0,1
"stands",0,1
"staple",0,1
"staplers",0,1
"stapling",0,1
"starrets",0,1
"startup",0,1
"steamfast",0,1
"stem",0,1
"stepping",0,1
"sticker",0,1
"sticking",0,1
"stiff",0,1
"stiffer",0,1
"stimulation",0,1
"stip",0,1
"stone",0,1
"stoner",0,1
"storage",0,1
"stove",0,1
"stoves",0,1
"str8",0,1
"straddle",0,1
"stranded",0,1
"strange",-1,1
"stress",0,1
"stretched",0,1
"stretches",0,1
"strewed",0,1
"strikes",-1,1
"stripped",0,1
"strobe",0,1
"studied",0,1
"studs",0,1
"stuffed",0,1
"stupid",-1,1
"sturdier",0,1
"subsequent",0,1
"subsequently",0,1
"substitute",0,1
"succeeded",0,1
"sucky",0,1
"suffers",-1,1
"sufficient",0,1
"suits",0,1
"sulfate",0,1
"superglue",0,1
"supervisor",0,1
"supplies",0,1
"support",1,1
"supported",1,1
"supposeed",0,1
"surely",0,1
"surge",0,1
"surgery",0,1
"surgical",0,1
"surprisingly",0,1
"suspect",-1,1
"sustain",0,1
"suv",0,1
"swabs",0,1
"swat",0,1
"sweat",0,1
"swedish",0,1
"swimming",0,1
"swing",0,1
"switches",0,1
"switching",0,1
"swivel",0,1
"symptoms",0,1
"sync",0,1
"syringes",0,1
"systems",0,1
"tab",0,1
"table",0,1
"tables",0,1
"tactical",0,1
"tailcap",0,1
"taiwanese",0,1
"taller",0,1
"tapered",0,1
"tartan",0,1
"taught",0,1
"te'll",0,1
"teacher",0,1
"teenager",0,1
"teh",0,1
"telephone",0,1
"tells",0,1
"temples",0,1
"temporary",0,1
"tensile",0,1
"tensions",0,1
"tents",0,1
"teria",0,1
"terms",0,1
"terribly",-1,1
"tests",0,1
"thankyou",0,1
"theft",0,1
"thermals",0,1
"theses",0,1
"thickens",0,1
"threading",0,1
"threshold",0,1
"thrilled",1,1
"throttle",0,1
"throwing",0,1
"thumb",0,1
"timely",0,1
"tinted",0,1
"tip's",0,1
"tipped",0,1
"tired",-1,1
"tl",0,1
"toast",0,1
"toddlers",0,1
"toggle",0,1
"tolerances",0,1
"ton",0,1
"tone",0,1
"tonight",0,1
"toohtbrushes",0,1
"tooling",0,1
"toothpicks",0,1
"torn",-1,1
"torsioning",0,1
"tossed",0,1
"tounge",0,1
"towels",0,1
"tpi",0,1
"traced",0,1
"traces",0,1
"tracing",0,1
"track",0,1
"tradesman",0,1
"traditional",0,1
"trail",0,1
"trails",0,1
"trained",0,1
"transit",0,1
"translucent",0,1
"transportability",0,1
"trapped",-1,1
"treadmill",0,1
"treated",0,1
"treats",0,1
"tremendously",0,1
"triangular",0,1
"triceps",0,1
"trickle",0,1
"tricky",0,1
"triggers",0,1
"triple",0,1
"troubles",-1,1
"troubleshooting",0,1
"truing",0,1
"trys",0,1
"tub",0,1
"tubing",0,1
"tug",0,1
"turlen",0,1
"turnings",0,1
"twenty",0,1
"tx3",0,1
"typically",0,1
"u.s.a",0,1
"ubiquitously",0,1
"um",0,1
"unacceptable",-1,1
"unavoidable",0,1
"unbroken",0,1
"understandable",0,1
"understatement",0,1
"undo",0,1
"undone",0,1
"uneven",0,1
"unhindered",0,1
"uniform",0,1
"unintentional",0,1
"unlabeled",0,1
"unlucky",0,1
"unpainted",0,1
"unplug",0,1
"unpluged",0,1
"unplugging",0,1
"unscrew",0,1
"unscrewed",0,1
"unse",0,1
"unsoldered",0,1
"untangle",0,1
"upright",0,1
"ups",0,1
"upset",-1,1
"usability",0,1
"useable",0,1
"useage",0,1
"usefully",0,1
"users",0,1
"utilization",0,1
"vaccine",0,1
"vaccum",0,1
"vacuuming",0,1
"vallhla",0,1
"valuable",0,1
"values",0,1
"valves",0,1
"van",0,1
"variable",0,1
"variance",0,1
"variation",0,1
"varies",0,1
"vc",0,1
"velcro",0,1
"vender",0,1
"vent",0,1
"ventilation",0,1
"versatile",0,1
"vetmedusa",0,1
"vg",0,1
"vibrated",0,1
"vibration",0,1
"vice",0,1
"victim",-1,1
"videos",0,1
"view",0,1
"vigorous",0,1
"vine",0,1
"viscosity",0,1
"vise",0,1
"visible",0,1
"visibly",0,1
"visual",0,1
"vitamins",0,1
"voltages",0,1
"wag",0,1
"waists",0,1
"wake",0,1
"walk",0,1
"walls",0,1
"walmart's",0,1
"warehouse",0,1
"warmer",0,1
"warranty",0,1
"wash",0,1
"wasnt",0,1
"wasting",-1,1
"watched",0,1
"watery",0,1
"watts",0,1
"wb",0,1
"weaker",0,1
"wearable",0,1
"webbing",0,1
"wedged",0,1
"weigh",0,1
"weighs",0,1
"weird",-1,1
"weldbond",0,1
"whistles",0,1
"whit",0,1
"whiteboard",0,1
"widening",0,1
"wider",0,1
"width",0,1
"william",0,1
"wimpy",0,1
"wind",0,1
"windows",0,1
"windy",0,1
"wired",0,1
"wiring",0,1
"wise",0,1
"withe",0,1
"withstand",0,1
"wonderfully",0,1
"wonders",0,1
"wont",0,1
"woodstove",0,1
"worded",0,1
"work's",0,1
"workbench",0,1
"world",0,1
"worn",-1,1
"worths",0,1
"worthy",1,1
"would've",0,1
"woven",0,1
"wraped",0,1
"wrapped",0,1
"wrapping",0,1
"wrongly",0,1
"x2",0,1
"x8",0,1
"xeon",0,1
"yard",0,1
"yesterday",0,1
"youd",0,1
"yrs",0,1
"zep",0,1
"zip",0,1
"ziplocks",0,1
