"id","text","rating","afinn","lsd","vader","afinn_binary","lsd_binary","vader_binary"
288,"My hon Friend is developing a powerful case. As I recall, the Government undertook a consultation online on the very issue of auditors' liability, which ended in March this year. If so, why have the Government not introduced any provisions in the Bill in that regard? One would have thought that they would have had ample time to have reached a conclusion on the consultation and included some provisions in the Bill, making new clause 1 unnecessary.Could not the situation be worse than my hon Friend describes? Under joint and several liability, the plaintiff can choose who to sue; he does not have to sue every person who may share responsibility, so it would be perfectly possible for a liquidator to mount an action against the auditors and not bother with the directors of the company.Will my hon Friend clarify a matter that may indicate whether the hon Member for Newcastle upon Tyne, Central  made a valid point in his intervention? If my hon Friend is arguing that we should accept new clause 1 and the associated new clauses, that is a perfectly legitimate point to make, but if he is urging us to accept new clause 1 and is saying that its operation should be retrospective, the hon Gentleman's point might have some merit.Would there not be a further benefit if liability could be limited by entering into free contractual negotiations because there would be no need to alter the law on negligence, which is a tort?If limited liability were in place, might not the auditing work be more attractive to the smaller companies, which would enter the market?I am listening carefully to the hon Gentleman's argument, but what is the rationale in new clause 10 for extending the duty of care to existing shareholders, but not future shareholders who may rely on a previous auditor's report?The flaw in my hon Friend's argument is that if new clause 4 became law, a thrusting, up and coming firm might say, ""We will offer better contractual terms than the four auditors in the cartel."" That would weaken the cartel, rather than strengthen it, and more big players would enter the arena.The debate has been interesting. I congratulate my hon Friend the Member for Sutton Coldfield  on having done his homework. I trust that the Minister has done her homework too, although Conservative Members fear that it has been retained on the desk of the Chancellor of the Exchequer. The hon Member for Newcastle upon Tyne, Central  also made an interesting and thoughtful speech. If the Minister has other things to do this afternoon, she could rise to the Dispatch Box and indicate that she is minded in principle to accept one of the new clauses tabled my hon Friend the Member for Sutton Coldfield, and we could all get away earlier. It is odd that the DTI conducted a consultation on auditors' liability. The consultation commenced in December 2003 and specifically covered that issue. Responses were requested by 12 March this year, so the closure date has long since passed. One would expect the Minister to have assessed the value of that consultation and to have reached a policy decision. I do not like piecemeal legislation or a piecemeal approach to problems, which is the approach taken in the Bill. A full overhaul of company law is required and provisions such as the new clauses tabled by my hon Friend the Member for Sutton Coldfield should be encompassed in wider company law legislation. I am therefore disappointed that the Government are seeking to proceed in one area, while we await whatever proposals they may have to change company law in the future. My hon Friend the Member for Sevenoaks  said that he was attracted to new clause 1, which I, too, find the most attractive of those tabled by my hon Friend the Member for Sutton Coldfield. However, I do not share his concern about new clause 4, which could have the opposite effect to that which he suggests; that is, it could lead to mid-market firms entering the marketplace, thereby weakening the cartel that was mentioned by the hon Member for Newcastle upon Tyne, Central. New clause 4 is not as bad as my hon Friend suggests, because it seeks to allow free contractual relations to take place. The benefit of proceeding in that way is that the law on negligence does not need to be reviewed because free contracting parties are allowed to build into their agreements a scope on the limit of liability. The hon Member for Newcastle upon Tyne, Central spoke eloquently to his new clause 10. Looking at its precise wording, I see nothing that is incompatible with new clause 1; indeed, it could be a supplement to the provisions of new clauses 1 or 4. There is no conflict between taking a twin-track approach in allowing free contractual relations and imposing the duty, as would new clause 10, that before any exemption or contractual limitation is agreed, the shareholders and employees must have a statement. That would be a belt and braces approach. In supporting new clause 1, I am also somewhat attracted to new clause 10, which is in no way incompatible with the argument advanced by my hon Friend the Member for Sutton Coldfield.I am attracted to a duty of care provided that it is circumscribed and well defined so as to avoid court actions of the sort that take place all too often in the United States. I hope that the Minister will be prepared to respond positively to the constructive suggestions that have been made, particularly by my hon Friend the Member for Sutton Coldfield, and that she will tell us what action the Government intend to take.",1,0.53448275862069,0.279024009708666,0.999,"1","1","1"
289,"The hon Gentleman mentions football, but does he not think that we have things to learn from other countries? I believe that in Belgium the aim is that any 19 or 20-year-old from across society will have touched the ball in football about 200 million times. That is building quite a high pyramid of talent, as we have seen in the Belgian national team at the moment, from what is being done at the grassroots. We could and should be learning from other countries.",1,0,1.94591014905531,0.572,"0","1","1"
290,"I am grateful to my hon Friend. The intervention from the hon Member for Peterborough  gives away how the Conservatives are prepared to dance on a pinhead in order to support the Bill. To suggest that an employer would be better off to contract with each employee individually to collect their union dues, rather than to do so collectively through the trade unions, is barmy.",1,2,2.39789527279837,0.914,"1","1","1"
291,"Does the Minister accept that, before the changes were introduced, elderly people in homes in Kent were resourced by London to an extent that was up to two and a half times as much as Kent was given to pay for them? Now, however, the settlement being given to Kent is, at 3.9 per cent., one of the lowest in the entire country. The pensioners and schoolchildren of Kent are being robbed by a settlement far below the national average.",0,-0.333333333333333,0,-0.103,"0","0","0"
292,"The hon Gentleman is being very generous with his time. He has made it clear that he wants to talk about the issue before us rather than others. Labour Members say in new clause 1 that they want a review after 15 months. Despite speaking for more than 10 minutes, he has not addressed that. Has Labour assessed how much a review would cost and whether it would divert resources from the Treasury?Forgive me for intervening again, but I do not think the hon Gentleman heard my question: how much would the review cost?",0,1.25,0.847297860387204,0.558,"1","1","1"
293,"The Minister may be aware that in the last few hours, I have had a conversation with the head of Culham Centre for Fusion Energy, who says that the Government are moving in the right direction on this, and have already agreed to pay for an association and are moving in the right direction on that. If the Minister is going to oppose the amendment, he has my full support and that of the head of Culham.",1,1.6,1.09861228866811,0.67,"1","1","1"
294,"I had hoped to make my maiden speech last Friday on my private Member's Bill, to pay homage in some small way to the great lady, the former Member for Finchley, who famously made her maiden speech on Second Reading of her successful private Member's Bill. I am grateful to colleagues on both sides of the House for giving it its Second Reading without objection, and I am happy today to support the Second Reading of this Bill. Let me begin by thanking my predecessor, Humfrey Malins, for his long record of service to his constituents and to this House. He was an extremely assiduous constituency MP for Croydon, North-West and then for Woking. He was listened to with great interest in this House, particularly on home affairs, on which he spoke with the legal experience of a solicitor, a district judge and a Crown recorder. He was a shadow Minister for immigration and asylum for five years, and I believe that it is typical of the man that when he lost his seat in Croydon in the general election of 1992, he immediately set about founding the Immigration Advisory Service, which to this day provides free legal advice on matters of asylum and immigration. In 1997, he was re-elected to Parliament as the MP for Woking and received a CBE for his services to immigration policy. Humfrey was extremely well liked by his constituents and, I believe, by Members on both sides of the House. He remains a great lover of sport. Having played against the All Blacks in his youth, he went on to found and captain the parliamentary rugby union team and later captained the parliamentary golf society. There are many fine golf courses in the constituency of Woking, and I hope that Humfrey keeps up his many friendships in our town and in our villages by playing them as often as possible. My constituency of Woking has an ancient past but a passion to succeed in the present. Although it boasts the ruins of Woking palace, which was one of Henry VIII's favourite hunting lodges, it came into being as a modern town by Act of Parliament. In the 1840s, London's churchyards were running out of burial space, so the Metropolitan Interments Act 1850 forbade any further burials in London and encouraged the building of cemeteries outside the city. A further Act of Parliament in 1852 set up the London Necropolis Company, which went on to purchase 2,000 acres of land at Brookwood in Woking. Brookwood cemetery remains a beautiful and tranquil place, a place of truly national significance and importance. I believe that it is worthy of more support both locally and nationally. One of those interred there was Dr Gottlieb Wilhelm Leitner, an oriental scholar who was reputedly fluent in 50 languages. In 1889, he founded the Woking Shah Jahan mosque, which was the first purpose-built mosque in western Europe. For many years, it was the focus of the development of Islam in this country. I celebrate the fact that Woking has its first Asian mayor, Councillor Mohammed Iqbal. I pledged with him to serve the residents of our borough, and in particular our British Muslim population. It is worth noting that Dr Leitner, the founder of the first mosque in England, was Jewish. That is an interesting and wonderful thing that we should bear in mind as we seek peace and reconciliation in the world. H. G. Wells was another famous citizen of Woking. On one of my first home surgery visits, I visited a modest, semi-detached villa in the heart of Woking, only to be told that it was the very house where H. G. Wells had penned ""The War of the Worlds"", which envisaged Martians landing on beautiful Horsell common and laying waste to the whole of Woking and, indeed, vast swathes of southern England. We now celebrate H. G. Wells's imagination with a large, modern, Martian tripod sculpture in the centre of our town. While we are proud of our Victorian, literary and cultural heritage, we also look forward to the future. Woking borough council is innovative and has an acknowledged national reputation for leading on green issues and renewable energy. Our businesses strive to succeed-none more so than McLaren, which, building on its success in Formula 1, is now an even larger enterprise that is going to build a sports car for the road. I would very much like to own one of McLaren's new sports cars, but unfortunately my parliamentary salary and my wife forbid it. Woking has a vast panoply of charitable organisations, all of which are willing to make the big society a success. It is a great honour to represent Woking in Parliament, and I hope to do so for many years to come-",1,1.69767441860465,1.64682544450572,0.999,"1","1","1"
295,"I have been in the House for 11 years and have watched the right hon Gentleman progress in his career. I remember him sitting on the Opposition Benches and consistently calling on the previous Labour Government to spend more. It is interesting that he now completely ignores that fact. What are his targets for reducing fuel poverty and how will he deliver them?",1,0.5,0,0.018,"1","0","1"
296,"Does the hon Gentleman agree that any company considering making a planning application for an incinerator, rather than investing in other, more sustainable technologies, will only be encouraged by the Minister's words today? The Minister may be ambivalent towards incineration, but it is a huge, lost opportunity in the Bill.",1,0.333333333333333,0.587786664902119,0.754,"1","1","1"
297,"Obviously, this is a UK-wide issue, not one that applies only to women in Scotland. The women I have spoken to are not looking for the kind of crisis grants that the Scottish Government can deliver. They do not want to go begging. They actually want what they are due.",1,0.4,-1.09861228866811,-0.478,"1","0","0"
298,"Is it not true that in a dangerous world, which is insecure for many people, it is more important that we have strong international institutions, not just worldwide but at European level? Is it not also true that there are now few areas where Britain can secure its foreign policy interests without co-operating with others, not least on what Russia has been doing to the British Council in the past few days or when we are trying to secure peace in the middle east?",1,1.44444444444444,0.451985123743057,0.872,"1","1","1"
299,"Does my hon Friend agree that the exclusion of 2 million voters, whom we know to exist, from the electoral register goes against the very principles of representation, and that for a Government to knowingly under-represent citizens who register for elections goes against their interests as well as ours in this House? Does she also agree that those citizens who are late to register are more likely to be transient and poor, and that they are often the most in need of representation?",1,0,0.200670695462151,0.748,"0","1","1"
300,"In a long, thoughtful, thorough and wide-ranging speech, the hon Gentleman has yet to mention punishment. Given the righteous indignation and anger that he says victims feel, should not the criminal justice be retributive, at least in part? Not every criminal is a sick person in need of treatment or, as the hon Gentleman puts it, anger management. Does he agree that some criminals are people who have made selfish, greedy and violent choices, and that they should be punished?",1,-1.8,-1.17007125265025,-0.982,"0","0","0"
301,"The hon Lady will be aware of Brian Monteith, a member of her party in Scotland, who stood in a constituency and lost, but was elected to the Scottish Parliament via the list system. He was then expelled from her party, yet he still sits as an MSP. Is not that a farce?May I point out that it is Scottish Labour party policy for candidates not to stand in a constituency at the next election, but to stand in a list?It is a matter of principle.I know that the hon Gentleman's party was not part of the convention, because it stayed out of the tent with its friends in the Tory party. Donald Dewar led the Labour party, other political parties, trade unions and Churches into the Scottish convention, which agreed that the list MSPs would have the same status but a distinctive role of overview on what was happening in the regions. The hon Gentleman must agree that that never happened.",0,-0.5,0.587786664902119,0.984,"0","1","1"
302,"This is not a fancy tactic-I would not know one if I saw one, although if I did I am sure I would have learned it from the right hon Gentleman. It is very straightforward. We decided that if there were a general view in the House that there should be an early election, the House should have the power to cause one. The right hon Gentleman gave the example of Germany. The reason why the Government there engineered a vote of confidence was because there was no other mechanism for an early election. If we were to remove our provision, then if there were a general view in the political classes and in the country that there should be an early election, the only way of having one would be for the Government to engineer a vote of no confidence. That would not be very sensible or very honest.I am listening very carefully to my hon Friend. I think that he is confusing the two different processes in the Bill. There is provision for having an early election if the Government lose a vote of no confidence. That is by a simple majority, as now, and it is not changed. The other provision is an extra power for the House of Commons, which it does not have today, for two thirds of MPs to vote for an early election. We are not in any way, changing the ability of a Government to be held to account by having to have a simple majority.My hon Friend has mentioned the 1979 example twice now. As I said, the Bill would not change the situation when there is a motion of no confidence in any way. If that position happened now-  If the Government lost a Division on such a motion by one vote, the situation would be the same, but the 14 days for the formation of a Government makes things different. Amendment 4, by removing the two thirds majority rule, would effectively mean that anyone who controls a majority in the House can have an election at will-it would effectively give back to the Prime Minister the power to dissolve the House whenever he chooses to do so in a perfectly open way. If my hon Friend is happy with that, that is fine, but that is not our proposal.Will my hon Friend make that clear? Is he saying that the intention of amendment 4 is to ensure that the Prime Minister retains the power to seek a dissolution? I ask that because Opposition Members say that they are in favour of fixed-term Parliaments, albeit there is a debate over whether the term should be four or five years. My contention is that the Opposition's support for amendment 4 effectively drives a coach and horses through their support for fixed-term Parliaments, because it would give the power to dissolve directly back to the Prime Minister.rose -I am simply participating in the debate. I cannot agree with the right hon Member for Blackburn  on his characterisation of the 1979 situation. The motion in March 1979 was not about giving vent to anything; it was very clearly about whether the House had confidence in Her Majesty's Government. I assume that everyone who voted for it had a clear idea what would happen if it were carried. It was, and there were consequences. It states: ""That this House has no confidence in Her Majesty's Government"", so I cannot believe that anyone was confused about what they were doing.Frankly, the point of order that the hon Gentleman raised last week was nonsense. He did not give me notice of it, so I was unable to respond. I listened carefully to last week's debate and responded to it. I then made an announcement of Government policy in this House at the Dispatch Box, which I thought was the usual way of conducting business. The following day, I wrote to the leaders of parties in each of the devolved Assemblies, as I said I would. I did not put anything in those letters that I had not announced in the debate. I also wrote to the shadow Justice Secretary, who leads on political and constitutional reform for the Opposition, to keep him properly informed. I placed copies of all those letters in the Library.At first, my hon Friend said that this Bill would not provide any flexibility. Then he set out two ways in which we could have an early election. Our proposition is that it would be up to this House rather the Prime Minister to call an early election. The Prime Minister could come to this House, put down a motion and then Members could decide whether they wanted an early election to deal with the financial crisis. To give the power to this House and not leave it with the Prime Minister is an improvement.There are several other groups of amendments, and we can expand on these matters further in due course. I shall only go as far as I need to in discussing this group, rather than trying to accelerate the debate. I want to deal briefly with the timetable. I do not think that the Bill has been rushed in any way. It was published in July, it had its Second Reading in September, and the first day of its Committee stage did not start until November. We have another day in Committee today, and the House passed a programme motion earlier that gives us an extra day in Committee on Thursday. I do not think that we are rushing ahead with this. No knives were included in the programme motion, and we are taking the debate at the proper pace that the Committee requires.I do not pretend that we published a draft Bill. We did not, but we have not rushed ahead. We published the Bill in July and it is now November and we are on our second day of Committee. That is hardly rushing through at a tremendous pace. We have not overly programmed either; we have had no knives and only today we have added extra time for the Bill. I do not accept at all that we have been rushing on. My hon Friend the Member for Epping Forest  moved amendment 33 on behalf of some unnamed members of the Committee who-Go on.My hon Friend moved amendment 33, although many members of the Select Committee pretended that they wanted nothing to do with it; to be fair, so did my hon Friend. She explained why the amendment was tabled-to enable this Committee to debate and test the concerns raised by the Clerk. I shall touch on them briefly. I will not overdo them, as we may have an opportunity to debate them further in a later group of amendments on the Speaker's certificate. However, I shall deal with the amendment. I know my hon Friend said that she does not want to press it to a Division, but it is the lead amendment. The amendment would remove two central provisions-the two mechanisms that provide for an early general election to take place: the vote through which the House can choose to have an early election and the mechanism for having one following the loss of a vote of confidence. Instead, the amendment provides that the early election could take place only on the House's address to the monarch, which can be made only ""by the Prime Minister acting with the agreement of...the Leader of the Opposition; and...the...leader of a registered party that received more than 20 per cent. of the total votes cast at the previous...general election."" I have a number of serious issues with the amendment. First, it would prevent the Prime Minister from calling a general election only if he did so for political advantage. It ignores and does not address the circumstances where there is a loss of confidence. It also focuses greatly on Front Benchers, as our debate has made clear. I exempt my hon Friend the Member for Epping Forest from this criticism, as she said she did not agree with the amendment, but given their views about the role of Front Benchers, I am surprised that the other signatories to the amendment thought that that was a good idea. The hon Member for Nottingham North  is not in his place, but I do not think he would mind me saying that he is somewhat sceptical about the power of Front Benchers and the usual channels. I am surprised that he supported an amendment that suggests they should have a lot of power. As the right hon Member for Belfast North  pointed out, not every registered leader of a party is necessarily a Member of this House. The amendment also fails to deal with what would happen to a party like the Liberal Democrats, our coalition partners, part-way through a Parliament. How would we take account of the vote it had received at the previous general election? Indeed, the 20% threshold would leave Northern Ireland parties out of the picture completely. If this measure had been in place following the 1992, 1997 and 2001 elections, only two people would have been required to table the motion-the leader of the Labour party and the leader of the Conservative party. In view of what has been said about the need to remove the power of the Executive and Front Benchers, that does not seem a sensible step forward. It would thus be fair to say that amendment 33 is not well drafted. From what I heard, it does not sound as if it had enormous support across the Committee, including even from my hon Friend. Despite the fact that she did not agree with the amendment, she moved it in a way that was very becoming to her parliamentary experience and the Committee enjoyed the opportunity with which it was presented.I entirely agree. Indeed, I think I acknowledged that that had been the purpose for which the amendment had been tabled. I can reassure my hon Friend the Member for Epping Forest that there is no danger of my accepting her amendment, and that as there is not to be a Division-at least if we have anything to do with it-she will not be forced to vote against it. Amendment 21, tabled by Opposition Members, simply changes the word ""early"" in clause 2 to ""immediate"". I have two comments to make. First, under our own arrangements-this too emerged earlier in the debate-we do not have immediate general elections anyway. There is always a wash-up period. Before the 1979 election-which seems to have prompted the most discussion-25 Bills were passed during the wash-up period, including a number that completed all their stages during that period. Some of those Bills were very valuable. I spotted among them the Pneumoconiosis Etc.  Act 1979, which is still helping people today. Secondly, all that the amendment does is change the language in the clause. It does not, in itself, have any effect. I know that the hon Member for Rhondda  mentioned a later amendment that did introduce a change, but this amendment would not bring an election further forward.I do not think that that is drawn out by the amendment, but I agree with the hon Member for Foyle  that some flexibility is required. The Speaker will certify that a motion has been passed, but we do not know what all the circumstances will be. The hon Gentleman gave a good example when he cited the way in which Ireland has arranged for procedures to take place to provide some certainty. I do not think that we want to set all the rules in stone. We want to allow the Speaker to be clear with the House-I am sure that he would be clear with the House before it debated the motion-about whether he is able to certify that the motion would trigger an early general election. It is better to leave such matters to the judgment of the Speaker. I will come to the point about the Clerk's concern about justiciability, but I do not think that being too specific would be helpful.I do not agree. I think that the Speaker would ensure that the House was clear both about a motion that would trigger an early general election and about a motion of confidence, and about what he would certify, before the debate. I do not think it would be sensible for the House to have a debate when it was not clear about those matters. We discussed the 1979 debate earlier. The right hon Member for Blackburn  tried to suggest that Members had voted on that motion for other reasons, but the motion was very clear in asking whether the House had confidence in the Government, and I suggested that Members could not have been in any doubt about what they were voting for. I think that the Speaker would always want to ensure that the House understood what it was voting for, and the effect of its vote.No, I do not think so at all. At present, whether a motion is a motion of confidence is determined by the Prime Minister; it is determined by how they behave as a result of the vote.   No, it is.In a moment; let me first address the question I have just been asked. Earlier in the debate, we had a conversation about motions that were not specifically in these terms, and several Members on the Government Benches referred to certain votes. My hon Friend the Member for Stone  referred to some votes on Europe and my hon Friend the Member for Aldridge-Brownhills  talked about a vote on VAT on fuel. How the Government behaved after the debates on those motions was determined by Ministers, not the House.Motions of no confidence are an issue to be debated later. Members ought to be speaking to amendment 33.Thank you, Mr Hoyle. As always, I will do as you instruct. I will now take the intervention from my hon Friend the Member for Stone, so long as he does not try to tempt me away from the instruction from the Chair.Excellent; that is an excellent step forward.   I shall take it as one. Amendment 4 stands in the name of my hon Friend and was also signed by Opposition Members. Effectively, it drives a coach and horses through these entire provisions; the hon Member for Foyle picked that point up very well. It is because we want to provide for fixed-term Parliaments that the Bill specifies that an early general election can be triggered only if there is a majority of at least two thirds. If it were possible to have an early general election by way of a motion that gains a simple majority, we all know that in most circumstances that would mean that we have given the power back to the Prime Minister. If he felt an early general election was in the interests of the governing party and that view was shared by the governing party, the motion would be passed and we would have a general election, and we would therefore not have fixed-term Parliaments. I am not surprised that my hon Friend has tabled this amendment as it is clear from his speech that he does not like the concept of fixed-term Parliaments at all, and that instead he is happy with our current arrangements, which he is entitled to be. However, given that the Opposition have said they are broadly in favour of fixed-term Parliaments-albeit maybe for four years, not five-I cannot understand why they have supported the amendment because, as I have said, it drives a coach and horses through the entire proposition.I do not agree with the hon Gentleman's proposition about the weighting of votes. We have set out a straightforward position. We decided on two thirds partly because it is the majority required in the Scottish Parliament under the Scotland Act 1998, and partly because under the requirement for a majority of such a size no Government since the second world war would have been able to trigger an early election on their own. Effectively, the requirement for a majority of two thirds means that there would have to be some cross-party support and a general mood in the House that there should be an early election. There was talk about the fact that the coalition agreement refers to 55%, and I acknowledge that. The coalition agreement was put together quite quickly however, and we have since reflected on this question. We wanted to be clear that the Government-both parties together-were going to put aside the prospect of being able to trigger an early general election and that, instead, that could happen only if there was a shared view across the House. The reason why we alighted on two thirds was because it was the number used in the Scotland Act 1998, which set up the Scottish Parliament.I just do not agree with the way in which the hon Gentleman has characterised this. We have said that the support of a significant number of Members is required to have an early election. It is very simple for the House to make a decision. If a simple majority is required to have an early election, we do not have fixed-term Parliaments because if the governing party or parties have a majority in this House, they will simply be able to table a motion, their own side will support it and we will have an election whenever the Prime Minister chooses. If that is what the House wants, fine. However, the House has already decided when it gave this Bill its Second Reading that it wants fixed-term Parliaments, and it did so again when we debated clause 1 last week and decided on the date and the fact that we would have five-year Parliaments. Our proposition is that if we allow an early election on a simple majority, we drive a coach and horses through the Bill.There are two parts to clause 2. Importantly-some Members were getting this confused-a motion of no confidence in the Government can still be passed by a simple majority. So if a Government did not command the confidence of the House, the House could express that lack of confidence. I shall not go into that in detail, because we will deal with it when we discuss a later group of amendments-Mr Hoyle is clear about that-but the House can vote in support of a motion of no confidence and the Government will then have the period of examining whether another Government can be formed from within that Parliament. As the hon Member for Foyle said earlier, when I do not believe my hon Friend was present, the Bill also provides the opportunity to renew the Parliament if there is a sense that there is a reason why events mean that it needs to be renewed-I believe that is the view in Ireland at the moment. If a simple majority has lost faith in the Government, a motion of no confidence can be passed. If there is a general sense that there should be an election, we have given the House that opportunity-a power that it does not currently possess. I am surprised, as the hon Gentleman said he was, that some Members of the House sound as though they do not want a power that is not possessed by the House and has previously been possessed only by the Prime Minister.The Prime Minister-Mr Hoyle, you are pointing out that we can discuss this at length when we get on to a later group of amendments. My view on the hon Gentleman's example is very clear: if the Prime Minister so wishes, he can cease being Prime Minister whenever he feels like it. The House could then see whether an alternative Government under a different leader could be formed-  The hon Member for Rhondda says not under this provision, but this provision is for an early election. The Prime Minister can cease being Prime Minister whenever the Prime Minister chooses and Her Majesty will then be able to send for an alternative person to form a new Government. That is not what the Bill is about. The Bill is about fixed-term Parliaments, not fixed-term Governments.I am not quite sure what my hon Friend is driving at.My right hon Friend is absolutely right, in the sense that this is an Act of Parliament and can be repealed, but the difference is that it will then engage the other place, in which the Government do not have a majority-and in which we will still not have one when the new peers have been introduced. We think that putting the provision in legislation is preferable to putting it in Standing Orders because the Government then have to get the Bill through both Houses of Parliament, in one of which they do not have a majority-  The hon Member for Stoke-on-Trent Central  says that the Government will have a majority, but no. Even when the new list of working peers has been created, the two governing parties together will not have a majority. There are Cross Benchers in the Upper House, which he keeps forgetting. For those reasons, I think that amendment 4 is flawed. If it is pressed to a vote, I urge my hon Friends to oppose it. The Government's position is very clear. We want fixed-term Parliaments but we want there to be two circumstances in which there can be an early general election: when there is a traditional motion of no confidence, in which a simple majority is enough to say that a Government have lost the confidence of the House; and when the House uses its new power to force an early election, which is decided by two thirds of the Members of the House. The same provision is in the Scotland Act 1998 for the Scottish Parliament. I should say that it is the same provision, because in Scotland it is two thirds of all Members, not just those voting. The hon Member for Rhondda did not get that quite right. Whichever of the amendments is pressed to a vote, I urge hon Members to reject it. We can then move on.",0,0.772151898734177,0.811895933336288,1,"1","1","1"
303,"I support the principle of a programme motion where it is demonstrated that adequate time has been provided to ensure that all parts of a Bill are properly scrutinised and that all those who have realistic amendments can speak to them and gain a response from the Government. In respect of the motion before us, which allots three full days in Committee, I say respectfully that it seems to me that those criteria have been more than satisfied. Interestingly, the contributions that we have so far heard from the official Opposition suggest that they would prefer a wholly open-ended arrangement. The Bill would thus become the Marie Celeste of the legislative programme, travelling hither and thither, with no clear destination. That is because the official Opposition believe that delay equals scrutiny. I have never been persuaded by that argument. Anyone who has faced 50 minutes of cross-examination by the late Mr. George Carman QC realises that delay does not necessarily equal scrutiny, and that a point of any substance can be made succinctly, effectively and in a short time. I am convinced that the official Opposition are anxious not to scrutinise the Bill but to ensure that it never reaches the statute book.  That is a perfectly legitimate position.The Opposition's position is legitimate, but it should not be given spurious respectability, as if their determination to scrutinise every provision line by line, phrase by phrase lies at the heart of their objections.It would have frustrated the people of Scotland if the Bill had been considered in the way in which the Opposition are urging upon us this afternoon. Their position would be legitimate if many Conservative Members who are present had not been party to guillotine motions in the 18 years that they were in government. Some of us remember legislation that was pushed through on a three-line Whip. Guillotines were used to ensure its passage because the Conservative Government believed that it was in the national interest and perhaps in their political interest to do that. Protestations in support of endless delay whereby intellectual scrutiny can somehow be achieved carry little conviction from those who have in the past used every device available to a Government to ensure that their legislation reached the statute book.No.",1,0.695652173913043,0.524524468124153,0.989,"1","1","1"
304,"I want to speak briefly about the refugee convention, which new clause 14 mentions. The provision relates to a person being removed from the United Kingdom to a place that is specified as safe, ""from which a person will not be sent to another country otherwise than in accordance with the Refugee Convention."" Can we be confident that the convention is adequate to deal with the issue? I am not familiar with all its provisions. How binding is it? Is it the only agreement with other countries or have other arrangements been made under which we would be likely to send people to other countries to have their appeals heard? Is not independent country assessment required to enable us to produce a safe list on which we could all rely and thus know that people would not be sent on to a country that was unsafe for them?",1,1.14285714285714,1.6094379124341,0.953,"1","1","1"
305,"Has the Minister consulted the Statistics Commission on how the Government could respond to this idea? If it said that the wording of the new clause merely needs to be tidied up, and that it is perfectly all right to accept the sense of it, will he go back to the commission before he abolishes it and find a way forward to which all parties in this House can agree, instead of Ministers simply saying that what they want is what is going to happen?I believe that the Minister will want to review the debate. If he loses the vote, I hope that he will accept it. If he does not, will he please go to the Statistics Commission and explicitly ask for its view. Do not wait, but ask for it.",1,1.375,1.22377543162212,0.806,"1","1","1"
306,"Does my hon Friend agree that one of the best ways of increasing the numbers of advanced and higher-level apprenticeships would have been to implement my Apprenticeships and Skills  Bill? It would have meant that the billions of pound of investment that we spend as taxpayers in public procurement could lever in extra apprenticeships at the higher and advanced level.",1,1.5,2.39789527279837,0.917,"1","1","1"
307,"claimed to move the closure .",1,0,0,0,"0","0","0"
308,"What discussions has the Minister had with Boris Johnson about the impact of these cuts in London? I ask in the context of the Mayor having already decided to cut 455 police officers, and refusing to guarantee the long-term future of safer neighbourhood teams in each London borough.rose -Does my right hon Friend remember his visit to Harrow police station in January to hear from yet another borough commander about the need for a new police station to help Harrow police do the job that they need to do? Does he share my disappointment that the cuts will reduce the capital available to the Metropolitan police, and are probably yet another excuse for the Mayor of London to continue to refuse to help Harrow police get the equipment and facilities that they need to do their job?",0,-0.363636363636364,0.451985123743057,0.41,"0","1","1"
309,"Does my hon Friend recall that, according to the last Labour party manifesto, how and what Governments tax send clear signals about the economic activities that they wish to encourage or discourage, and the values that they seek to entrench in society? Can my hon Friend tell me, on the basis of that commitment by the Labour party, why it has chosen in government to punish families, savers and motorists?",0,0.8,0.587786664902119,0.958,"1","1","1"
310,"The Prime Minister has had some strong words for the House for not forming an alternative consensus to her deal, but she is now supporting the Brady amendment, and so will be voting against her own deal. How does she expect the House to provide an alternative when she is voting against her own deal?",1,1.5,0.587786664902119,0.718,"1","1","1"
311,"I thank the Chancellor. Will he give us his best estimate of the cost of interest on Government borrowing over the next five financial years?",0,2,1.6094379124341,0.866,"1","1","1"
312,"My constituency voted to leave. I am a democrat, and I respect the result of the referendum, but does my right  hon and learned Friend agree that a no-deal Brexit would not be in the interests of my constituents or this country?",1,0.333333333333333,2.39789527279837,0.9,"1","1","1"
313,"Has my hon Friend taken note of the fact that the treaty of Lisbon, if ratified, will extend the competence of the EU into matters of law and the rights of the accused? If someone claimed to have been libelled or if a trial was prejudiced by proceedings in the House and what is said here, they could go to the European Court of Justice under the charter of fundamental rights to obtain redress. That, unlike the convention, is binding on us and is superior to English law because it is embedded in a superior treaty.On a point of order, Mr. Deputy Speaker. My understanding is that ""Erskine May"" refers to a programming Committee that should sit and decide, on each Bill, the allocation of time. It seems from what the Justice Secretary has just said that the programme was agreed in some cross-party Front-Bench deal, to the disadvantage of the wider rights of the House. Could you advise the House whether any Committee did sit, whether it should have sat, and what its conclusions were before we were restricted to one hour's debate on a very complex Bill with over 30 amendments from another place?The Leader of the Opposition has announced a quango hunt. Has my hon Friend noticed that the sections of the Bill that are largely untouched are the schedules setting out Crown appointments, pensions and pay with regard to the new quango? Has he any idea of the additional costs to the public purse? If it turns out that the new commissioner's duties can be adequately undertaken by the existing Parliamentary Commissioner for Standards, will he keep the new body on the quango-hunt list, at least provisionally?",1,0.5,0.897941593205958,0.941,"1","1","1"
