"id","rating","text","afinn","lsd","vader"
646,"positive","please bjorn wahlroos accept nominate",0.2,1,0.599
647,"neutral","transaction take place without pay merge considerate",-0.2,1,-0.276
648,"neutral","raw material come europe u paid euro u dollar take place ruble",0,0,0
649,"neutral","rautalinko resposnible also mobility service job division continue marek hintze",0,-1,0
650,"neutral","amount include pension salary",0,0,0
651,"neutral","g bedroom cool makeover summer",0.2,0,0.318
652,"neutral","said production volume far indicate circuit cap target output rate 60,000 tonne p day 22 tonne year",0,0,0
653,"neutral","full midnighttrader extend hour trade analysis new service avail real time comtex",0.2,0,0.178
654,"neutral","also six year historic analysis provide market",0,1,0
655,"neutral","3 january 2011 scandinavian lend sampo bank hel samas pohjola bank hel poh1s svenska handelsbanken sto shb provide eur160m usd213m line credit lemminkainen oyj hel lem1s construction firm said friday",0,1,0.382
656,"neutral","adpnews dec 23 norwegian financial service group sparebank 1 gruppen osl sbgrp said board director appoint today jarle haug manage director claim collection subsidiary sparebank 1 gruppen finans",0,0,0
657,"neutral","chain unite 45 50 centres end 2008",0,1,0
658,"neutral","term acquisition disclose",0,0,0
659,"positive","operate six month period crease respective eur7 5 m eur655 5 m compare correspond period 2005",0,0,0.421
660,"positive","operate rose 22. 1 mln 19. 9 mln",0,0,0
661,"neutral","correspond share capital crease 1,012,945.50 enter trade register today",0.2,0,0.296
662,"neutral","rapala excite partner rbff industry lead holiday mote",0.6,1,0.7
663,"neutral","share carry right dividend shareholder right registration trade register",0.2,1,0.296
664,"neutral","sami sepp ænen ceo elisa eesti say novel network allow fast mobile broadband sparse populate area",0.3,0,0.494
665,"positive","teliasonera secure livery 4g modem support 3g 2g second quarter 2010",0.4,1,0.625
666,"negative","qualcomm estimate first quarter 46 50 cent share exclude certain item analyst estimate 61 cent share",0.1,-1,0.557
667,"neutral","swedish telco teliasonera team friend swedish organization bully fight bully children teenage via electronic channel",-0.333,-0.5,-0.7
668,"negative","jan 6 ford struggle face slow truck suv surfeit date gotta car",-0.4,-1,-0.318
669,"neutral","basware voice process basware tract matching basware order matching basware kpi port tool part basware s enterprise purchase pay solute suite",-0.2,0,-0.103
670,"negative","frost sold share 19 6. 06 7 12 p share compare friday s high 11. 33 low 10. 14",0.2,0,0.318
671,"negative","operate crease 11. 2 16. 6",0,0,0
672,"positive","acquisition immediate posit impact aspocomp s financial result",0,0,0
673,"neutral","additional information segment competitor future outlook provide",0,1,0
674,"neutral","potential client include public administrate organization invest utility network service",0,0,0
675,"neutral","paper mill central maine town madison soon new owner",0,0,0
676,"neutral","employee negotiations address measure need adjust operate present production situate",0,0,0
677,"neutral","baltic pearl cjsc subsidiary shanghai foreign joint invest develop project st petersburg comprise square mete residential space two hospital several school nursery",0,0,0
678,"neutral","today s pre empt consume want said mohammed zainalabedin general manage zain bahrain",0.2,0,0.077
679,"neutral","alexandria va dec 19 unite state patent 7,853,620 issue dec 14 assign nokia corp espoo",0,1,0
680,"neutral","launch tie 3g mobile phone cause dramatic rush mobile tail outlet first day",0,0,0
681,"positive","accord metso mineral value s order gone 1. 9 bn 12 months",0,1,0.34
682,"neutral","cent off comprehensive range vice sign service spanning electronic mechanic software sign full range test laboratory service",0.4,0,0.25
683,"positive","omx helsinki 25 index 0. 92 pct 2,518.67 helsinki cap portfolio index 0. 91 pct high 4,711.19",0,0,0
684,"positive","group s balance broad portfolio sport presence major market",0,1,0
685,"neutral","livery start april 2006 complete 2007",0,0,0
686,"neutral","pulp paper industry grow country like china russia",0.4,1,0.361
687,"neutral","previous expect 2008 financial performance remain level 2008",0,0,0
688,"neutral","social network locate base service trend comprise significant share internet traffic today appeal mid user",0.2,1,0.459
689,"neutral","value deal disclose",0,0,0.34
690,"neutral","acquisition expect take place end august 2007",0,0,0
691,"negative","last year s third quarter result burden cost stemming structure u",-0.4,-1,-0.44
692,"positive","stx oy sign preliminary agree build environmental friend new generate cruise ferry viking line manage turku stockholm sweden withviking line abp",0.2,1,0.691
693,"neutral","see slide show new duct lease fiskars",0,0,0
694,"positive","antibody given repeat dose 8 mg kg general well tolerate pharmacokinetic characteristic btt 1023 psoriasis patient consistent observe previous complete study rheumatoid arthritis ra patient",0,1,0.273
695,"neutral","sampo rosenlew manufacture approximate seven forest machine month half machine export",0,0,0
696,"positive","4 february 2011 broadband data communicate system provide teleste oyj hel tlt1v said wednesday rocket eur4 8 m 2010 eur416 000 lift dividend proposal",0,1,0
697,"neutral","planned close date provide",0,1,0
698,"neutral","lift veil various type custom design phone result social stereotype taken fine art",0,-1,-0.128
699,"neutral","however march govern st petersburg passe front part build area 1,900 square metres land plot hotel worth usd 10 15mn delta",0.4,0,0.226
700,"neutral","front surface valve plate direct toward",0,0,0
701,"neutral","swedish engineer consultant firm etteplan establish it town borl ænge turn month march april 2008",0,0,0
702,"neutral","tract include option deliver additional 75 ascs next phase project",0,0,0
703,"neutral","lemminkainen infra oy s subsidiary lemminkainen sverige ab perform construction work expect start ear 2011 complete summer 2013",0,0,0
704,"positive","long stand partnership commitment enable party develop respect operate esl shipping also opportunity update fleet improve efficiency",0.4,1,0.939
705,"neutral","total value project eur53m include plot transferred atria",0,0,0.401
706,"positive","turnover rose eur21m eur17m",0,0,0
707,"neutral","ore body sufficient support anticipate production least 46 year",0.4,1,0.402
708,"negative","earn p share loss eur0 24",-0.2,-1,-0.026
709,"positive","said vestment new market area result crease sweden poland russia lithuania",0,0,0
710,"positive","elektrobit eb renew infrastructure tract ict service provide fujitsu service eb s patja service",0,1,0
711,"positive","rautaruukki said construction group yit award 2. 5 mln tract supply steel structure new bridge spanning kemijoki riv northern",0.6,1,0.542
712,"neutral","aforementioned shareholder form pose annual general meet numb member board director shall f beside present member board director also mr lassi noponen shall elect board director",-0.2,-1,-0.34
713,"neutral","combine value order 45mn",0,0,0.34
714,"negative","eb announce stock exchange lease november 18th 2008 j. t bergqvist sign chairmanship membership board eb",0,0,0
715,"neutral","maximum grade veneer yield calculate base dimension grade veneer duct well iterate place peel ax simulate peel process",0,0,0.273
716,"neutral","group s venue amount 80 half account export",0,0,0
717,"neutral","deal line etteplan s strategy operate partner global custom provide industrial technology sign service",0,1,0
718,"neutral","say measure longer need",0,0,0
719,"positive","expanse aim attract new custom abroad",0.2,1,0.361
720,"neutral","ixonos finance acquisition 3. 8 mln euro 5. 2 mln loan",0,0,0
721,"neutral","outsource agree cover equipment pot turku tampere run f year cramo said thursday",0.2,-0.333,0.361
722,"positive","focus improve profitability next year streamline operate",0.4,1,0.612
723,"positive","fiskars brand port 145. 8 138. 4",0,0,0
724,"positive","combine exist solute single platform comptel said reduce cost deploy",0,0,0
725,"neutral","first phase complete end 2012",0,0,0
726,"neutral","establish 1987 srv group private construction concern operate baltic country russia",0,-1,0
727,"positive","cord venue e658 1 fiscal year end december 2007 crease 23 2006",0,0,0
728,"neutral","castecka said town hall hold talk investor interest zone",0.2,0,0.459
729,"neutral","9 00 eet alma media s annual port schedule publish calendar week 9",0,0,0
730,"neutral","said operate sold new establish cps gmbh present manage plastic co owner",0,0,0
731,"neutral","fortum hold 90. 2 pct share capital 94. 4 pct vote right now plan delist warsaw stock exchange",0.2,0,0.273
732,"neutral","figure include change fair value property portfolio 26. 2",0.4,1,0.572
733,"neutral","try adapt operate temporary lay off different duration work hour arrangement train develop effort",0,1,0
734,"positive","kauko telko ltd press lease 19. 06. 2007 14. 00 1 1 telko group kauko telko expand strategic partnership bp industrial lubricant service bp ils acquire total ownership bp s swedish tail molub alloy ab",0.2,1,0.318
735,"neutral","cord date dividend distribute march 14 2008",0,0,0
736,"neutral","negotiations concern plant s department produce winded rove employ 10 people",0,-1,0
737,"neutral","nordstjernan use option buy another 22. 4 stake salcomp s share vote",0.2,0,0.296
738,"positive","teliasonera lead telecommunication nordic baltic region",0,0,0
739,"negative","compare ftse 100 index rose 94. 9 point 1. 6 day relate price change 0. 4",0,0,0
740,"neutral","custom come follow country uk usa spain france italy germany china sweden norway netherlands austria belgium switzerland czech public serbia canada russia ukraine portugal denmark ireland sou korea estonia liechtenstein",0,-1,0
741,"negative","forest industry group stora enso oyj issue thursday 20 march warn first quarter 2008",-0.4,-1,-0.103
742,"neutral","information system supply sentera 24. 51 pct next heavily trade share sysopen digia software house acquire 77. 4 pct morn just 33 mln",0.2,-1,0.296
743,"positive","adp new nov 13 2008 print circuit board pcb maker aspocomp group oyj omx acg1v said today loss narrow 2 usd 2. 5 m first nine months 2008 57",-0.6,-1,-0.318
744,"neutral","follow pay made april total 23. 0 loan financial institute",-0.2,0,-0.103
745,"positive","pretax jump 21. 9 3. 1",0,0,0
746,"neutral","feature s60 user interface 135 gram model also come 2. 4 ch quarter vga play 100 megabyte internal memory expand micro secure digital slot",0.3,1,0.727
747,"neutral","value order 25mn",0,0,0.34
748,"neutral","stora enso oyj said friday sell north american it newpage deal value euro1 82 billion u 2. 52",0,0,0.34
749,"neutral","bluewin security avail month subscription",0,0,0.34
750,"neutral","remain amount fund debt danish bank said",-0.4,-1,-0.361
751,"neutral","tool patent pend sign allow consume lay entire project move plate use multiple clear stamp kind",0.267,0,0.785
752,"neutral","value tract 25mn",0,0,0.34
753,"positive","manage director kari inkinen say sponda s lease operate develop high favourably",0,1,0
754,"positive","eur928 000 q1 2010 6 may 2010 textile clothe sign marimekko oyj hel mmo1v said today rose eur928 000 first quarter 2010 eur13 000 correspond period year early",0,0,0
755,"neutral","own state european aeronautic defense space eads n. v tekla international software provide solute build construction energy distribute municipality",0,1,0.382
756,"positive","meanwhile nokia said able deliver complete range service deploy operate consult integrate manage service result buyout",0,0,0
757,"neutral","tract cover supply temporary heat equipment lkab s new pellet plant kiruna northern sweden",0,0,0
758,"positive","combine deep domain expertise apply service manage asm outsource service offer now prove winning combination",0.8,1,0.527
759,"neutral","need provide also information ferry connection hotel",0,1,0
760,"neutral","numb class share remain changed 9,526,089 share",0.067,-1,0.25
761,"neutral","bg crane strong custom base road load handle relate installation service business",0.4,1,0.511
762,"positive","asimilar agree sign china mobile ltd sehk 0941 nyse chl large mobile carry thegps social network service provide promote gypsii service beijing 2008 olympic game accord thelatest new",0.2,1,0.625
763,"positive","numb collection error fell considerably operate speeded",-0.3,-1,-0.625
764,"neutral","new production line novator mill veliky ustjug vologda oblast sveza change current 1. 5 m 1. 5 m birch plywood production target domestic market produce 1. 5 m 3. 0 m overlaid birch plywood global market",0,0,0
765,"neutral","roshan s 2006 191 ebitda 66. 5",0,0,0
766,"positive","acquisition kaupthing sverige bring significant posit non recurring addition group s performance",0.2,1,0.202
767,"neutral","first stage tract cover 133 store 600 cash register",0,0,0
768,"positive","new presentation extend comptel s global presence total 18 country serve 250 custom 80 country worldwide",0.2,0,0.178
769,"neutral","winner present win",0.8,1,0.822
770,"neutral","appointment force new ceo appoint",0,0,0
771,"positive","finlan s list food industry hkscan group controlled company baltics improve venue 3. 5 160. 4 2010 156. 9 year",0.4,1,0.44
772,"neutral","new organization consist two it charge message finance administrate",0,-1,0
773,"neutral","complete acquisition poyry s oil gas expertise cover multi discipline engineer consult service across complete oil gas asset lifecycle include deepwater engineer service",0.4,1,0.361
774,"positive","board director pose dividend eur0 12 p share 2010 eur0 08 p share paid",0.2,0,0.527
775,"neutral","issue identify stonesoft affect range content inspection technology",0,0,0
776,"negative","city forssa said pay compensate food industry company hk ruokatalo atria lye leak tap water occurred march 2008",-0.2,0,-0.421
777,"neutral","honkarakenne main export large luxury log house russia use one family house holiday home 70 go moscow region 20 st petersburg region remainder location",0,1,0.402
778,"neutral","host mobile terminal guide information flow participate terminal optional network server may assist host mobile terminal",0,1,0
779,"neutral","patja work well u decade fujitsu s new bid competitive",0.4,1,0.421
780,"neutral","however broker rate stock diff",0,0,0
781,"neutral","financial statement include consolidate financial statement group board director port auditor port corporate governance state",0,1,0
782,"neutral","raise consume aware encourage people cycle old mobile vice nokia run regular cycle campaign around world",0.4,0,0.511
783,"neutral","earn pay 4. 0 mln euro 5. 3 mln can also paid pend intellibis financial performance 2007",-0.2,0,-0.103
784,"positive","dilute loss p share stood 0. 15 versus 0. 26",-0.2,-1,-0.026
785,"positive","happy work rapala encourage boat angle introduce newcomer sport said rbff president ceo frank peterson",0.5,1,0.791
786,"neutral","current glaston employ approximate 1,500 person",0,0,0
787,"positive","lemcon also sign pre tract purchase park s entire 130 hectare site",0,0,0
788,"positive","nokia strong track cord low end handset market said july touch screen offer come year cheap rival model order tap high volume market",0.4,0.333,0.296
789,"neutral","become convince can quick told porter",0.2,1,0.25
790,"neutral","it s client main field specialist convenience good well textile shoe furniture business",0.6,1,0.612
791,"neutral","antibody administer repeat dose 8 mg kg general well tolerate pharmacokinetic characteristic btt 1023 psoriasis patient consistent observe previous complete study rheumatoid arthritis ra patient",0,1,0.273
792,"neutral","elcoteq se stock exchange announce february 4 10. 00 eet elcoteq publish financial statement bulletin 2008 wednesday february 11 9. 00 eet",0,0,0
793,"neutral","uranium found local natural occurring make sense extract way metal",0.2,1,0.361
794,"positive","four quarter saw rapala swing back pretax 1. 5 mln year early loss 1. 2 mln back 30 pct uplift 44. 8 mln strong performance north america",-0.1,0.333,0.25
795,"negative","accord arokarhu purchase scanned cash register computer appear total sum key press",0,1,0
796,"positive","one colleague summed e7 quite apt mark fantastic hardware",0.8,1,0.595
797,"neutral","capman alternate asset manage made acquisition helsinki focus vehicle real estate fund fund bought seven story office built 1973 underwent refurbishment end 1990s",0.4,1,0.361
798,"neutral","party therefore agree leave avena deal",0,1,0.612
799,"neutral","tietoenator sign agree acquire indian search develop r d service provide turnkey software solute developer fortuna technology pvt ltd 21 mln euro 30. 3 mln september 2007",0.2,1,0.361
800,"positive","original name componenta _ m _ l subsidiary componenta group change _ m _ l component seen 63 grow q1 2010 comparison q1",0,0,0.807
801,"positive","also strengthen ruukki s offshore",0.4,1,0.318
802,"neutral","suominen corporate make wipe nonwovens flexible package plant near warsaw poland make flexible package",0,0.333,0.402
803,"positive","london s lead share today jump almost 100 point 1. 7 market open",0.2,1,0.296
804,"neutral","fl group s private equity division manage operate company include icelandair group fl travel group bluebird sterling",0,-1,0
805,"neutral","current use eight similar reach stackers four empty contain handle konecranes",0,-1,-0.178
806,"positive","social plan negotiations part three year turn around gram expect ensure salomon s future competitive",0.3,1,0.511
807,"positive","airline finnair won deal uk public sector official airline flight london heathrow osaka japan well flight manchester uk helsinki",0.6,1,0.7
808,"neutral","ahlstrom s 5,700 employee serve custom via office production facility 20 country six continent",0,0,0
809,"negative","communicate electronic component supply scanfil oyj tuesday said first half 2006 15 low period year ago",0,0,-0.273
810,"positive","handelsbanken rank local cooperate bank aktia custom loyalty time however",0.6,1,0.542
811,"positive","term profitability earn 2007 b year history chief execute veli matti mattila said",0,0,0.273
812,"positive","tract sign acquire uranium produce sotkamo nickel zinc mine eastern own talvivaara",0,0,0
813,"neutral","russia account 9 lagardere magazine division s venue 114. 40 usd 148. 11 usa 18",0,-1,0
814,"neutral","tekla organize information meet analyst media wtc helsinki marski meet room aleksanterinkatu 17 day 12 30 1 30 p. m light lunch serve",0,0,0
815,"neutral","mr walden mr ignatius responsible also newspaper result",0.4,1,0.318
816,"neutral","nokia inaugurate manufacture plant near chennai 11 mar 2006",0,0,0
817,"neutral","cameco provide upfront invest usd 60mn construction uranium extraction circuit",0,1,0
818,"neutral","marimekko operate industry change climate reflect consume demand",-0.2,0,-0.128
819,"neutral","total two off receive contract authority participate tract however tract allotted affecto oy",0.2,0,0.077
820,"negative","operate exclude non recurring item 7. 8 compare 11. 2",-0.2,-1,-0.226
821,"neutral","tract worth 1",0.4,1,0.226
822,"neutral","2008 avc systemhaus 10 usd 7. 1 m",0,0,0
823,"neutral","image data produce browse phone server convert bitmapped image sent handset play",0,0,0.34
824,"neutral","runway visual range calculate assess distance pilot can see runway",0,0,0
825,"negative","small firm suffer moment likely money trouble add",-0.4,-1,-0.735
826,"neutral","design manufacture high quality clothe interior decorate textile bag accessory",0,1,0
827,"neutral","expect 65 mln euro 85. 1 mln 2006",0,0,0
828,"neutral","volume focus already outside 60 group s duct made poland baltic country",0,0,0
829,"neutral","key geographical market europe russian federate middle east sou africa japan",0,0,0
830,"neutral","ahlstrom corporate stock exchange lease 13. 02. 2008 ahlstrom global lead high performance fib base material today announce complete acquisition friend group c consist w carrollton parch w carrollton convert",0,1,0.494
831,"positive","iggesunds bruk sweden one advance fully integrate pulp paperboard mill world",0,1,0
832,"neutral","new it major invest media scene",0,0,0
833,"negative","eu commission said early fine thyssenkrupp unite technology corp s otis schindler ag kone oyj total 992. 3 mln allege cartel activity lift market go back twelve year",0.4,0,0.202
834,"positive","finance aspocomp s grow aspocomp aggressive pursue grow strategy increasing focus technological demand hdi print circuit board pcbs",-0.3,-1,-0.273
835,"negative","omx helsinki 25 end 0. 47 pct low 3,150.55 omx helsinki 0. 21 pct 10,736.42 1. 523 bln turnover",0,0,-0.273
836,"positive","four quarter atria s loss shrank 1. 2 5. 9 contract 340. 4 361. 1",-0.6,-1,-0.318
837,"positive","cooperate double switch s converter capacity",0,0,0
838,"positive","group also strong global position fish category",0.4,1,0.511
839,"neutral","house manufacture target strong grow one family house market russia",0.4,1,0.511
840,"positive","cargotec germany gmbh award tract stadtverwaltung mainz chassis body open procedure",0.6,1,0.542
841,"neutral","part transaction ænekoski paper mill remain m real s ownership continue galerie art production sappi long term tract",0,-1,0
842,"positive","operate turnover six month period crease respective eur17 6 m eur1149 9 m compare correspond period 2007",0,0,0.421
843,"neutral","use proceed transaction achieve target",0,1,0
844,"neutral","addition reduction nine person made pension arrangement add",0,0,0
845,"positive","elcoteq prov track cord electronic manufacture service em global factory network couple modern manufacture equipment consistent system process",0,1,0
846,"neutral","it planned operational second half 2007 full stream 2008",0,0,0
847,"positive","please work fujitsu ntt docomo advance progress lte said juergen walter head verge core nokia siemens network",0.3,1,0.625
848,"positive","manavigator september 7 2010 kemira veil indian jv ivrcl chemical group kemira hel kra1v tuesday announce ink deal form joint venture india local construction firm ivrcl infrastructure project ltd bom 530773",0,-1,0
849,"neutral","section put place form load bear steel structure bridge say sami eronen senior vice president infrastructure northern europe ruukki construction",0,-1,0
850,"positive","warm welcome michael frei outotec",0.3,1,0.599
851,"neutral","solute industry dependent support multilingual currency need modular applicable company size ceo ilkka sihvo said",0.4,0,0.402
852,"positive","operate loss 179mn compare loss 188mn second quarter",-0.6,-1,-0.557
853,"positive","accord kesko agree city administrate lease build 2006 settlement construction f star hotel hilton 120 room",0.2,1,0.361
854,"neutral","term condition stock option scheme 2008 avail s internet page www. sanoma. com",0,0,0
855,"neutral","has80 branch annual venue",0,0,0
856,"neutral","court s decision also mote genuine competition service",0,1,0
857,"neutral","new corp s myspace. com web site play submission expand broadband emmy award part effort identify aspire video artist",0.4,1,0.802
858,"neutral","off challenge interesting employ 20,000 people 20 country throughout europe",0.1,0,0.459
859,"neutral","consume now increasing interest can heir phone",0.2,0,0.459
860,"positive","kesko food ltd press lease 04. 01. 2006 13. 00 kesko food ltd launch major tv campaign recruit many one hundred new k food retailer",0,0,0
861,"neutral","significant capital expenditure item global enterprise source planning erp project duct develop production machine",0.2,1,0.202
862,"neutral","s group s loyal custom magazine yhteishyv æ came second 1,629,000 read sanoma corporate s daily newspaper helsingin sanomat third 1,097,000 read",0.6,1,0.477
863,"positive","neste oil corp sign long term procurement tract honkajoki oy findest protein oy own food manufacture supply animal fat biodiesel production neste s 200,000 b cd porvoo finery",0,0,0
864,"neutral","aspocomp said spin chinese indian it equipment salo plant new form it sell hong kong list meadville",0,0,0
865,"neutral","strategic operational information objective port",0,0,0
866,"neutral","france t _ l _ com spent time study teliasonera potential takeover target shareholder want sell pellissier said",0.2,0,0.511
867,"negative","operate loss amount 0. 7 compare 0. 8 second quarter 2005",-0.6,-1,-0.318
868,"positive","oko bank sign cooperate agree raiffeisen concerning company vestment russia",0.2,1,0.361
869,"neutral","agree benefon s forthcoming range twig integrate gps navigate mobile phone vice use jointly develop web base track locate technology consume commercial apply",0.2,0,0.361
870,"neutral","know exist artemyev said",0,0,0
871,"positive","satama s third quarter 2007 rose 275,000 euro 395,000 270,000 euro 388,000 period 2006",0,0,0
872,"positive","strategic cooperate rentakran bring u new custom already work relationship authority new territory said jarmo laasanen senior manage cramo",0.2,0,0.077
873,"neutral","deal significant effect acquire s equity ratio",0.2,1,0.202
874,"negative","low capacity utilisation rate steel production considerably crease fix cost p it steel produce",0,0,-0.273
875,"negative","omx helsinki index 0. 34 pct 8,256.02 turnover 813. 191 mln",0,0,0
876,"positive","vacon sign significant deal norwegian scandinavian electric system ses supply ac drive",0.2,1,0.202
877,"neutral","glaston s glass process it tamglass glass process manufacture high quality safety glass duct operate",0.2,1,0.421
878,"neutral","commission found evidence several meet cuss cartel include one brussels restaurant november 1997 company cuss price crease",0,0,0
879,"neutral","capman four invest area capman buyout capman technology capman life science capman real estate dedicate team",0,1,0
880,"neutral","alexandria va nov 19 erkki aho elimaki develop method apparatus junction shoe press",0,0,0
881,"neutral","addition kazakh legate visit s sitra invest fund honkarakenne ltd nokia headquarter study teliasonera ltd jsc s activities",0,0,0
882,"neutral","beside depositor preference senior debt deposit rank par also taken considerate agency add",-0.4,0.333,0.103
883,"neutral","locate ragot already start complete next week waterqueen tortue move planned mid 2008 vmc europe third quarter 2008",0,0,0
884,"neutral","stuk today full service house expert radiate nuclear safety issue",0.2,1,0.421
885,"negative","addition reduce maximum t job",0,0,0
886,"neutral","public service also avail",0,0,0
887,"neutral","earn p share eps first quarter amount loss eur0 20",-0.2,-1,-0.026
888,"neutral","however production almost entire labor intense base small vestment",0.2,0,0.009
889,"positive","port period rose 8 year year eur64 3 m due acquisition realize first half 2008 09 effect eur10 9 m view period",0,0,0
890,"positive","pilot project prove rifd technology ideal purpose comment olli saarinen material handle supervisor yara",0,1,0.527
891,"positive","combine perfect price performance sophisticate manage facility said",0.6,1,0.572
892,"neutral","term transaction remain disclosed",0,0,0
893,"neutral","martela front runner provide innovate solute custom service martela design supply interior solute work environment public space",0.2,1,0.494
894,"neutral","remote phone manage demonstrate sysopen digia s unique end end offer operator handset manufacture enterprise custom",0,1,0
895,"neutral","another firm air liquide exempt left market 1998",-0.2,0,0.103
896,"neutral","cargotec s share capital crease total 64,046,460 euro",0.2,0,0.296
897,"neutral","sanoma also execute committee accordance s article associate prepare proposal matte decide note board director",0,1,0
898,"neutral","thus group s balance sheet eur25 8 m goodwill add",0,1,0
899,"neutral","accord barclays f secure software protect user hack virus spyware digital attack",0.133,0.2,0.226
900,"neutral","medical vice russia brand new market analysis give clear overview actual situate future outlook medical vice market russia",0.2,-0.333,0.382
901,"neutral","2006 teliasonera sek 91 bn ebitda sek 32. 266 bn come sek 19. 28 bn",0,0,0
902,"neutral","poyry s 2007 amount 720 employ 7400 expert",0,1,0
903,"neutral","forestry upm kymmene waste manage lassila tikanoja said jan 30 planning produce ethanol energy commercial industrial waste",-0.2,-1,-0.542
904,"positive","kesko pursue strategy healthy focus grow concentrate service consume custom",0.4,1,0.402
905,"negative","suominen corporate make wet wipe nonwovens flexible package start employer employee negotiations tampere plant lay 25 employee",0,0,0.226
906,"positive","contrast s loss third quarter contract 76 256 correspond period year ago",-0.6,-1,-0.318
907,"negative","however saw third quarter 1. 4 1. 5 correspond period",0,0,0
908,"positive","marubeni marubeni corporate tse 8002 adr maruy establish 1858 core marubeni group one japan s lead general trade house",0,0,0
909,"negative","solute provide affecto oyj hel afe1v said today slipped loss 115,000 usd 152,000 second quarter 2010 845,000 correspond period year early",-0.6,0,-0.318
910,"neutral","now taking marimekko distinct significant scale",0.2,1,0.202
911,"neutral","eur3m paid dividend eur1 30 apiece",0,0,0
912,"positive","clothe develop b",0,0,0
913,"neutral","north rhine westphalia issue benchmark 5 year fix rate deal euro",0,0,0
914,"positive","locate make mall convenient place shop consume three large residential area nearby jaroszowka wysockiego zgody",0,1,0
915,"neutral","huge bridge gird deliver site plant ylivieska",0.2,0,0.318
916,"neutral","pertti ervi dependent major shareholder",0,-1,0
917,"neutral","reported search place ceo olli pekka kallasvuo",0,0,0
918,"negative","said fall turnover planned",0,0,0
919,"negative","alma media s operate amount 11. 9 15. 0 year early",0,0,0
920,"positive","operate totalled 21. 1 18. 6 2007 represent 9. 7",0,0,0
921,"neutral","outotec s scope livery cover engineer supply special equipment service calcination plant two circulate fluid b calciners",0,1,0.402
922,"neutral","tract cover manufacture surface treatment installation steel structure",0,0,0
923,"neutral","ahlstrom corporate anne pirila director financial communicate distribute helsinki stock exchange main media ahlstrom brief ahlstrom lead develop manufacture market high performance fib base material",0,0,0
924,"positive","assign strengthen poyry s position international provide engineer project service chemical process industry",0.4,1,0.318
925,"neutral","stonesoft corporate stonesoft corporate omx sft1v innovate provide integrate network security solute secure information flow distribute organization",0.3,1,0.791
926,"neutral","part agree 10 employee john deere forestry documentation function transfer dokumentori oy",0.2,1,0.361
927,"neutral","subscribe magazine",0,0,0
928,"neutral","ge build facility wind power developer invenergy wind llc",0,0,0
929,"positive","soapstone deposit medvezhyegorsk area expect crease tulikivi s current serve considerably",0,0,0
930,"neutral","change readership significant",0.2,1,0.202
931,"positive","outotec s second quarter 2007 jump 16. 8 mln euro 23. 1 mln 4. 6 mln euro 6. 3 mln year ago",0,0,0
932,"neutral","account period 0. 3",0,0,0
933,"neutral","addition presentation held president ceo kai telanne cfo tuomas itkonen participant opportunity cuss member s manage",0.4,1,0.421
934,"positive","operate 11. 4 7. 5",0,0,0
935,"neutral","design manufacture market high quality clothe interior decorate textile bag accessory",0,1,0
936,"neutral","munich 14 january 2008 bavaria industriekapital ag close acquisition elcoteq communicate technology gmbh offenburg germany approval",0.4,1,0.477
937,"negative","1411 cet arcelormittal lost 7. 26 17. 38 euronext paris come lead blue chip fallers",-0.6,-1,-0.318
938,"neutral","plant schedule complete late february 2007 hand area january two supply nokia aspocomp group oyj perlos announce plan establish plant within nokia complex together vest r 365 crore",0,0,0.494
939,"positive","improve sek 1,553 compare sek 1,408",0.4,1,0.44
940,"neutral","neste oil publish third quarter 2008 result friday 24 october 2008 approximate 9 eet",0,0,0
941,"neutral","serve broad range custom include construction process industry shipyard public sector household",0,0,0
942,"neutral","nordea s chairman board hans dalborg form nominate committee re election annual general meet 2011",0,0,0
943,"neutral","nordea pankki suomi oyj accord previous announce made forward tract alma media corporate share",0.2,1,0.296
944,"neutral","also set launch message service next day enable user access e mail account m exchange",0,0,0
945,"neutral","vice also contain finnair s apply compile custom feed back idea duct develop",0,-1,0
946,"neutral","object st petersburg office first boost s maintenance",0.2,0,0.402
947,"neutral","expand agree cover sale market distribute benefon s navigate locator vice china",0.2,0,0.586
948,"neutral","tract also include installation work new multistorey carpark close 1,000 vehicle",0,0,0
949,"positive","proud welcome another distribute facility north mississippi region known logistic cent unite state said gray swoope execute director mda",0.2,1,0.727
950,"neutral","effect may remain short live however",0,0,0
951,"neutral","newspaper publisher sanoma media group sanomawsoy merge free sheet uutislehti 100 metro mid september 2008 form new free sheet name metro",0.2,1,0.765
952,"neutral","operate loss land eur39m include one off eur27m exclude one off",-0.4,-1,-0.494
953,"neutral","july quadriga capital sold lewa gmbh pump make japan s nikkiso co",0,0,0
954,"positive","past decade gradual divest noncore asset bought several sport equipment maker include california base fitness duct international spark nevada base atec lead maker baseball softball pitch machine",0.267,1,0.67
955,"neutral","uponor initiate action attempt cover cost place gram supply clamp well insurance",0,1,0.273
956,"neutral","lkab headquarter lulea sweden high tech mine produce upgrade iron ore duct steel industry",0,1,0
957,"neutral","said agree eur160m secured credit line lend",0.3,1,0.778
958,"positive","operate rose 13. 1 8. 7 correspond period 2007 represent 7. 7",0,0,0
959,"positive","long term tract global",0,0,0
960,"neutral","symphony service provide develop service aldata gold",0,1,0
961,"positive","loan use finance strategic vestment shoppe cent develop project finance mature debt",0,0,0.077
