"id","rating","text","afinn","lsd","vader"
529,"positive"," nokia nokia   pioneer  mobile telecommunications   world 's leading maker  mobile devices .",0,0,0
530,"neutral"," symbian foundation plans  revise  procedures  testing  signing software  digitally signing  trojan   symbian mobile phone operating system  mistake .",-0.4,-1,-0.34
531,"negative"," fair value change  investment properties   15.8  , compared   22.9    third quarter   .",0.4,1,0.572
532,"positive"," annual thesis contest  aimed  enhance  thesis quality   strengthen  thesis culture  polytechnics .",0.4,1,0.318
533,"neutral","  , kone  annual     4.7 billion  approximately 34,000 employees .",0,0,0
534,"neutral","cramo plc   service  specialising  construction machinery  equipment rental  rental-related services ,  well  rental  sale  modular space .",0,0,0.273
535,"negative","divisional  demand   half remained `` inconsistent '' ,  added .",-0.2,-1,-0.128
536,"neutral"," far    awarded   $ 350,000 worth  tools  materials .",0.5,1,0.557
537,"positive","last year sysopen digia invested  ibm product know-   building  portal  trading place systems  successfully implemented customer solutions supported   .",0.3,1,0.735
538,"neutral"," value   order   4mn .",0,0,0.34
539,"neutral","tip   week panfish like bluegills  great fun  catch , especially  children new  fishing .",0.6,1,0.872
540,"neutral"," group   order book   7.74    end  2007 .",0,0,0
541,"neutral","``   transaction , tikkurila   powder coatings-related operations , ''   said .",0,0,0
542,"neutral","  note  clients published ,  dutch broker described   's third quarter results  ` soft ' , although  also noted  elcoteq retained  guidance , dealers said .",-0.2,0,0.026
543,"positive"," january-september  ,  group 's  interest income increased   112.4    74.3   january-september 2008 .",0.2,0,0.625
544,"positive","consumption  forecast  grow   2 % .",0,0,0
545,"negative","london marketwatch -- share prices ended lower  london monday   rebound  bank stocks failed  offset broader weakness   ftse 100 .",-0.2,-1,-0.727
546,"neutral","   's   , 38 %  acquired   , 21 %   european countries , 40 %  asia ,  1 %   us .",0,0,0
547,"neutral","  , alma media will focus  quality  developing chain operations .",0,1,0
548,"neutral","   involved    sale  financial products including insurance , mortgages , car  personal loans , financial brokerage  equipment finance leasing .",0,0,0
549,"negative"," survey conducted  taloustutkimus  sampo life shows  companies  badly prepared  losing key staff members .",-0.333,-1,-0.586
550,"neutral","glaston 's  glass processing unit , tamglass glass processing ,   manufacturer  high quality safety glass products ,  operates   .",0.2,1,0.421
551,"neutral"," corresponding increase   share capital ,  total  300,00  registered    trade register  may 8 , 2008 .",0.2,0,0.542
552,"neutral","isms   disclose  financial results ,  daily said .",0,0,0
553,"neutral"," new apartment block  going   close   city center , explained chairman   board   yit ehitus priit sauk .",-0.2,-1,-0.44
554,"neutral","according   prosecutor ,  share transactions  carried   hk ruokatalo  proceeded   negotiations concerning  acquisition  swedish meats .",0.2,0,0.296
555,"positive","28 october 2010 -  wood products technology supplier raute oyj hel : rutav said today  swung      eur3m   first nine months  2010 versus   loss  eur5 .2 m    period  year earlier .",-0.6,-1,-0.318
556,"neutral"," third quarter result also includes  400,000 euro ( $ 575,000 ) provision  -sizing  lure manufacturing  ireland .",0,-1,0
557,"positive","yit construction   town  riihim+æki  signed  lease contract whereby  town will occupy  travel centre office facilities .",0,0,0
558,"neutral","- provides summary   medical equipment pipeline products     developing .",0,0,0
559,"positive"," respondents praised finnair 's reliability , finnishness ,  understanding   target group .",0.6,1,0.494
560,"negative"," negotiation  resulted   reduction  80 people  regular employment , around half   will  covered  pension arrangements .",0,0,0
561,"neutral","ingen   established medical device manufacturer   emerging new medical product line   respiratory market worth  estimated $ 4 billion   u.s.  $ 8 billion globally .",0.4,1,0.226
562,"neutral"," maximum obligated total trades per day  isk 400,000,000 market value .",0,0,0.34
563,"neutral"," energy  fortum  set  new stricter target limits  short-term carbon dioxide emissions   heat  electricity production .",-0.2,-1,0.273
564,"neutral"," companies ' aim   finalize  negotiations  sign  contracts   start  october 2008 .",0,0,0
565,"neutral","helsinki-based componenta bought turkish listed  doktas  october 2006  89  euros , making   largest  investment  turkey  date .",0,0,0
566,"neutral"," deal  subject  approval   norwegian competition authorities .",0.4,1,0.477
567,"positive"," operating       three-month period increased , respectively  eur15 .1 m  eur131 .5 m ,  compared   corresponding period  2005 .",0.2,0,0.542
568,"neutral","h1 '08 h1 '07 q2 '08 q2 '07  mln euro , unless otherwise stated   386 328.6 201 160.7 operating  46.3 35.8 23.2 9.5 pre-tax  33.6 26.9 18.7 5.1   25.1 25.4 14 4.0 eps  euro 2.20 2.36 1.24 0.38 1.0 euro = $ 1.60 www.componenta.com",0,0,0
569,"neutral"," biggest sellers   chain 's supermarkets    organic pirkka tomatoes , carrots , eggs ,  meat products .",0,1,0
570,"neutral"," board  directors  proposed  extraordinary general meeting  authorise  board  decide   issuance   maximum  30mn new shares  one   share issues .",0.2,1,0.527
571,"negative","ramirent made 18  kroons  1.15 mln loss last year ;  year     7.3  kroons   black .",-0.6,-1,-0.318
572,"neutral","approval  shareholders  cencorp  accordance   law .",0.4,1,0.477
573,"neutral","aspo plc stock exchange bulletin october 24 , 2006  2:00 p.m. aspo systems division  completed  statutory negotiations ,  required   act  co-operation within undertakings , conducted  part   action plan launched  august .",0.2,-1,0.128
574,"neutral","london ( afx ) - intertek group plc ,  testing  inspection  , said  commercial  electrical division  bought -based  natlabs oy  etteplan oyj  1.3 mln   cash .",0,-1,0
575,"positive","  result ,  distribution companies will start  distribute ,  addition   current product offering , shimano reels , rods   shimano fishing tackle products   exclusive basis .",0.4,0,0.128
576,"negative","pretax loss totalled  49.9  , compared   loss   15.4    corresponding period  2008 .",-0.6,-1,-0.557
577,"neutral","nokia said  outcome   `` fair  responsible social plan . ''",0.4,1,0.557
578,"neutral","wins 98 % acceptance 23 december  -  industrial machinery  metso oyj ( hel : meo1v ) said today  will complete  takeover offer  textile  tamfelt oyj abp ( hel : tafks ) ,  acquiring 98 %   shares  votes .",0.5,1,0.836
579,"neutral","panostaja   disclose  purchase price .",0,0,0
580,"negative"," personnel reductions will primarily affect  working   parent    diagnostics    production  logistics   liquid handling  .",0,0,0
581,"neutral"," difference can  explained   fact  two shipping companies  stopped operating   gulf   .",-0.2,0,-0.226
582,"neutral"," polish  employs  1,000 people ,         70mn  2007 .",0,1,0
583,"neutral"," printed circuit boards ( pcbs ) maker aspocomp group oyj said  december 4 , 2006  named henry gilchrist senior vice president   group 's asian operations ,   january 8 , 2007 .",0,-1,0
584,"neutral"," plumbing   announced   sponsoring  professional darts player .",0,0,0
585,"neutral","financialwire tm   fully independent , proprietary news wire service .",0,0,0
586,"neutral"," total scope   project   38,000 square metres    valued   total  around eur75m .",0,0,0.44
587,"negative","diluted earnings per share ( eps ) stood   0.25 versus  0.42 .",0.2,0,0.296
588,"neutral","byline : tim moran cellular phone giant nokia corp.  offering $ 8.1 billion  digital map supplier navteq corp. ,  chicago .",0,0,0
589,"negative","stora enso 's target   cut   4.85   5.55  holmen 's target --  sek 135  sek 150 .",-0.2,0,-0.273
590,"neutral","feed companies suomen rehu  raisio   import gmo feed .",0,0,0
591,"neutral"," order also includes start-  commissioning services .",0,0,0
592,"neutral"," glass technology group glaston corporation ( omx helsinki : gla1v ) reported  thursday ( 14 august )  operating   eur6 .5 m     eur201 .5 m   period january-september 2008 .",0,0,0
593,"positive","synergy benefits will start  materialise   second quarter .",0.4,1,0.382
594,"positive"," broadband data communication systems provider teleste oyj hel : tlt1v said yesterday  returned       2.7  usd 3.8 m   first nine months  2010 versus   loss   579,000    period   .",-0.6,-1,-0.318
595,"neutral","  expects      whole     previous year levels .",0,0,0
596,"neutral","alma media 's     totalled meur 307.8   operating margin  13.5 per cent .",0,0,0
597,"neutral","following  move , stora enso holding  newpage will remain unchanged .",0,0,0
598,"neutral"," tests , conducted  nokia siemens ' lte center  competence  espoo ,  , follow   's production start  lte-ready flexi multiradio base stations   800 mhz band  april 2010 ,  complement earlier tests  nokia   2100 mhz  2600 mhz bands .",0,1,0
599,"neutral","mr ashley , deputy executive chairman  sports direct , sold  43pc stake       pounds 900m   time   float .",0,0,0
600,"neutral"," new sepa cads will replace  bank cards .",0,0,0
601,"positive","mformation  nokia noted   established interoperability agreements  cover commercially proven , standards-based management  mobile devices ,  well  mobile device security  mobile application management .",0,1,0.681
602,"positive","certain shareholders  irrevocably agreed  vote  favor   bond issue .",0.267,1,0.71
603,"neutral","     power plants    710.3   2005 .",0,0,0
604,"positive","-swedish tietoenator  expanding   quickly  russia .",0,0,0
605,"positive"," seminar introduced modern , clean technologies  products , financial tools  sponsorship programs  energy  environment projects  well   potential  develop clean energy  vietnam .",0.4,1,0.866
606,"positive","`` stonesoft sees great promise   future  ipv6 .",0.4,1,0.751
607,"neutral","  textiles  clothing  marimekko corporation ( omx helsinki : mmo1v ) reported  wednesday ( 5 november )  operating   eur8 .1 m     eur59m   period  january  september 2008 .",0,0,0
608,"positive","aspo plc stock exchange announcement may 4 , 2006  10:00 .m.  increase   share capital  aspo plc totaling  1,125.60  registered today .",0.2,0,0.542
609,"neutral"," tekla structures product box ,  needed ,  now made  recycled material .",0,0,0
610,"neutral"," start   negotiations , relating  glaston 's efficiency program ,  announced  october .",0,1,0.361
611,"negative"," suominen corporation  makes wipes , nonwovens ,  flexible packaging , expects changes   market situation  reduce   suominen 's nonwovens  wet wipes   previously estimated volumes .",0,1,0.226
612,"negative","  dropped  6 % year--year   11.9  .",0,0,0
613,"negative","outokumpu 's steel mill  tornio ,   ,   suspected source .",-0.2,-1,-0.226
614,"neutral","mr. mika korpinen , apac vice president  comptel concludes : `` comptel    demonstrating  importance  providing reliable delivery  enabling time--market .",0.4,0.333,0.361
615,"positive","furthermore ,  fully electrically driven cranes  environmentally friendly .",0.4,1,0.494
616,"negative"," bank  +_land reports operating    2.2    first quarter  2010 ,    6.3    corresponding period   .",0,0,0
617,"neutral"," manufacturing will begin  pietarsaari   beginning   year    delivery will take place  october  .",0,0,0
618,"positive","`` basware 's product  grew strongly   financial period ,  24 percent .",0,0,0.273
619,"neutral"," joint venture will invest   500,000  production technology straight away .",0.2,0,0.226
620,"positive"," lithuania , operating  rose   190,000   70,000   corresponding period  2005 .",0,0,0
621,"neutral","yara suomi ltd also provides nitrogen chemicals  technical nitrates  various sectors  industry ,  well  products used  environmental protection .",0,1,0.273
622,"neutral","tn means   handset supports teliasonera 's telia navigator global positioning system service .",0.4,1,0.361
623,"neutral","stockmann plc  announcement february 20 , 2007 ,  13.40  annual summary  stockmann 's stock exchange  financial press releases  2006  available    's website   address www.stockmann.com .",0,0,0
624,"neutral"," financial details  available .",0,0,0
625,"positive"," terms   financing  approved   annual general meeting    held  june 30 , 2010 .",0.4,1,0.421
626,"neutral","originally posted   pcmag.com security blog , security watch .",0,0,0.586
627,"neutral"," contract value amounts   2.4  .",0,0,0.34
628,"neutral"," dividend will  paid  april 15 , 2008     shareholders    record date  april 8 , 2008   entered   list  shareholders kept    central securities depository ltd. .",0,0,0.296
629,"neutral"," firm builds components  mobile phones   communications products .",0,0,0
630,"neutral","rk group , headquartered  vantaa ,  ,  one  europe 's leading machinery rental services .",0,0,0
631,"neutral","  plans  spend  proceeds   rights offering  strengthening  balance sheet .",0.4,1,0.494
632,"neutral"," cranes   installed onboard two freighters ordered  singaporean ship owner masterbulk .",0,0,0
633,"positive"," report provides  comprehensive insight    , including  structure  operations , executive biographies  key competitors .",0.4,1,0.25
634,"neutral","kershaw takes   position  immediate effect   previous role  marketing manager  sankey home & garden products .",0,0,0
635,"neutral"," sources said nokia  unveil  new phone code-named `` tube ''  oct. 2   analyst  media event  london .",0,0,0
636,"positive","nokian capacitors ' equipment will  used  raise  capacity  reliability   indian grid .",0,1,0
637,"positive"," bank sees  potential  getinge share  rise .",0.2,0,0.296
638,"positive","  also said   poland  profitability program   launched   oborniki steel frame  sandwich panel plant .",0.2,0,0.382
639,"negative","production levels   agreed  producers  long time ago ,   fall  consumption will lead  losses .",0.2,0,-0.153
640,"neutral","``  will continue  make  easier  users  explore services   handsets  will work towards bringing internet   wider range  devices including mid  low-end devices , '' said kallasvuo .",0,1,0.421
641,"positive","acquisitions   made  businesses   well integrated .",0,1,0.273
642,"neutral"," present position   director  stockmann 's international department stores .",0,0,0
643,"neutral"," ship cranes ,  will  manufactured  macgregor 's partner plants  china , will  delivered  2008-2010  vessels ordered  chinese cosco , german peter dohle  hong kong based cido shipping .",0,1,0
644,"positive","combining  two producers will create  strong eu-based fertilizer industry capable  meeting global competition ,  added .",0.3,1,0.791
645,"neutral","     period  2006  (  x20ac ) 172  .",0,0,0
646,"positive","-   pleased  bjorn wahlroos  accepted  nomination .",0.4,1,0.612
647,"neutral"," transaction will take place without payment  merger consideration .",0,1,0
648,"neutral","   raw materials come  europe   us   paid  euros  us dollars ,   take place  rubles .",0,0,0
649,"neutral","rautalinko  resposnible also  mobility services ,   job   division will  continued  marek hintze .",0,-1,0
650,"neutral"," amount will   included   pensionable salary .",0,0,0
651,"neutral","  give  bedroom  cool makeover  summer .",0.2,0,0.318
652,"neutral","  said production volumes  far indicate  circuit  capable   targeted output rate  60,000 tonnes per day ,  22  tonnes  year .",0.2,1,0.382
653,"neutral"," full midnighttrader extended-hours trading analysis  news service  available  real-time  comtex .",0,0,0
654,"neutral","also ,  six-year historic analysis  provided   market .",0,0,0
655,"neutral","3 january 2011 - scandinavian lenders sampo bank ( hel : samas ) , pohjola bank ( hel : poh1s )  svenska handelsbanken ( sto : shb  )  provided  eur160m ( usd213m ) line  credit  lemminkainen oyj ( hel : lem1s ) ,   construction firm said  friday .",0,1,0.382
656,"neutral","adpnews - dec 23 ,  - norwegian financial services group sparebank 1 gruppen  osl : sbgrp said  board  directors appointed today jarle haug managing director   claims collection subsidiary sparebank 1 gruppen finans",0,0,0
657,"neutral"," chain   unite 45-50 centres   end  2008 .",0,1,0
658,"neutral","terms   acquisition   disclosed .",0,0,0
659,"positive"," operating       six-month period increased , respectively  eur7 .5 m  eur655 .5 m ,  compared   corresponding period  2005 .",0.2,0,0.542
660,"positive","operating  rose  22.1 mln   19.9 mln .",0,0,0
661,"neutral"," corresponding share capital increase ,  1,012,945.50  entered   trade register today .",0.2,0,0.542
662,"neutral","`` rapala  excited   partnering  rbff   industry leaders   holiday promotion . ''",0.6,1,0.625
663,"neutral"," shares carry  right  dividend   shareholder rights    registration    trade register .",0.2,1,0.296
664,"neutral","sami sepp+ænen , ceo  elisa eesti , says  novel network allows fast mobile broadband  sparsely populated areas .",0.4,0,0.318
665,"positive","teliasonera  secured deliveries  4g modems  support  3g  2g   second quarter 2010 .",0.4,1,0.66
666,"negative","qualcomm estimated  first-quarter   46  50 cents  share , excluding certain items ,   analyst estimate  61 cents  share .",0.2,-1,0.67
667,"neutral","swedish telco teliasonera  teaming   friends ,  swedish organization  bullying ,  fight bullying  children  teenagers via electronic channels .",-0.333,-0.5,-0.807
668,"negative","jan. 6 -- ford  struggling   face  slowing truck  suv    surfeit  --date , gotta- cars .",-0.4,-1,-0.421
669,"neutral","basware invoice processing , basware contract matching , basware order matching  basware kpi reporting tool  part   basware 's enterprise purchase  pay solution suite .",0,0,0.226
670,"negative","frost sold shares  $ 19   $ 6.06-7 .12 per share , compared  friday 's high  $ 11.33  low  $ 10.14 .",0.2,0,0.318
671,"negative","operating  decreased   11.2    16.6  .",0,0,0
672,"positive"," acquisition will   immediate positive impact  aspocomp 's financial result .",0.4,1,0.557
673,"neutral","additionally , information   segments , competitors  future outlook  provided .",0,0,0
674,"neutral"," potential clients include public administration organizations investing  utility networks  services .",0,0,0
675,"neutral"," paper mill   central maine town  madison soon will   new owner .",0,0,0
676,"neutral"," employee negotiations   address measures needed  adjust  operations   present production situation .",0,0,0
677,"neutral","baltic pearl cjsc ,  subsidiary  shanghai foreign joint investment  ,  developing  project  st petersburg , comprising    square meters  residential space , two hospitals  several schools  nurseries .",0,0,0
678,"neutral"," today s  ,    pre-empt  consumers want , said mohammed zainalabedin , general manager , zain bahrain .",0.2,0,0.077
679,"neutral","alexandria , va. , dec. 19 -- united states patent . 7,853,620 , issued  dec. 14 ,  assigned  nokia corp. ( espoo ,  ) .",0.2,1,0.421
680,"neutral","  ,  launch  tie-   3g mobile phones   cause  dramatic rush  mobile retail outlets   first  days .",0,0,0
681,"positive","according   metso minerals ,  value    's orders  gone    1.9 bn  12 months .",0,0,0.34
682,"neutral"," center offers  comprehensive range  device design services spanning  electronics , mechanics  software design   full range  testing laboratory services .",0.4,1,0.25
683,"positive"," omx helsinki 25 index   0.92 pct  2,518.67   helsinki cap portfolio index  0.91 pct higher  4,711.19 .",0,0,0
684,"positive"," group 's   balanced   broad portfolio  sports  presence   major markets .",0,1,0
685,"neutral"," deliveries started  april 2006  will  completed  2007 .",0,0,0
686,"neutral","` pulp  paper industries  growing  countries like china  russia .",0.3,1,0.494
687,"neutral","previously ,   expected  2008 financial performance  remain    level   2008 .",0,0,0
688,"neutral","`` social networking  location-based service trends comprise  significant share   internet traffic today   appealing  mid users .",0.2,1,0.459
689,"neutral"," value   deal   disclosed .",0,0,0.34
690,"neutral"," acquisition  expected  take place   end  august 2007 .",0,0,0
691,"negative","last year 's third quarter result   burdened  costs stemming  restructuring   us .",-0.4,-1,-0.402
692,"positive","stx  oy signed   preliminary agreement   building   environmentally friendly , new generation cruise ferry  viking line  manage   turku ,  ,  stockholm , sweden withviking line abp .",0.3,1,0.751
693,"neutral"," see  slide show    newest product releases  fiskars .",0,0,0
694,"positive"," antibody , given  repeated doses    8 mg-kg ,  generally well tolerated ,   pharmacokinetic characteristics  btt-1023  psoriasis patients  consistent   observed   previously completed study  rheumatoid arthritis ra patients .",0,1,0.273
695,"neutral"," sampo-rosenlew manufactures approximately seven forest machines monthly ,   half  machines  exported .",0,0,0
696,"positive","4 february 2011 -  broadband data communication systems provider teleste oyj hel : tlt1v said wednesday    rocketed  eur4 .8 m  2010  eur416 ,000     lifted  dividend proposal .",0,0,0
697,"neutral"," planned closing date  provided .",0,0,0
698,"neutral","    lifted  veil   various types  customer    designs  phones ,  result  social stereotyping taken   fine art .",0.4,-1,0.202
699,"neutral","however ,  march  ,  government  st. petersburg passed  front part   building   area 1,900 square metres   land plot   hotel worth usd 10-15mn    delta .",0.4,1,0.226
700,"neutral"," front surfaces   valve plates  directed towards   .",0,0,0
701,"neutral","swedish engineering consultant firm etteplan   establish  unit  town borl+ænge ,   turn   month march-april 2008 .",0,0,0
702,"neutral"," contract includes  option  deliver  additional 75 ascs   next phases   project .",0,0,0
703,"neutral","lemminkainen infra oy 's subsidiary lemminkainen sverige ab will perform  construction work ,   expected  start  early 2011    completed   summer  2013 .",0,0,0
704,"positive"," long-standing partnership  commitment enable  parties  develop  respective operations ,  esl shipping will also   opportunity  update  fleet  improve  efficiency .",0.4,1,0.936
705,"neutral"," total value   project   eur53m , including  plots  will  transferred  atria .",0,0,0.401
706,"positive","turnover rose  eur21m  eur17m .",0,0,0
707,"neutral"," ore body  sufficient  support anticipated production   least 46 years .",0.4,1,0.402
708,"negative","earnings per share   loss  eur0 .24 .",-0.2,-1,-0.026
709,"positive","  said   investments   new market areas resulted   increase  sweden , poland , russia  lithuania .",0.2,0,0.318
710,"positive","elektrobit ( eb )  renewed   infrastructure contract  ict services provider fujitsu services  eb 's patja service .",0,0,0
711,"positive","rautaruukki said construction group yit  awarded   2.5 mln  contract  supply  steel structures   new bridge spanning  kemijoki river  northern  .",0.6,1,0.402
712,"neutral"," aforementioned shareholders  informed   will propose   annual general meeting   number  members   board  directors shall  five   besides  present members   board  directors also mr lassi noponen shall  elected   board  directors .",0,0,0.077
713,"neutral"," combined value   orders   45mn .",0,0,0.34
714,"negative","eb announced   stock exchange release  november 18th 2008  j.t. bergqvist  resigned   chairmanship  membership   board  eb .",-0.2,-1,-0.25
715,"neutral"," maximum grade   veneer yield  calculated , based   dimensions  grades   veneer products ,  well   iterating  places   peeling axes  simulating  peeling process .",0,0,0.273
716,"neutral"," group 's revenue amounts    80  ,  half    accounted   exports .",0,0,0
717,"neutral"," deal   line  etteplan 's strategy  operate   partner  global customers  provide industrial technology design services .",0,1,0
718,"neutral","  says  measures   longer needed .",0,0,0
719,"positive"," expansion aims  attract new customers     abroad .",0.2,1,0.361
720,"neutral","ixonos will finance  acquisition   3.8 mln euro $ 5.2 mln loan .",0,0,0
721,"neutral"," outsourcing agreement ,  covers equipment  depots  turku  tampere , will run  five years , cramo said  thursday .",0.2,-0.333,0.494
722,"positive"," will focus  improving  profitability next year  streamlining operations .",0.4,1,0.599
723,"positive","fiskars brands report     145.8  ,    138.4  .",0,0,0
724,"positive"," combining  existing solutions   single platform , comptel said    reduced  cost  deployment .",0.2,0,0.178
725,"neutral"," first phase will  completed   end  2012 .",0,0,0
726,"neutral","established  1987 ,  srv group   private  construction concern  operations   ,  baltic countries  russia .",0,-1,0
727,"positive","  recorded revenues  e658 .1    fiscal year ended december 2007 ,  increase  23 %  2006 .",0.2,0,0.318
728,"neutral","castecka said  town hall  hold talks   investors interested   zone .",0.4,0,0.402
729,"neutral"," 9:00 eet alma media 's annual report    scheduled   published  calendar week 9 .",0,0,0
730,"neutral","  said   operations will  sold   newly established  , cps gmbh ,   present management   plastics    co-owner .",0,0,0
731,"neutral","fortum holds 90.2 pct   share capital  94.4 pct   voting rights    ,   now plans  delist   warsaw stock exchange .",0.2,0,0.273
732,"neutral"," figure includes  change   fair value   property portfolio ,  26.2  .",0.4,1,0.572
733,"neutral","  will try  adapt  operations  temporary lay-offs  different duration , working hour arrangements , training  development efforts .",0,1,0
734,"positive","kauko-telko ltd press release 19.06.2007  14.00 1 ( 1 ) telko group ( kauko-telko )  expanding  strategic partnership  bp industrial lubricants & services ( bp ils )  acquiring total ownership  bp 's swedish retail  , molub-alloy ab .",0,1,0
735,"neutral"," record date  dividend distribution  march 14 , 2008 .",0,0,0
736,"neutral"," negotiations will concern  plant 's department producing winded roving  employs 10 people .",0,-1,0
737,"neutral","nordstjernan  used  option  buy another 22.4 % stake  salcomp 's shares  votes .",0.2,0,0.296
738,"positive","teliasonera   leading telecommunications    nordic  baltic regions .",0,0,0
739,"negative","compared   ftse 100 index ,  rose 94.9 points (  1.6 % )   day ,    relative price change  -0.4 % .",0,0,0
740,"neutral"," customers come   following countries : uk , usa , spain , france , italy , germany , china , sweden , norway , netherlands , austria , belgium , switzerland , czech republic , serbia ,  , canada , russia , ukraine , portugal , denmark , ireland , south korea , estonia  liechtenstein .",0,-1,0
741,"negative"," forest industry group stora enso oyj issued  thursday ( 20 march )   warning   first quarter 2008 .",-0.6,-1,-0.34
742,"neutral","information system supplier sentera --  24.51 pct --   next  heavily traded share  sysopen digia ,  software house , acquired 77.4 pct     morning  just  33 mln  .",0.2,-1,0.296
743,"positive","adp news - nov 13 , 2008 -  printed circuit board pcb maker aspocomp group oyj omx : acg1v said today    loss narrowed   2  usd 2.5 m   first nine months  2008   57",-0.6,-1,-0.318
744,"neutral","following  payment made  april ,     total   23.0   loans  financial institutions .",0,0,0
745,"positive","pretax  jumped   21.9    3.1  .",0,0,0
746,"neutral","featuring  s60 user interface ,  135-gram model also comes   2.4-inch quarter vga display  100 megabytes  internal memory , expandable   micro secure digital slot .",0.4,1,0.34
747,"neutral"," value   orders    25mn .",0,0,0.34
748,"neutral","stora enso oyj said friday  will sell  north american unit  newpage ,   deal valued  euro1 .82 billion us$ 2.52  .",0,0,0.44
749,"neutral","bluewin security  available   monthly subscription .",0,0,0.34
750,"neutral"," remaining amount will  funded  debt ,  danish bank said .",-0.4,-1,-0.361
751,"neutral"," tool   patent pending design  allows consumers  lay   entire project   removable plate using multiple clear stamps   kind .",0.3,0,0.718
752,"neutral"," value   contract   25mn .",0,0,0.34
753,"positive","managing director kari inkinen says  sponda 's leasing operations developed highly favourably .",0,1,0
754,"positive","eur928 ,000  q1 2010 6 may 2010 -  textile  clothing design  marimekko oyj ( hel : mmo1v ) said today    rose  eur928 ,000   first quarter  2010  eur13 ,000   corresponding period  year earlier .",0,0,0
755,"neutral","   owned   state     european aeronautic defense  space  eads n.v. tekla   international software   provides solutions  building  construction , energy distribution  municipalities .",0.2,0,0.511
756,"positive","meanwhile , nokia said   will  able  deliver  complete range  services  deployment operations  consulting  integration  managed services   result   buyout .",0,0,0
757,"neutral"," contract covers  supply  temporary heating equipment  lkab 's new pellet plant  kiruna ,  northern sweden .",0,0,0
758,"positive","combining  deep domain expertise   application service management asm  outsourcing service offerings  now proved    winning combination .",0.8,1,0.527
759,"neutral"," needed ,  provides also  information  ferry connections  hotels .",0,0,0
760,"neutral"," number  class  shares remains unchanged  9,526,089 shares .",0.2,0,0.572
761,"neutral","bg crane   strong customer base   -road load handling  related installation  service businesses .",0.4,1,0.511
762,"positive","asimilar agreement  signed  china mobile ltd. ( sehk : 0941  nyse : chl ) ,  largest mobile carrier ,  thegps  social networking service provider , promoting gypsii service  beijing 2008 olympic games , according  thelatest news .",0.2,1,0.691
763,"positive","``  number  collection errors fell considerably ,  operations speeded  .",-0.4,-1,-0.273
764,"neutral","  new production lines   novator mill  veliky ustjug , vologda oblast , sveza will change  current 1.5 m  1.5 m birch plywood production targeting  domestic market  produce 1.5 m  3.0 m overlaid birch plywood   global market .",0,0,0
765,"neutral","roshan 's    2006  $ 191   ebitda  $ 66.5  .",0,0,0
766,"positive"," acquisition  kaupthing sverige will bring  significant positive non-recurring addition   group 's performance .",0.3,1,0.66
767,"neutral"," first stage   contract covers 133 stores  600 cash registers .",0,0,0
768,"positive"," new representation extends comptel 's global presence   total  18 countries , serving  250 customers   80 countries worldwide .",0.2,0,0.128
769,"neutral"," winner      present  win .",0.8,1,0.822
770,"neutral"," appointments will   force   new ceo   appointed .",0,0,0
771,"positive","finlan 's listed food industry  hkscan group controlled companies   baltics improved revenues   3.5    160.4   2010   156.9    year  .",0.4,1,0.477
772,"neutral"," new organization consists  two  units : charging & messaging  finance & administration .",0,0,0
773,"neutral"," completion   acquisition , poyry 's oil  gas expertise will cover multi-discipline engineering  consulting services across  complete oil  gas asset lifecycle , including deepwater engineering services .",0.4,1,0.361
774,"positive"," board  directors will propose  dividend  eur0 .12 per share  2010 ,    eur0 .08 per share paid   .",0.2,0,0.527
775,"neutral","``  issues identified  stonesoft affect  range  content inspection technology .",0,0,0
776,"negative","  ,  city  forssa  said  will  pay compensation  food industry companies hk ruokatalo  atria   lye leak  tap water  occurred  march 2008 .",-0.2,0,-0.421
777,"neutral","honkarakenne mainly exports large luxury log houses  russia   used  one-family houses  holiday homes ; 70 %   go   moscow region ,  20 %   st petersburg region ,   remainder   locations .",0,1,0.402
778,"neutral"," hosting mobile terminal guides information flow   ,  participating terminals ,  optionally ,  network servers  may assist  hosting mobile terminal .",0,1,0
779,"neutral","` patja  worked well  us     decade ,  fujitsu 's new bid  competitive .",0.4,1,0.421
780,"neutral","however ,  brokers ' ratings   stock differ .",0,0,0
781,"neutral","financial statements include  consolidated financial statements   group ,  board  directors ' report ,  auditors ' report   corporate governance statement .",0,1,0
782,"neutral"," raise consumer awareness  encourage people  recycle  old mobile devices nokia runs regular recycling campaigns around  world .",0.4,1,0.511
783,"neutral"," earn- payment    4.0 mln euro ( $ 5.3 mln ) can also  paid depending  intellibis financial performance  2007 .",0,0,0
784,"positive","diluted loss per share stood   0.15 versus  0.26 .",-0.2,-1,-0.026
785,"positive","``   happy   working  rapala  encourage boaters  anglers  introduce newcomers   sport , '' said rbff president & ceo frank peterson .",0.5,1,0.791
786,"neutral","currently glaston employs approximately 1,500 persons .",0,0,0
787,"positive","lemcon  also signed  pre-contract   purchase   park 's entire 130-hectare site .",0,0,0
788,"positive","nokia ,    strong track record   lower-end handset market , said  july  touch-screen offering  come  year   cheaper  rival models  order  tap   higher-volume market .",0.4,1,0.511
789,"neutral","``   become convinced   can    quickly , ''  told   reporters .",0.2,1,0.402
790,"neutral"," unit 's clients  mainly   field  specialist convenience goods ,  well    textile , shoe  furniture businesses .",0,1,0.273
