"token","vader","n"
"lug",0,1
"lukannon",0,1
"luke",0,1
"lukewarm",0,1
"lulling",0,1
"lunar",0,1
"lunatic",-1,1
"lunch",0,1
"lune",0,1
"lurking",-1,1
"lush",0,1
"lusting",0,1
"luther",0,1
"luther's",0,1
"luuuuurv",0,1
"lynde",0,1
"lynx",0,1
"lyric",0,1
"lyrical",0,1
"m'lady",0,1
"maathai",0,1
"macabre",0,1
"macdonald",0,1
"mack",0,1
"macroview",0,1
"madam",0,1
"madcap",0,1
"madeira",0,1
"magazine",0,1
"magazines",0,1
"magically",0,1
"magicians",0,1
"magnificent",1,1
"magnificently",1,1
"maguire",0,1
"mahy",0,1
"maid",0,1
"mailman",0,1
"maimie",0,1
"maintains",0,1
"majesty",0,1
"majesty's",0,1
"majorly",0,1
"makeover",0,1
"mal",0,1
"man's",0,1
"manarchist",0,1
"mandatory",1,1
"manger",0,1
"maniac",-1,1
"manic",0,1
"manifesto",0,1
"manipulating",-1,1
"manipulative",0,1
"mankato",0,1
"mankind",0,1
"mann",0,1
"mannering",0,1
"manners",0,1
"mansbach",0,1
"mantra",0,1
"manufacturers",0,1
"manure",0,1
"manuscript",0,1
"mao",0,1
"marcus",0,1
"mare",0,1
"marginally",0,1
"marie's",0,1
"mario",0,1
"marketable",0,1
"marshall",0,1
"marshmallow",0,1
"martha",0,1
"martinis",0,1
"masquerading",0,1
"mass",0,1
"massachusetts",0,1
"massacre",0,1
"masterpiece",1,1
"mat",0,1
"matchmaking",0,1
"mate",0,1
"materialistic",0,1
"mathematical",0,1
"mathematicians",0,1
"matisse",0,1
"mattered",0,1
"matthew's",0,1
"mature",1,1
"maturity",0,1
"maxi",0,1
"maxim",0,1
"maximizes",0,1
"may's",0,1
"mayer",0,1
"maze",0,1
"mccartney",0,1
"mccully's",0,1
"mcghee",0,1
"mcs",0,1
"meager",0,1
"meanness",0,1
"measure",0,1
"meat",0,1
"mechanisms",0,1
"meddling",0,1
"media",0,1
"mediocre",0,1
"meditating",0,1
"medium",0,1
"mediums",0,1
"meetings",0,1
"meg",0,1
"melancholic",-1,1
"melanie",0,1
"melodrama",0,1
"melody",0,1
"melody's",0,1
"melons",0,1
"men's",0,1
"menagerie",0,1
"mennis",0,1
"mental",0,1
"mentioning",0,1
"menu",0,1
"mercer",0,1
"merchandise",0,1
"merchant",0,1
"mercifully",0,1
"mercury's",0,1
"merit",1,1
"merits",1,1
"merlin",0,1
"mermaid's",0,1
"merry",1,1
"mesh",0,1
"messed",-1,1
"meta",0,1
"metafiction",0,1
"metamorphoses",0,1
"metaphors",0,1
"meter",0,1
"methane",0,1
"methodical",1,1
"meticulous",0,1
"meticulously",0,1
"metric",0,1
"mexico",0,1
"meyer",0,1
"mg",0,1
"mi",0,1
"mia",-1,1
"micah",0,1
"michael's",0,1
"michelle",0,1
"mickey",0,1
"midwinter",0,1
"migration",0,1
"mike",0,1
"mildly",0,1
"mile",0,1
"milestones",0,1
"miller's",0,1
"million",0,1
"milne's",0,1
"mime",0,1
"miming",0,1
"mindfulness",0,1
"minding",0,1
"mindlessly",0,1
"minecraft",0,1
"ming",0,1
"mingled",0,1
"minimal",0,1
"minimoys",0,1
"miniseries",0,1
"minne",0,1
"minnes",0,1
"minnesota",0,1
"minnie",0,1
"minority",0,1
"miraculous",0,1
"miralee",0,1
"misbehaves",-1,1
"misbehavior",0,1
"misfiled",0,1
"misguided",0,1
"mishaps",0,1
"misinformation",-1,1
"misinterpreted",-1,1
"misinterprets",0,1
"misleading",-1,1
"mismash",0,1
"misplaced",0,1
"misspelling",0,1
"mistake",-1,1
"mister",0,1
"mistress",0,1
"mitchell",0,1
"mitigates",0,1
"moaning",-1,1
"moans",-1,1
"mob",0,1
"mobiles",0,1
"modeling",0,1
"modest",0,1
"mog",0,1
"molly",0,1
"momentous",0,1
"mommy",0,1
"monitor",0,1
"monobrowed",0,1
"monologues",0,1
"monotony",0,1
"monstrous",0,1
"monument",0,1
"moonbots",0,1
"moonmice",0,1
"moor",0,1
"moore",0,1
"moors",0,1
"moralizing",0,1
"morally",0,1
"moreso",0,1
"morina",0,1
"morocco",0,1
"moron",-1,1
"morrison",0,1
"morrison's",0,1
"morse",0,1
"morsels",0,1
"moss",0,1
"mosshorn",0,1
"moths",0,1
"motivated",1,1
"mould",0,1
"moused",0,1
"mouth",0,1
"movements",0,1
"mow",0,1
"mp",0,1
"mrs.tweezers",0,1
"mule",0,1
"multi",0,1
"multimedia",0,1
"multiplication",0,1
"mummy",0,1
"mundiekids.blogspot.com",0,1
"munsch",0,1
"murdered",-1,1
"mushroom",0,1
"musical",0,1
"musicians",0,1
"muskoka",0,1
"muslims",0,1
"mustang",0,1
"muted",0,1
"mutiny",0,1
"mutt",0,1
"mutually",0,1
"mwa",0,1
"myriad",0,1
"mysteriously",0,1
"myth's",0,1
"mythologica",0,1
"mythology",0,1
"mzee",0,1
"nail",0,1
"naked",0,1
"nanna",0,1
"nannies",0,1
"nap",0,1
"napping",0,1
"naps",0,1
"narrate",0,1
"narrated",0,1
"narrating",0,1
"narrator's",0,1
"narrow",0,1
"narrowing",0,1
"nash",0,1
"nasty",-1,1
"nat",0,1
"natalie",0,1
"nation",0,1
"nationality",0,1
"nauseous",0,1
"navigate",0,1
"navigated",0,1
"neater",1,1
"neckties",0,1
"neddie's",0,1
"negligent",0,1
"negotiate",0,1
"neighboring",0,1
"nelson",0,1
"nemesis",0,1
"nephews",0,1
"nesbit",0,1
"nesbit's",0,1
"nesbo",0,1
"ness",0,1
"nest",0,1
"nesting",0,1
"net",0,1
"neveleti",0,1
"newberyandbeyond.com",0,1
"newness",0,1
"newsboy",0,1
"nez",0,1
"nibs",0,1
"nicholai",0,1
"nicholas",0,1
"nickname",0,1
"nicole",0,1
"niece's",0,1
"nigel",0,1
"nightly",0,1
"nighttime",0,1
"nilly's",0,1
"nimby",-1,1
"nineteen",0,1
"ninth",0,1
"nitty",0,1
"noble",1,1
"nocturnal",0,1
"nodding",0,1
"nods",0,1
"noel",0,1
"noisemakers",0,1
"nolan",0,1
"nominated",0,1
"nonexistence",0,1
"nonfiction",0,1
"nonna's",0,1
"nonno",0,1
"nonsensical",0,1
"nonstop",0,1
"nontraditional",0,1
"noooo",0,1
"north",0,1
"northwest",0,1
"norton's",0,1
"norvelt",0,1
"nosed",0,1
"nostalgia",0,1
"nostalgic",0,1
"nostrils",0,1
"nosy",0,1
"notebooks",0,1
"noted",0,1
"noteworthy",0,1
"nothings",0,1
"noting",0,1
"novelists",0,1
"novels.this",0,1
"nowadays",0,1
"nuanced",0,1
"nugget",0,1
"nursery",0,1
"nuzzledome",0,1
"ny",0,1
"o'brien",0,1
"o'dell",0,1
"obese",0,1
"obeying",0,1
"obit",0,1
"objectively",0,1
"obnoxious",-1,1
"obs",0,1
"obscenities",0,1
"obscure",0,1
"observant",0,1
"observational",0,1
"observes",0,1
"obstacle",-1,1
"obstacles",-1,1
"occasionally",0,1
"occasions",0,1
"occurred",0,1
"occurs",0,1
"october",0,1
"oddest",0,1
"ode",0,1
"offbeat",0,1
"offended",-1,1
"offensive",-1,1
"offerings",0,1
"officer",0,1
"official",0,1
"officials",0,1
"offtheshelfreviews.wordpress",0,1
"ogilvee",0,1
"oldies",0,1
"oliver",0,1
"olympian",0,1
"olympic",0,1
"oman",0,1
"omg",0,1
"omitted",0,1
"omniscient",0,1
"one.as",0,1
"oneth",0,1
"oni",0,1
"onslaught",0,1
"ontario",0,1
"ooops",0,1
"oozing",0,1
"openbooksociety.com",0,1
"opinionated",0,1
"opposites",0,1
"oppress",0,1
"orally",0,1
"orchard",0,1
"orchestrating",0,1
"organized",0,1
"origin",0,1
"originals",0,1
"origination",0,1
"ornaments",0,1
"orphaned",0,1
"osborne",0,1
"osmosis",0,1
"ostensibly",0,1
"other's",0,1
"out.the",0,1
"outcomes",0,1
"outcry",-1,1
"outer",0,1
"outgrow",0,1
"outgrown",0,1
"outing",0,1
"outline",0,1
"outlines",0,1
"outsiders",0,1
"outwit",0,1
"outwits",0,1
"overboard",0,1
"overcoats",0,1
"overcome",0,1
"overcomes",0,1
"overday",0,1
"overhearing",0,1
"overload",-1,1
"overrated",0,1
"overshadow",0,1
"overshadowed",0,1
"oversight",0,1
"overt",0,1
"overtake",0,1
"overtones",0,1
"overused",0,1
"overview",0,1
"overwhelms",-1,1
"owl's",0,1
"owners",0,1
"packing",0,1
"packs",0,1
"pageant",0,1
"paginated",0,1
"paid",0,1
"pail",0,1
"painful",-1,1
"pains",-1,1
"painting",0,1
"paints",0,1
"pajamas",0,1
"palace",0,1
"pale",0,1
"paleo",0,1
"paleontologists",0,1
"palette",0,1
"pals",0,1
"pander",0,1
"pans",0,1
"pantomime",0,1
"pants",0,1
"pao",0,1
"papa",0,1
"paperbacks",0,1
"papercut",0,1
"paragraph",0,1
"paraphrases",0,1
"parcel",0,1
"pardon",1,1
"pardoning",1,1
"parental",0,1
"parenthetical",0,1
"parenting",0,1
"pariah",0,1
"parisian",0,1
"parked",0,1
"parks",0,1
"parlourmaid",0,1
"parrot",0,1
"partake",0,1
"participated",0,1
"participation",0,1
"partly",0,1
"partner",0,1
"partnership",0,1
"passageway",0,1
"passionate",1,1
"pasta",0,1
"pasted",0,1
"pastors",0,1
"pasture",0,1
"patent",0,1
"patented",0,1
"paterson's",0,1
"paths",0,1
"patient",0,1
"patmans",0,1
"patterson",0,1
"patterson's",0,1
"paulo",0,1
"paycheque",0,1
"pdf",0,1
"peaceful",1,1
"peacemaker",1,1
"peaks",0,1
"pebbleinthestillwaters.blogspo",0,1
"peculiar",1,1
"pedestrian",0,1
"peepers",0,1
"peg",0,1
"pelted",0,1
"pentominoes",0,1
"pepper",0,1
"peppered",0,1
"perce",0,1
"perceive",0,1
"percent",0,1
"perceptions",0,1
"percy",0,1
"perfectionist",1,1
"perform",0,1
"performance",0,1
"performs",0,1
"perils",0,1
"perkins's",0,1
"permanent",0,1
"permit",0,1
"permitted",0,1
"persevered",0,1
"persians",0,1
"person's",0,1
"persona",0,1
"persuasive",0,1
"pertaining",0,1
"pertinent",0,1
"pests",0,1
"pete's",0,1
"petrakova",0,1
"petting",0,1
"petty",-1,1
"phantom",0,1
"pharaohs",0,1
"phenomenal",0,1
"phone",0,1
"photographed",0,1
"photographic",0,1
"phrases",0,1
"phyllis",0,1
"physically",0,1
"physicists",0,1
"piano",0,1
"piaras",0,1
"picky",0,1
"picnic",0,1
"picturebook",0,1
"pictured",0,1
"pie",0,1
"pies",0,1
"pigeonholing",0,1
"piggy",0,1
"piglet",0,1
"pike",0,1
"pinkney's",0,1
"pinstriped",0,1
"piper",0,1
"piqued",1,1
"pirate's",0,1
"piratical",0,1
"pissed",-1,1
"pisses",-1,1
"pitch",0,1
"pitching",0,1
"pitfalls",0,1
"pits",0,1
"pixie",0,1
"pizzazz",0,1
"pj's",0,1
"placement",0,1
"plagued",0,1
"plane",0,1
"plank",0,1
"plant",0,1
"plantation",0,1
"plate",0,1
"plateau",0,1
"plato",0,1
"playground",0,1
"plays",1,1
"plea",0,1
"plead",0,1
"pleasantness",1,1
"pleasurable",1,1
"pleasure",1,1
"plot's",0,1
"plotline",0,1
"plotted",0,1
"plugging",0,1
"plumberry",0,1
"plumfield",0,1
"plumfield's",0,1
"pocketknife",0,1
"pod",0,1
"poe's",0,1
"poem's",0,1
"poet",0,1
"poignancy",0,1
"poignantly",0,1
"pointlessly",0,1
"poirot",0,1
"poisoned",-1,1
"poisonous",-1,1
"poke",0,1
"pokers",0,1
"poking",0,1
"poky",0,1
"police",0,1
"policeman",0,1
"polished",0,1
"polk",0,1
"pollo's",0,1
"pongo",0,1
"ponies",0,1
"poo",0,1
"pooch",0,1
"poofy's",0,1
"poop",0,1
"pooping",0,1
"poorest",-1,1
"pootsy",0,1
"popcorn",0,1
"pope",0,1
"popped",0,1
"popping",0,1
"porcupine",0,1
"pore",0,1
"porta",0,1
"portal",0,1
"portals",0,1
"portraits",0,1
"portraiture",0,1
"portray",0,1
"portrays",0,1
"positions",0,1
"positivity",1,1
"positve",0,1
"possessions",0,1
"poster",0,1
"posterior",0,1
"postman",0,1
"postmodern",0,1
"posture",0,1
"pot",0,1
"potato",0,1
"potentially",0,1
"pots",0,1
"potty",0,1
"pouh",0,1
"pound",0,1
"poundland",0,1
"pour",0,1
"pouring",0,1
"practiced",0,1
"praise",1,1
"prancing",0,1
"prays",1,1
"preaching",0,1
"precepts",0,1
"precise",0,1
"precocious",0,1
"precursor",0,1
"predecessor's",0,1
"predecessors",0,1
"predicament",0,1
"preferred",0,1
"preiss",0,1
"prejudiced",-1,1
"prejudices",-1,1
"prep",0,1
"prepare",0,1
"preparing",0,1
"prepositions",0,1
"preposterous",0,1
"prequal",0,1
"prequel",0,1
"prescription",0,1
"presentation",0,1
"presently",0,1
"pretend",-1,1
"pretends",-1,1
"pretzel",0,1
"prewitt's",0,1
"primary",0,1
"primes",0,1
"printed",0,1
"prior",0,1
"pristine",0,1
"privileged",1,1
"prized",1,1
"problematic",-1,1
"probobly",0,1
"procedures",0,1
"proceeds",0,1
"processed",0,1
"processing",0,1
"procession",0,1
"proclaimed",0,1
"procupine",0,1
"procuring",0,1
"produce",0,1
"productions",0,1
"productive",0,1
"profanity",0,1
"professional",0,1
"professionals",0,1
"proffered",0,1
"progress",1,1
"progressive",0,1
"projects",0,1
"proliferation",0,1
"prolific",0,1
"promisingly",1,1
"promote",1,1
"promotion",0,1
"prompting",0,1
"promptly",0,1
"prompts",0,1
"pronounced",0,1
"pronounciation",0,1
"pronouns",0,1
"proofread",0,1
"propped",0,1
"pros",0,1
"protection",0,1
"protective",0,1
"prototype",0,1
"proudly",1,1
"proved",0,1
"proves",0,1
"providential",0,1
"proving",0,1
"psycho",0,1
"psychological",0,1
"psychology",0,1
"publishing",0,1
"puddlejumpers",0,1
"pug",0,1
"puke",-1,1
"pullman",0,1
"pulp",0,1
"pump",0,1
"pumpkinhead",0,1
"punching",0,1
"punctuated",0,1
"punished",-1,1
"punishment",-1,1
"purely",0,1
"purist",0,1
"purposefully",0,1
"purposes",0,1
"pursue",0,1
"pursued",0,1
"pursuing",0,1
"pushing",0,1
"puzzlingly",0,1
"pyrates",0,1
"quaint",0,1
"qualities",0,1
"quarter",0,1
"quartet",0,1
"questionable",-1,1
"questioning",-1,1
"quibble",0,1
"quietness",0,1
"quija",0,1
"quimby",0,1
"quincy",0,1
"quintessential",0,1
"quirkiness",0,1
"quirks",0,1
"quizzes",0,1
"quotable",0,1
"quotes",0,1
"quoting",0,1
"r.a",0,1
"rabinowitz",0,1
"raccoon",0,1
"rachel's",0,1
"rackham",0,1
"radiates",0,1
"railroaded",0,1
"railroads",0,1
"railways",0,1
"raise",0,1
"ralph",0,1
"ramble",0,1
"rambles",0,1
"ramblingsonreadings.blogspot.com",0,1
"ramifications",0,1
"rang",0,1
"ranting",0,1
"rapt",0,1
"rarest",0,1
"raschka's",0,1
"rational",0,1
"rationalise",0,1
"rave",0,1
"ravens",0,1
"raw",0,1
"rax's",0,1
"reaching",1,1
"react",0,1
"reactive",0,1
"reacts",0,1
"readed",0,1
"readership",0,1
"realisation",0,1
"realises",0,1
"realising",0,1
"realism",0,1
"realistically",0,1
"realisticity",0,1
"realization",0,1
"rearranged",0,1
"reassurance",1,1
"rebecca's",0,1
"rebel",-1,1
"rebelliously",-1,1
"rebuild",0,1
"recalled",0,1
"reccomend",0,1
"reccomended",0,1
"receptive",0,1
"recess",0,1
"recipe",0,1
"recipient",0,1
"reciprocal",0,1
"recite",0,1
"recognise",0,1
"recognizing",0,1
"recomend",0,1
"recommendable",0,1
"recommendations",0,1
"recourse",0,1
"recreationally",0,1
"recruiting",0,1
"recurring",0,1
"recycling",0,1
"redeemed",1,1
"redoes",0,1
"redundant",0,1
"redwoods",0,1
"reeks",0,1
"reevaluate",0,1
"referencing",0,1
"referring",0,1
"refers",0,1
"reflect",0,1
"reflected",0,1
"reflecting",0,1
"reflection",0,1
"reflects",0,1
"refugee",0,1
"refuse",-1,1
"regard",0,1
"regarded",0,1
"region",0,1
"regret",-1,1
"regrettably",-1,1
"regularity",0,1
"regulate",0,1
"reinforcement",0,1
"reinforcements",0,1
"reinterpretations",0,1
"rejoices",1,1
"relations",0,1
"relax",1,1
"relaxed",1,1
"relda",0,1
"released",0,1
"releases",0,1
"relentless",1,1
"reliably",0,1
"relief",1,1
"relish",0,1
"relook",0,1
"remaining",0,1
"remarks",0,1
"remembering",0,1
"remembers",0,1
"remembrance",0,1
"reminder",0,1
"reminiscing",0,1
"remorse",-1,1
"remote",0,1
"remotely",0,1
"removed",0,1
"removes",0,1
"removing",0,1
"remus's",0,1
"renamed",0,1
"rending",0,1
"rendition",0,1
"renew",0,1
"renewing",0,1
"rents",0,1
"repercussions",0,1
"replacement",0,1
"replies",0,1
"reportedly",0,1
"representative",0,1
"repressed",-1,1
"reprint",0,1
"reprinted",0,1
"reproduce",0,1
"reptiles",0,1
"reputation",0,1
"request",0,1
"requested",0,1
"requesting",0,1
"require",0,1
"requirements",0,1
"requires",0,1
"rereads",0,1
"rescues",1,1
"resembled",0,1
"residents",0,1
"residual",0,1
"resistance",0,1
"resists",0,1
"resolutions",0,1
"resolve",1,1
"resonated",0,1
"resource",0,1
"resourceful",0,1
"respond",0,1
"responding",0,1
"restart",0,1
"restaurant",0,1
"restores",1,1
"restricts",-1,1
"resulting",0,1
"results",0,1
"retain",0,1
"retention",0,1
"retold",0,1
"reveal",0,1
"revelation",0,1
"reverse",0,1
"reversed",0,1
"reversing",0,1
"revised",0,1
"revises",0,1
"revisit",0,1
"revolutions",0,1
"revolved",0,1
"reward",1,1
"rewarded",1,1
"rewarding",1,1
"rewrite",0,1
"rewritten",0,1
"rhymed",0,1
"ribbons",0,1
"rican",0,1
"richly",1,1
"rick",0,1
"rider",0,1
"riders",0,1
"rides",0,1
"ridiculing",-1,1
"righteous",0,1
"rigid",-1,1
"ringing",0,1
"ringo",0,1
"riordan",0,1
"riot",-1,1
"ripped",0,1
"rises",0,1
"rising",0,1
"rita's",0,1
"rite",0,1
"rivalry",0,1
"rivals",0,1
"river",0,1
"rl",0,1
"robber",-1,1
"rock",0,1
"rockwell",0,1
"rodeo",0,1
"roderick",0,1
"roger",0,1
"roget",0,1
"rogues",0,1
"roll",0,1
"roller",0,1
"rollers",0,1
"rollicking",0,1
"romanticised",1,1
"rome",0,1
"romona",0,1
"rooster",0,1
"rooting",0,1
"rosenthal",0,1
"rosh",0,1
"rotating",0,1
"rotten",-1,1
"rounded",0,1
"rounding",0,1
"rouse",0,1
"rout",0,1
"routinely",0,1
"row",0,1
"roxas",0,1
"roy",0,1
"rtc",0,1
"rubies",0,1
"rudeness",-1,1
"ruin",-1,1
"rumer",0,1
"ruminating",0,1
"rump",0,1
"rumpelstiltskin",0,1
"runner",0,1
"rush",0,1
"rushed",0,1
"ruskin",0,1
"russia",0,1
"rv's",0,1
"rye",0,1
"ryrie",0,1
"sa",0,1
"sabrina's",0,1
"saccharine",0,1
"saens",0,1
"saens's",0,1
"safeshare",0,1
"saga",0,1
"sagebrush",0,1
"sail",0,1
"sainted",0,1
"salad",0,1
"saltine",0,1
"salvage",0,1
"salvation",0,1
"sanctifying",0,1
"sandbox",0,1
"sandhill",0,1
"santat's",0,1
"sap",0,1
"sappy",-1,1
"sarcastic",-1,1
"sat",0,1
"satan",0,1
"satire",0,1
"satisfy",1,1
"saturated",0,1
"saturdays",0,1
"saturn",0,1
"savor",0,1
"savvy",0,1
"sayings",0,1
"scan",0,1
"scandal",-1,1
"scandalize",0,1
"scanners",0,1
"scans",0,1
"scapegoat",-1,1
"scares",-1,1
"scarry",0,1
"scatter",0,1
"scattered",0,1
"schart",0,1
"scheduled",0,1
"schmidt's",0,1
"schoolgirl",0,1
"schools",0,1
"schpeel",0,1
"scissors",0,1
"score",0,1
"scourge",0,1
"scouts",0,1
"scratch",0,1
"screams",-1,1
"screwed",-1,1
"scrimping",0,1
"scrooge",0,1
"scrotum",0,1
"scuffy",0,1
"sculptures",0,1
"se",0,1
"seafaring",0,1
"seal",0,1
"sean",0,1
"searched",0,1
"seasons",0,1
"secondary",0,1
"secretions",0,1
"secretive",0,1
"secretly",0,1
"secrets",0,1
"secular",0,1
"secure",1,1
"seed",0,1
"seeking",0,1
"seeks",0,1
"seeme",0,1
"seemingly",0,1
"seeonee",0,1
"seer",0,1
"segregation",0,1
"seizes",0,1
"selden",0,1
"seldom",0,1
"select",0,1
"selections",0,1
"selfless",0,1
"semester",0,1
"semi",0,1
"sendak's",0,1
"sendek",0,1
"senor",0,1
"sensation",0,1
"senseless",0,1
"senses",0,1
"sensitively",0,1
"sensual",0,1
"sentenced",-1,1
"sentient",0,1
"sequal",0,1
"sequals",0,1
"sequels",0,1
"sequined",0,1
"seredy's",0,1
"serpent",0,1
"serpentine",0,1
"servants",0,1
"serviceable",0,1
"serving",0,1
"sesame",0,1
"sessions",0,1
"sett",0,1
"settled",0,1
"settles",0,1
"settling",0,1
"seventeen",0,1
"seventh",0,1
"sewing",0,1
"sexta",0,1
"sg",0,1
"shadow",0,1
"shadowed",0,1
"shadowing",0,1
"shake",-1,1
"shakespeare",0,1
"shaking",-1,1
"shaman",0,1
"shaming",0,1
"shannon",0,1
"shapes",0,1
"shark",0,1
"sharkjumping",0,1
"sharks",0,1
"sharp",0,1
"shave",0,1
"shay",0,1
"shed",0,1
"sheer",0,1
"shelter",0,1
"sheltering",0,1
"sherlck",0,1
"sherman",0,1
"shift",0,1
"shifts",0,1
"shipped",0,1
"shipwrecks",0,1
"shirley",0,1
"shirt",0,1
"shit",-1,1
"shitiest",0,1
"shitload",0,1
"shitty",-1,1
"shiv",0,1
"shock",-1,1
"shook",-1,1
"shopkeeper",0,1
"shopped",0,1
"shortcomings",0,1
"shot",0,1
"shots",0,1
"shoulders",0,1
"shouldnt",0,1
"shout",0,1
"shouting",0,1
"shouts",0,1
"shoves",0,1
"showcases",0,1
"showered",0,1
"shredded",0,1
"shreds",0,1
"shrewd",0,1
"shrine",0,1
"shrinking",0,1
"shrubberies",0,1
"shrunk",0,1
"shudders",0,1
"shut",0,1
"shuts",0,1
"sibling's",0,1
"sidelines",0,1
"sideshow",0,1
"sigh",1,1
"sighhh",0,1
"signed",0,1
"significance",1,1
"signing",0,1
"silence",0,1
"silhouette",0,1
"silhouettes",0,1
"silver",0,1
"silverback",0,1
"silverstein's",0,1
"similarity",0,1
"similarly",0,1
"similes",0,1
"simler",0,1
"simmered",0,1
"simpler",0,1
"simplicity",0,1
"sincere",1,1
"sincerely",1,1
"sinful",-1,1
"sings",0,1
"sink",0,1
"sinking",0,1
"sins",-1,1
"site",0,1
"sixteen",0,1
"sixties",0,1
"sizes",0,1
"skateboarder",0,1
"skater",0,1
"skeptical",-1,1
"skepticism",-1,1
"sketched",0,1
"skies",0,1
"skilled",0,1
"skimming",0,1
"skims",0,1
"skinned",0,1
"skinny",0,1
"skips",0,1
"skirt",0,1
"skyscrapers",0,1
"slack",0,1
"slackers",0,1
"slammed",0,1
"slamming",0,1
"slams",0,1
"slap",1,1
"slave",0,1
"slavishly",0,1
"slays",0,1
"sleepily",0,1
"sleepovers",0,1
"sleigh",0,1
"slew",0,1
"slime",0,1
"slinging",0,1
"slippers",0,1
"slows",0,1
"slurs",0,1
"smack",0,1
"smashed",0,1
"smiled",1,1
"smiter",0,1
"smitten",0,1
"smoke",0,1
"smoker",0,1
"smooshed",0,1
"smooth",0,1
"smothering",-1,1
"smudge",0,1
"snagged",0,1
"snake's",0,1
"snappy",0,1
"snapshot",0,1
"snapshots",0,1
"snarly",0,1
"snatch",0,1
"snatched",0,1
"sneezing",0,1
"sniff",0,1
"sniffing",0,1
"snippets",0,1
"snoozefest",0,1
"snowman",0,1
"snuggles",0,1
"snuggling",0,1
"soak",0,1
"soaking",0,1
"soapbox",0,1
"sob",-1,1
"sociopath",0,1
"sock",0,1
"socks",0,1
"sofia's",0,1
"softer",0,1
"soggy",0,1
"sohpie's",0,1
"sojourn",0,1
"solar",0,1
"sold",0,1
"sole",0,1
"solidly",0,1
"solutions",1,1
"solves",1,1
"someday",0,1
"somethingh",0,1
"sonf",0,1
"songwriter",0,1
"sons",0,1
"soo",0,1
"soooo",0,1
"soooooo",0,1
"soothed",1,1
"sophy",0,1
"sorceress",0,1
"sorghum",0,1
"sorta",0,1
"soulless",0,1
"soundbites",0,1
"sounded",0,1
"sources",0,1
"south",0,1
"souvenir",0,1
"spaced",0,1
"spades",0,1
"spaghetti",0,1
"spank",0,1
"sparked",0,1
"sparkling",1,1
"sparks",0,1
"sparse",0,1
"speaking",0,1
"spear",0,1
"specialties",0,1
"specifically",0,1
"specification",0,1
"spectators",0,1
"speculate",0,1
"speed",0,1
"spell",0,1
"spelled",0,1
"spider",0,1
"spiderwick",0,1
"spiffy",0,1
"spill",0,1
"spin",0,1
"spine",0,1
"spinelli",0,1
"spinning",0,1
"splashed",0,1
"splashes",0,1
"splashing",0,1
"splashings",0,1
"splendidly",1,1
"splinter",0,1
"splitting",0,1
"spoiling",0,1
"spongebob",0,1
"spooky",0,1
"spoon",0,1
"sport's",0,1
"sportsball",0,1
"spots",0,1
"spotted",0,1
"spouse",0,1
"spouting",0,1
"sprawling",0,1
"sprees",0,1
"sprinkling",0,1
"sprinting",0,1
"spudvilas",0,1
"sputtering",0,1
"spyglass",0,1
"spyology",0,1
"squabbles",0,1
"squad",0,1
"squanto",0,1
"squirrels",0,1
"srp",0,1
"ssyra",0,1
"staake's",0,1
"stable",1,1
"stacey's",0,1
"stacks",0,1
"stacy",0,1
"stadium",0,1
"staff",0,1
"stag",0,1
"stalked",0,1
"stalkerish",0,1
"stall",-1,1
"standpoint",0,1
"stanley",0,1
"staple",0,1
"staplers",0,1
"stardust",0,1
"stare",0,1
"stares",0,1
"starter",0,1
"startling",1,1
"statements",0,1
"stationery",0,1
"statistic",0,1
"statue",0,1
"statues",0,1
"staying",0,1
"stead",0,1
"steadily",0,1
"steamed",0,1
"steer",0,1
"steig",0,1
"stellar",0,1
"stem",0,1
"stems",0,1
"stepsisters",0,1
"stereotyping",0,1
"steve",0,1
"stew",0,1
"sticker",0,1
"sticky",0,1
"stilton",0,1
"stimulated",1,1
"stink",-1,1
"stinks",-1,1
"stirred",0,1
"stirring",0,1
"stitches",0,1
"stivale",0,1
"stockholm",0,1
"stocking",0,1
"stole",0,1
"stomped",0,1
"stoneybrook",0,1
"stooped",0,1
"storms",0,1
"story's",0,1
"storylines",0,1
"storyteller",0,1
"storytimesecrets.blogspot.com",0,1
"stow",0,1
"strains",-1,1
"stranded",0,1
"strands",0,1
"strangle",0,1
"strategies",0,1
"stravinsky's",0,1
"strawberry",0,1
"strayed",0,1
"streak",0,1
"streamlined",0,1
"streams",0,1
"streatfield",0,1
"streetlights",0,1
"strengths",1,1
"strickland's",0,1
"strictly",0,1
"strike",-1,1
"striking",0,1
"strive",0,1
"stroke",0,1
"strokes",0,1
"stronger",1,1
"strongest",1,1
"strouss",0,1
"struggles",-1,1
"stud",0,1
"studied",0,1
"studies",0,1
"studying",0,1
"stuffer",0,1
"stuffs",0,1
"stumbled",0,1
"stunningly",0,1
"stunt",0,1
"stupidity",-1,1
"stutter",-1,1
"styles",0,1
"stylist",0,1
"subjected",0,1
"submarine",0,1
"subpar",0,1
"subscription",0,1
"subsequently",0,1
"substitutions",0,1
"subtitle",0,1
"subtleties",0,1
"subtlety",0,1
"subtly",0,1
"suburb",0,1
"succeeded",1,1
"succeeds",1,1
"success",1,1
"succession",1,1
"suck",-1,1
"suffer",-1,1
"suffice",0,1
"sufficed",0,1
"sufficiently",0,1
"suffocating",0,1
"sugar",0,1
"suggested",0,1
"suggestion",0,1
"suggestions",0,1
"suggestive",0,1
