"","id","text","rating","afinn","lsd","vader","sums"
"236",236,"I've read two or three of this series now, and I really don't get why these are popular other than they have drawings. The main character is obnoxious, rude to his friends, egotistical, and beyond annoying. I can put up with a lot of bad writing, but the actions of Greg to his so called ""friends"" is beyond me.",1,-0.25,-0.429,0.242,1.342
"61",61,"what an incredible book, about a year ago I received a battered old copy from my Aunt, took three days cover to cover, I cried over each page, when I offered my Aunt to buy her a new copy as I couldn't bear to return her the very copy I poured so much of my soul into and changed me in such a way, she told me I could keep it, that was the best gift anyone has ever given me.",0,0.2,0,0.67,1.34
"985",985,"Lowry delivers an engrossing novel in this first installment of her quartet about a utopian society, and how well (or not?) it operates to serve the needs of its citizens. The Giver has chosen Jonas to take over his position as ""Receiver"" of all memories, driven by feelings. Until now, citizens followed strict protocol to ensure harmony within the community, but WHAT IF they were given the ability/permission to exercise free will while feeling the whole range of emotions? Until now, emotions had been only accessible, in their entire spectrum, to being felt by the Receiver. After Jonas discovers how his newfound abilities have changed his life, and decided that the potential gains were worth most resultant costs, life on the ""inside"" will never be the same again. 
 I'm eagerly awaiting the second book, with so much potential to continue this fascinating look at human nature. The possibilities are endless for plots, as new lives await all. 
 Extremely Highly Recommended for all book clubs, as The Giver crosses many genres. A brilliant gem, perfectly paced and the characters so well drawn I will miss them until I read the continuation of their plans. Will life improve, or will changing this carefully planned society result in its eventual demise? 
 - Doc Aloha Reviews 11/08/2014",5,0.325,0.765,0.995,1.34
"264",264,"This doesn't seem like a book for kids. The pictures, when revealed, seem pointless and not kid- appropriate or appealing. Disappointing. More gimmick than substance. Besides, who wants to drag out a hair dryer to read a book?",1,-0.067,-0.5,-0.736,1.338
"90",90,"Cute, but so culturally specific. 
 Maybe kids won't care, they can be so accepting, but I wished for a little essay about childhood in this African country for explanation. Are worms really that common?",0,0.333,1,0.339,1.334
"644",644,"Cute, silly story about a wolf family. Fun to sing in story time...",3,0.333,1,0.751,1.334
"870",870,"This book tells a big friendship.My son likes this book very much.I am sure that all children Will like.",5,0.333,1,0.782,1.334
"774",774,"I never read the preceding book, THREE TIMES LUCKY, but I enjoyed this book so much it made me want to go and read that one too. The author has a flair for creating quirky likable characters and a setting you'd like to visit. This is not a nightmare-inducing book, but there are a few chills when the main characters begin to encounter the ghost. It is more about friends and community, a bit of mystery, adventure and humor.",4,0.3,0.333,0.966,1.332
"667",667,"I think what I need to remember is that this is a children's book! I loved the illustrations and thought it was very funny and a great book for younger teenagers to read. Honestly I wanted to read it because I loved the film, I didn't realise how 'young' it actually was. It was very quick read, it was entertaining but Gregg does seem like more of an obnoxious idiot in the books than the film. I did enjoy it though and thought it was pretty good. And I think I will continue with the series just to see what goes on with Gregg! :)",3,0.309,0.636,0.972,1.326
"788",788,"I really like the message of this book. It fits with the theme of growth mindset, and shows that positives can come from negatives. (I even like that it encourages responsibility- it's okay to spill milk because YOU can clean it up!) I just wish the pictures weren't sooo little kid oriented, because while the message would be good for all ages, I think my students would think it's for babies. Wish they had a version with pictures older kids might enjoy more. (That won't stop me from using this with my students though!)",4,0.32,0.636,0.983,1.326
"759",759,"A gang of lovable raccoons cause havoc in a small town and end up having to flee to the city. 
 I enjoyed this story and ended up caring about the characters (raccoons). The story is pretty simple (the grass is not always greener on the other side) but is well told.",4,0.133,0.333,0.794,1.322
"351",351,"Rhyming couplets are much more fun 
 When it comes to creating them, I'm one one 
 To shove words into patterns that please 
 With funky rhythms just to tease",2,0.467,0,0.659,1.318
"669",669,"This would be a great addition to elementary classrooms to explain and illustrate the concept of dangling participles. The humorous illustrations will appeal to 3rd-5th graders. Similar to ""Girls like spaghetti"" and ""Twenty Odd Ducks."" 
 I received a free copy of this book by the book's publishers via NetGalley in exchange for an honest review.",4,0.267,0.667,0.926,1.318
"457",457,"Definitely an interesting read. It seems random, but you can tell the author had to be intelligent because of the wordplay and stuff. I think Alice is super annoying, though. She's insensitive and she has no manners.",2,0.067,0,0.654,1.308
"586",586,"I just finished teaching A HOME SCHOOL, middle school aged literature class where we used 3 newberry medal winners, with a similar theme of young people surviving in different enviroments. While this was a good book, it was unanimously the least favorite of the 3...we also used Bud, not Buddy & My Side of the Mountain. Again, while this was good it did not engage the tweens as much as the other two and our discussions were less lively with the exception of discussing similarities/differnces between the 3 books. Perhaps if this had been our first book as oppossed to our final one maybe our evaluation would be different....As it Bud, not Buddy was chosen as the most enjoyable....even more impressive is that they have sought out the sequels to my side of the mountain and other books by Mr. Curtis the Author of Bud, not Buddy. I am disappointed that they likely will not read any more by O'Dell (perhaps I have failed them?), but just to see a new generation embrace literature and not only read and discuss their thoughts....but to see them actively seek out more books, because of enjoyment they have found...well I can't tell you how that makes me feel. 
 This is a good book, one that I enjoyed....but I think that among middle schoolers there are likely other alternatives that they will enjoy more.",3,0.323,0.5,0.976,1.306
"603",603,"Even though most people don't live close to a rainforest, these areas are important to the way everyone lives. This book explores rainforests by continent so that readers can compare the plants and animals of India, Africa, and South America. It details how people survive in these areas, how rainforest products are used in daily life, recently discovered species in these areas, and what will happen to the Earth if the rainforests are destroyed. Each page has multiple high-color photographs to help showcase what happens in these places. A glossary at the end can be used for vocabulary words that readers are unfamiliar with. It also includes a free digital book about monkeys so that interested readers can keep learning about this subject. 
 This is an encyclopedia-like book to help younger students get an introduction to the rainforest. The information is very basic and the text and images are large, making it a good resource for younger grades who are confident in reading but don't need a lot of information. Because of its simple nature, older readers are likely to want more information and will not like the small amount of detail. Readers can get an overview of what happens in the rainforest, but because the information is so simple it is possible to read the whole book and still feel like not much knowledge has been gained. For younger readers, this book can be a great resource to learn about this interesting topic, but older readers might want to find a different resource in addition to or instead of this one.",3,0.32,0.625,0.973,1.306
"339",339,"Basically a rip-off of the classic Glenn Rounds book, Stolen Pony. This is the same story with some minor changes. Although more colorful than the Glenn Rounds book, this one is not as memorable. 
 EDIT: WHOOPS! This book was published before the Glenn Rounds book. Thanks to Rachel B for pointing this out. Off to drink more caffeine.",2,0,0.5,-0.151,1.302
"626",626,"This book has a lot of cultural diversity-it's about a French Canadian boy living in Maine and the Somali refugees that come to live in their town. It has a nice piece about bullying as well as racism, alcoholism, and standing up for what's right. It's a nice story.",3,0.05,0.333,-0.318,1.302
"88",88,"Growing up in the '50's, I owned and read the first 40 of the Bobbsey Twins. These are the books that first hooked me on reading. These old editions are terribly racist, but there are new ones that have eliminated that problem. But for this reason, I am not rating the series.",0,-0.35,-1,-0.791,1.3
"864",864,"Simple, elegant story inspired by the author's childhood of the sacrifices parents make to offer their children a better life than the ones they had while growing up.",5,0.35,1,0.872,1.3
"946",946,"I think Bob Shea is pretty great! And pretty much a picture book genius. Hilarious book, in design, timing, and execution. Raining cupcakes and goat cheese included.",5,0.35,1,0.926,1.3
"71",71,"I read Alice's Adventures in Wonderland with my book club, as we were all going to read the book and then go watch the movie. Wow, this book was a bit on the confusing side, and maybe just a little weird. Definitely a classic writing style. It was a good read though.",0,0.2,0.2,0.849,1.298
"595",595,"I'm a bit biased towards the original so my rating is tempered somewhat by my loyalty to Laura Ingalls Wilder. Nonetheless, I do believe, had this series been my first introduction to the Little House books I would have enjoyed and appreciated their value. The colorful pictures and small amount of wording make this a good alternative for young readers not yet at a level to read the original series on their own.",3,0.3,0.333,0.949,1.298
"643",643,"Being the seventh son of the Supreme Overlord of the Universe isn't as great as it sounds. Joss's older brothers all have jobs helping to run the universe and all he gets to do is deliver pies. Sure, the pies might have the secrets of the universe in them, but it's not as cool as the jobs his brothers have. When someone on Earth makes the huge mistake of looking at the person who makes the pies and his best friend's parents are erased along with the whole planet, Joss wants to do whatever it takes to bring Earth back. With the help of Annika, a girl from earth, Joss rushes to discover the secrets of the universe so he can recreate Earth and discover his own role in running the universe. 
 This book is educational about science and the universe, but not in a way that will discourage readers. It's a little absurd and wacky, somewhat reminiscent of Douglas Adams, and the two characters are spunky and relatable, even though Joss is an alien living in a different world. The concept of the book is wonderfully creative, and there are many parts of the story and characters that will make readers smile. There isn't a lot of action in most of the book, but it will still keep readers entertained. Some of the things in the book don't make sense and the readers just have to accept that it's the way things work in Joss's world. The beautiful blend of science into enjoyable children's fiction help make this book charming, even when the overall point of the story and the ending isn't clear.",3,0.343,0.545,0.992,1.298
"692",692,"I'm sure it translates better in spanish...but in english...too silly for storytime",4,0.1,0,0.649,1.298
"837",837,"I had listened to this on audio book when I was about 7 or 8 year olds. I still remember being sucked into the story, drawn into this beautiful world, and feeling like I was a part of it. It was magical. 
 When I bought this book to read to my own kids this past month, I was a little afraid it wouldn't live up to that same magical quality I imagined the book held. Lots of other books I've read when I was a small child just aren't the same when I read them as an adult- they've lost all their magic. I'm so happy to say that this book was just as magical for me the second time around; in fact, I think it was even more meaningful since I was sharing the experience with my kids. 
 Yes, it's a beautifully written story that leaves you feeling attached to the characters even after the first few chapters, but it's so much more. There's an amazing message of God's love and forgiveness that I've never seen told like this before. It's powerful without ever feeling preachy. 
 If you're looking for a beautiful chiildren's Christmas story with a strong message about love and forgiveness, you need to read this book.",5,0.344,0.667,0.993,1.298
"807",807,"Someone has stolen the famous Mona Cheesa from a museum in Paris! Without a crumb of evidence to be found, who can solve this mystery in time for the National Cheese Week exhibit and painting competition? With his master detective skills and attention to detail, William the international cat of mystery can. Hancocks' bright, bold illustrations and page design along with the likable main character cat William, makes this picture book delightful for anyone who enjoyed Handcocks' other funny story, Penguin in Peril. Though the Mona Cheesa thief and plot are predictable and the story is perhaps a bit lengthy for a picture book, the beginning grabs the reader's attention enough, jumping right into action within the setting and wrapping it up with a satisfying ending that invites Hancocks to make a series. Recommended for ages 3 to 7 and any adult that may enjoy cheesy puns, Paris and painting references. 
 Okay, this book has a cat, corny puns, and art. I can't help but think it's just outright adorable",4,0.26,0.444,0.908,1.296
"509",509,"I wanted to give it a four. The monsters (like grade school kids) are cute and funny. But then I had to turn the book sideways to read a few pages. This new 'style' in picture books annoys the crap out of me. That is all.",3,0.12,0,-0.527,1.294
"748",748,"Fun story about what happens when a boy's crayons go on strike. They don't want to always be used in the same boring ways. Really entertaining and I like the message about being more creative.",4,0.2,0.6,0.847,1.294
"395",395,"I would give one and a half stars to The Soup Bone. 
 I thought at first that this book might be just another retelling of the old jump story about the woman finding a bone for her soup in the graveyard, but if Tony Johnston's book is based on that tale at all, then she changed it around very nicely. The result is an intriguing mix of humor and some depth, as the woman comes to realize that she didn't much like being all alone, and that when she was able to find a potential friend regardless of their striking dissimilarities, she should take advantage of that friendship's benefits. 
 This is a good story, in my view.",2,0.3,0.6,0.945,1.29
"939",939,"Beautiful book about enduring love. As a mother of two little girls, ages 4 and 2, (and having lost both parents myself) this book really struck a nerve. Poignant and heartfelt. Highly recommended.",5,0.233,0.333,0.878,1.29
"498",498,"Adorable owls, but forced concept.",2,0.2,0,-0.44,1.28
"696",696,"My first introduction to Boni Ashburn was through her books, Hush, Little Dragon and Over in the Castle. I think they are adorable stories! When I noticed her newest title, I Had a Favorite Hat, Ashburn's name caught my eye. I had no idea she had written this book! Upon looking up the hat book, I saw I had a Favorite Dress. It was originally published in 2011, but Dreamscape Media published an audiobook (and video) editions this year (2015). 
 I Had a Favorite Dress is a picture book. I think tots to early elementary students would enjoy this story. Different themes of this book include mother, daughter, clothing, sewing, art, and days of the week. I hope I Had a Favorite Hat is also turned into an audiobook. 
 The full review is available on Adolescent Audio Adventures. 
 Reviewed from an Audiobook Jukebox copy. Thank you, Dreamscape Media, LLC!",4,0.36,1,0.982,1.28
"829",829,"I remember reading this story as a child, though it wasn't this one -- probably it was the Little Golden Book version, but very similar. The thing I like about this version is that on the last page, the dog, cat, and mouse all decide to help the hen out in the future. I don't remember that from the one I read in my childhood, and I think it's a better ending -- helps to emphasize that they are capable of changing their attitudes.",4,0.36,1,0.955,1.28
"27",27,"I like this book, although I prefer watching the movies for this series.",0,0.4,1,0.361,1.278
"682",682,"Like Wump World ... in reverse?",4,0.4,1,0.361,1.278
"187",187,"I wasn't a fan of Brown Bear, Brown Bear, What Do You See?, but I thought I'd investigate this, the third in the trilogy. 
 Yes, endangered species are an important issue, and raising the issue with young kids is important. But. You can't help but think that this was merely a money-grab. If this were truely about endangered species where is the note stating that ""100% of the profits from this book will be donated to the World Wildlife Fund"". And if they were really serious ""this book was printed on unbleached 100% recycled paper"" and ""the lifecycle of this book is carbon-neutral"" 
 So while I'm being cynical about the motivations of the authors - is this a good book. While I wasn't a fan of the Brown Bear book - I could see the attraction with the rhyme. This book takes exactly the same plot (thus making this book boring) and destroys the rhyme (thus removing the major attraction of the original). The illustrations are typical Eric Carle - whom I'm not a huge fan of, but many are.",1,0.229,0,0.637,1.274
"798",798,"Loved Woolvin's most recent fairy tale twist. Again, Woolvin delivers a fairy tale with the girl taking charge of her own destiny. We need more of these!",4,0.6,0,0.636,1.272
"112",112,"All done, all 700 pages of it -- funny how long it's been since I read a book that long. And this particular one I think has been unread since about 2008 or 2009, so that I couldn't remember the ending. But of course it ended like this. How could I have forgotten? 
 And Dustfinger is still my precious child.",0,0.333,0.2,0.836,1.272
"328",328,"1985's The Milk Makers ably illustrates what happens when promotion of an industry melds with children's literature. The result can best be described as, well, ""truthiness."" 
 The book opens with a few Holsteins grazing on a verdant pasture. 
 Cows are grazing in an open meadow. They are dairy cows, the milk makers. 
 If only. Well again, maybe this was an accurate picture considering the date of publication of this book. The blog Counting Animals writes of the American dairy industry: 
 The percentage of cows in large operations with 1000 or more cows has risen steadily from 0 in 1992 to 44% in 2010. 
 (Mega-dairies don't graze cattle but rather crowd them into feedlot facilities.) 
 The book goes on to note: 
 Other animals make milk, too. But dairy cows make most of the milk we use. 
 The three ""other animals who make milk"" pictured are a goat, a sheep, and a reindeer. How silly. Every mammal species, including those of the human variety, are capable of making milk. It's one of the major things that defines us as, well, mammals! 
 A cow is able to make milk when she is two years old and has given birth to a calf. Her milk is the food for her baby. She makes more than the calf will ever need--so we use the extra milk. 
 Now you're just lying. It is true that selective breeding and feeding programs have turned the dairy cow into an animal that produces far more milk than it ever would in nature. But the idea that we're just using the ""extra"" milk after Bossie Jr. gets her fill is ridiculous. On any sort of dairy operation that hopes to make money, the calf will be removed from the cow soon after birth. If the author spent any time on dairy farms researching this book, she would be aware of this standard industry procedure. 
 The only illustration in the book that hints at anything amiss in the dairy industry is one in which cows kept in a stanchion barn for winter are shown tightly chained in little stalls. Animals chained in such a manner would not be able to turn around or even take a few steps forward or backward. Here's a real photo of one such operation. 
 After lots of discussion of how milk is processed after it leaves the farm, we get this on the last page: 
 Milk is a nutritious drink that makes our bodies strong and healthy. 
 I'd correct that by saying that milk is a somewhat nutritious but non-essential drink that a large portion of the Earth's population cannot digest properly. Despite the claims of some, it has no magical properties, but it is over-produced to the nth degree and shows up as an ingredient in just about everything. And at the end of the day, that's why most of us still use milk products. 
 Also, lying is wrong.",1,0.1,0.391,0.735,1.27
"353",353,"This is a very calming book, good for bedtime. I didn't like it, but it has redeeming qualities.",2,0.467,1,0.366,1.268
"125",125,"No more twist was incredibly funny to us as children, to the point that I still randomly mutter it to myself under my breath.",0,0.3,-0.333,0.248,1.266
"873",873,"Don't let the title put you off: this is not the story of a fussy eater. It's about an old man and his cat, and it's one of those rare books that capture a lifetime in a tiny tale. The writing is elegant yet homey, nicely brought to life by the moody illustrations. Serious but entertaining, substantial but light-hearted - in the best sense of making your heart feel light - this is a beautiful book for all ages, especially older children.",5,0.333,0.556,0.965,1.264
"369",369,"Beware: Overanalyzation of a children's book ahead. 
 I grew up on these books, they were some of the first that I ever read by myself. Now that we're looking to expand our little family, I thought it was about time to re-read these precious books, in preparation for bed-time stories. 
 The first three, at least, were not as adorable as I remember. Catundra in particular was actually a little startling. 
 Basically you have a very fat cat (proper term here is obese) who learns to love herself only after losing weight and becoming slim, fit, and beautiful. 
 Now, I'm not against the exercise moral. If one's weight is affecting their health then of course diet and exercise will help you find it again, and I'm sure it was very nice for Catundra to be able to walk again without nearly passing out, but I'm unsure how I feel about reading a story to my children where the ONLY solution for Catundra to be happy and for the other woodland animals to like her was to become pretty. ""The other animals will stop laughing at you if you slim down."" comes the sage advice from the little mole. 
 Basically what we're saying here is: ""It's your fault you're fat, so it's your fault you're getting bullied. Stop being fat and you won't be bullied anymore."" 
 I get the being healthy moral, but I think it was lost a little in the thinly veiled social disgust for heavy people. If the forest animal's parents had taught them to mind their manners and not bully others, they wouldn't have laughed at Catundra when she was just a ""little"" heavy, thus Catundra wouldn't have become so isolated and depressed that she ate to hide her feelings and became ""a lot"" heavy. 
 Really, the moral of this story should be ""Don't be an asshole to other people."" 
 I originally thought that I'd leave this one out of the bed-time story collection for my kids, but then I wrote this review and now I think it's a great way to introduce the concept of ""how not to behave towards others.""",2,0.021,0.027,0.651,1.26
"945",945,"Hummingbirds Facts and Folklore in the Americas 
 Take a peek into the intriguing world of hummingbirds and go on a learning adventure. Not just for nine- to-twelve-year-olds, this book will appeal to teachers, parents, birders, and anyone interested in discovering more about hummingbirds. 
 Author Jeanette Larson provides insights into this diminutive bird's aerial acrobatics, biology, and historical cultural role. She vividly discusses how they ""fly with their body held upright, unlike other birds, which fly parallel to the ground....and propel themselves backward, right and left, and even upside down."" Statistics add impact to the explanations. For example, "" Hummingbirds start their flight before even leaving their perch. After only three wing strokes, they are almost at top speed, all in 7 /1,000 of a second! 
 Readers will relish Adrienne Yorinks' stunning mixed media quilt illustrations. Ms. Yorinks' masterfully brings the hummingbird's story to life. Her beautifully rendered quilt illustrations also show a variety of habitats, plants, and animals. 
 Ms. Larson deftly unravels the mysteries of the hummingbird by explaining the science behind its abilities, behaviours, migration and ecological role as a pollinator. She weaves nonfiction text with ancient folklore to reveal the hummingbird's historical role in symbolism, beliefs, and culture. These delightful legends also reveal how native cultures explained the extraordinary bird's size, abilities, speed, etc. 
 The book's conclusion offers a brief explanation about human-caused threats to hummingbird survival. A listing of conservation organizations, provided in the back pages, will be useful for those interested in environmental stewardship projects. A listing of websites that offer learning activities are included. One site has a hummingbird camera and audio of the variety of sounds different species make. The backmatter has a handy glossary and resources for further exploration. 
 The book Hummingbirds Facts and Folklore in the Americas will supplement a unit on wildlife and ecosystems throughout the Americas. It will also make a valuable addition to classroom, school, home, and community libraries. The book's artwork, charming folklore, and scientific facts will engage readers and whet their appetite for more explorations.",5,0.357,0.826,0.986,1.258
"989",989,"It's been a while since I've read a book in first person . . . and I forgot how great it is! Loved it! 
 Damian is faced with problem, some would say a very good problem - how do you spend 200k in one week? He wants to give it away but his older brother wants to spend it and his dad, well, he has other plans. And he also can see and speak to Catholic Saints, which turns out to be very helpful. I can tell you that he goes on a rollercoster ride trying to do the right thing. 
 Plus, this book has won that-really-prestigious-childrens-book-award-I-can-never-spell. The Carniage Award, sometime like that, which basically means you should read it cause UK Librarians (the monarchs of literature) thought it was THE BEST children's book of 2004. 
 Need I say more? Okay, it only cost me 99p (result!)",5,0.36,0.6,0.989,1.258
"598",598,"Scooby-Doo and the Mystery Inc. Gang have battled their fair share of monsters - so who better to explain the truth behind them? In this volume, Scooby-Doo and Shaggy have questions about zombies - how do people become zombies, where can you find them, what do zombies eat, is Frankenstein a zombie, how do you protect yourself against a zombie, and a few others. Fred, Velma, and Daphne provide sensible answers to all their questions to reveal the truth behind zombies. The combination of text, speech bubbles, and cartoon art work well together to present a fun explanation of zombies that should appeal to upper elementary readers looking for a little silly with their spooky. Includes a glossary, internet sites via Facthound, and books for further reading. These should be particularly popular during Halloween.",3,0.343,0.333,0.958,1.25
"32",32,"I used to be obsessed with R.L. Stine when I was a kid. I am pretty sure I still have these all somewhere!",0,0.3,0,0.624,1.248
"158",158,"This title and cover made me LOL.",0,0.6,0,0.623,1.246
"275",275,"I like this book. The idea of writing a board book about foreign cuisine so the concept is accessible to pre-readers is creative and adventurous, showing a willingness to help educate toddlers on unfamiliar subjects even if the books will never be runaway bestsellers. The best use for Yum Yum Dim Sum, however, may be for Chinese immigrant families with young children, who want to make sure their babies don't grow up in the U.S. without some familiarity with the culture of their parents' native land. Who would want their own children to grow up missing out on the ""little bits of heart"" their home country can give? With that as the goal, I can see this book being effective, providing basic knowledge of Chinese foodstuffs accompanied by a cheerful, bouncy rhyming scheme, and for that reason I would give Yum Yum Dim Sum one and a half stars. 
 Amy Wilson Sanger does a nice job selecting Chinese foods to write about that are both standard restaurant fare as well as slightly more exotic. I've been a lover of Chinese food for most of my life, but I hadn't heard of all the foods presented in this book.The glossary of terms on the book's back page is a good help, though it's the first time I can ever recall reading a board book that included a glossary. Readers of all types should find Yum Yum Dim Sum an amusing diversion.",1,0.357,0.636,0.979,1.244
"383",383,"I have a lot of sympathy for authors who do this, because I know they need to make a living, and this sort of stuff sells but I get annoyed by the - I wrote a book, everyone loved it so now I am going to resell it with slight variations a million times over. I find it sweet in an annoying way and I don't like the idea of one character ""belonging to"" another so I read it aloud as ""belongs with"" instead. 
 Having said that the children love it so I have had to read it more than once...",2,0.229,0.429,0.851,1.244
"409",409,"Eighth graders go to Paris with the French Teacher. Lily learns how to text message while aspiring to write her Great Parisian Novel. Kids outwit the teacher, meet a celebrity, and begin to accept each other, even though they are from different cliques at school. Boring for a grown up, probably quite poignent to a middle-schooler.",2,0.15,0.714,0.772,1.244
"719",719,"A Banned Books Week special review. Challenged for ""sexually explicit, offensive language."" Sigh. There is so little of this ""language,"" it has to have been for a one paragraph description of the parents' ""MSB,"" ""Morning Sex Behavior."" What a stupid reason to challenge an otherwise completely inoffensive and touching book. 
 The book itself is a very quick read, being aimed at the ""tween"" set. Martha is a young girl trying to figure out her place in the world and realizing that the world does not, in fact, revolve around her. The book doesn't even give her a happy ending, but it definitely holds some lessons to be learned.",4,-0.16,-0.25,0.372,1.244
"218",218,"This is one of those rare books that presents both a learning opportunity and a chance to enjoy a story thrown together. Unfortunately as much as it could have been a winner I felt that the actual story itself fell through in so many places for the reader who may truly be interested in it. 
 First of all the story is kind of long so I would recommend it for the older elementary crowd while at the same time recommending that an adult be around to help enunciate some of the more foreign words. For those who don't live in such a multicultural neighborhood there may also be some trouble for the reader to be able to grasp some of the nuances of the foods used. 
 At the same time the telling of the story itself is rather a bland telling and isn't anything truly memorable. With the characters as flat as the tone of the story there really isn't anything memorable to be had from this story. 
 For those who are more interested in trying various ethnic dishes there are plenty of recipes in the back. Otherwise another no-go book for me....",1,0.36,0.333,0.954,1.242
"138",138,"This book is hilarious! I worry that the kids I am reading it to are not getting some of the humor. The few that are getting it are priceless. Finally finished it just in time for the end of the year. There were a couple of scenarios that gave me pause: the principal playing footsie with a police officer and the transgendered character. Other than that the kids loved it. Great way to sneak in a lesson on genre.",0,0.28,0.5,0.9,1.24
"768",768,"Everyone Has a Mother is an educational and cute story that reminds little ones that everyone has a mother, whether he/she is big or small, has skin, fur, or feathers, even your mother has a mother. Even beyond this, there is so much to learn in this little book. For instance, your little one will learn the proper names for babies, like puppies, kittens, and calves, and where these animals live, like baby squirrels in a field, baby goats in a pen, baby llamas in a corral, and so on. Little readers will even be reminded to thank their mothers for everything they do, like teaching and loving their babies. This is a sweet story. If your little one is anything like my 2-year-old grandson, he/she will really enjoy it.",4,0.38,1,0.975,1.24
"183",183,"I was really disappointed with this book. I don't remember the last time I rolled my eyes so many times while reading. The two main characters Alex and Conner are fun and interesting, but the dialogue and plot leave so much to be desired. I consistently felt like I was watching a cheesy Disney Channel teen movie. The Fairy Tale characters were all rather one-dimensional, and Colfer worked so hard to make readers dislike Red that I couldn't care less about her internal debate between her feelings for Jack and Froggy. For a book that I was so excited to read, this was a big let down. I started reading these books because I am an elementary school teacher and I like to know what my students like. But I found this book such a chore to get through that I'm going to have to leave the series here.",1,0.186,0.455,0.805,1.238
"226",226,"This was actually depressing.",1,-0.4,-1,-0.382,1.236
"344",344,"crap",2,-0.6,-1,-0.382,1.236
"549",549,"I have never been a huge Updike fan, but there is something sweet about these poems. My favorite is August - where folks ""go to seaside / Bungalows / And take off nearly / All their clothes."" I wasn't enamored of the illustrations at first, but they have grown on me. There are actually entire stories told in the illustrations that relate to but do not necessarily derive from the poems themselves. I love the scene for May, where the young boy hangs on the post of a convenience store's porch eating an ice cream cone, as well as the Valentine's Day picture where the kids sit at the table cutting out hearts.",3,0.333,0.714,0.951,1.236
"404",404,"Cute, silly story. Not a whole lot of substance, not a good fit for the school library. Underpants as a topic I can deal with, but little underpants attached to the cover is just inviting insanity. My 6 yo son, who claims he doesn't like to read, loved this book.",2,0.225,0.714,0.097,1.234
"306",306,"Having decided that whilst I am on holiday I would start reading Roald Dahl, I adore Charlie and the Chocolate Factory and even found the movies excellent (prefer the first) and was really looking forward to reading CGGE.... pfft I shouldnt have bothered.......what a total let down. Now I know why this hasnt been made into a movie!",1,0.267,0.6,0.883,1.232
"904",904,"I LOVED this book and it's message. Carol Lynch Williams is such a great storyteller. Her books always make me love the characters and make me want to be their friends. 
 This book has an incredible message. The best part of the book is the great moral goodness. I love that Beauty's family drills good morals in her. I wish there were more parents like that in the world. 
 I loved Beauty's reaction to Alane's appearance. I think it is spot on what a real 12 year old would think. She was a little scared and worried, and she wanted to know why Alane was that way. 
 Beauty and Alane's friendship was so wonderful. I wish the world could look upon everyone the way this book looks upon Alane. I love that Beauty was able to grow and benefit from Alane, and vice versa. Beauty gained a lot of courage, and she became really protective and genuinely cared about Alane. 
 There were a few parts that really scared me! It is ok though! The book has a happy ending. The book overall is a happy one.",5,0.383,0.714,0.998,1.23
"23",23,"Tried reading this one with Alistair (age 21 months) but it's much longer than I remember for a toddler. :) We'll try again later.",0,0,0,0.612,1.224
"363",363,"** spoiler alert ** 
 I had a hard time making myself finish this. I know it was written for young girls and they will probably like it. But I was annoyed with several things about it. One of which was a scene that eluded to a different princess (minor character) involved in infidelity situations. Not something I would think would happen in a (supposedly) sweet fairy tale story meant for 10 year old girls.",2,0,-0.2,0.412,1.224
"382",382,"The art is cute, I'll give I that. But other than that, this book and the rest of the ""junie b jones"" series has very little positive things going for it. :/ bad language & a horrible main character it's hard to believe that these books are so highly recommended for small children.",2,-0.033,-0.2,-0.645,1.224
"572",572,"el libro mas famoso de Salgari, se devate entre las aguas del amor y la venganza britanica. un clasico que definitivamente cobra vida cada vez que lo tomas del estante de libros.",3,0,0,0.612,1.224
"9",9,"I really like this book. The title alone will attract the most uninterested students and the story will keep them reading. I can think of many children who feel just like Billy and have wonderful imaginations just like him. I love that his librarian, Mrs. Pagely, supports and encourages him.",0,0.356,0.778,0.967,1.222
"378",378,"Easy reader. Simple sentences, that sounds like it was written by a child. This book would be good for a beginning or struggling reader.",2,0.08,0.5,0.691,1.222
"434",434,"If there are any true stories that I love to learn about and squirrel away it is usually the legend types that can be known as just-so stories. Surprisingly this is the first time that I have heard of the Christmas Rose so it was with intrigue that once I finished the story that I found the plant is real and was able to read the added-on information in the back that gave a bit more information on the actual plant itself that is introduced to the reader in telling. 
 Although many Christian diehard fans will point out facts such as the little girl's name couldn't really have been Dorothy or that the events in the story happened as they did if you go by the actual Nativity it is still a beautiful story. For many readers who are enjoying this Christmas gift it will be a beautiful tale of just how much the Redeemer loves each of us while no present to Him if given in the true faith of the heart is too little. And just as a bit extra for those who know the legend of the Poinsetta the two legends are eerily familiar to each other although with different details. 
 With beautiful illustrations this book will definitely be a true Christmas addition to some families and one that should be shared at least once.",2,0.383,0.875,0.991,1.216
